Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_restaurant,amenity_rel_pharmacy,shop_rel_bakery,amenity_rel_post_box,amenity_rel_events_venue,shop_rel_supermarket,shop_rel_kiosk,shop_rel_hairdresser,amenity_rel_school,shop_rel_tobacco,shop_rel_butcher,shop_rel_convenience,amenity_rel_cafe,shop_rel_car,shop_rel_wholesale,shop_rel_stationery,shop_rel_yes,shop_rel_car_repair,shop_rel_greengrocer,amenity_rel_bar,amenity_rel_charging_station,amenity_rel_community_centre,amenity_rel_theatre,shop_rel_seafood,shop_rel_fishing,shop_rel_copyshop,amenity_rel_bank,amenity_rel_university,shop_rel_optician,shop_rel_dry_cleaning,shop_rel_jewelry,shop_rel_newsagent,shop_rel_florist,shop_rel_shoes,shop_rel_pyrotechnics,shop_rel_erotic,shop_rel_travel_agency,shop_rel_fireplace,shop_rel_hardware,shop_rel_variety_store,shop_rel_furniture,shop_rel_interior_decoration,amenity_rel_fast_food,amenity_rel_dentist,amenity_rel_veterinary,amenity_rel_exhibition_centre,amenity_rel_library,amenity_rel_clinic,amenity_rel_taxi,shop_rel_medical_supply,shop_rel_vacant,shop_rel_motorcycle,amenity_rel_pub,amenity_rel_doctors,amenity_rel_research_institute,shop_rel_computer,shop_rel_sports,shop_rel_books,amenity_rel_language_school,shop_rel_clothes,shop_rel_mall,amenity_rel_atm,shop_rel_lottery,shop_rel_beauty,shop_rel_funeral_directors,amenity_rel_hospital,amenity_rel_arts_centre,shop_rel_gift,amenity_rel_cinema,shop_rel_frozen_food,shop_rel_video_games,amenity_rel_biergarten,shop_rel_car_repair;car,shop_rel_games,shop_rel_laundry,amenity_rel_college,shop_rel_deli,shop_rel_pastry,shop_rel_perfumery,shop_rel_bicycle,shop_rel_ticket,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_electronics,shop_rel_paint,shop_rel_fabric,shop_rel_tailor,shop_rel_kitchen,shop_rel_neon_signs,shop_rel_mobile_phone,shop_rel_bed,shop_rel_sewing,shop_rel_department_store,shop_rel_toys,shop_rel_tattoo,shop_rel_music,shop_rel_appliance,shop_rel_herbalist,shop_rel_locksmith,amenity_rel_post_office,shop_rel_second_hand,shop_rel_photo,shop_rel_coffee,shop_rel_cosmetics,shop_rel_mobile_phone_accessories,shop_rel_houseware,shop_rel_frame,shop_rel_massage,shop_rel_dairy,amenity_rel_payment_centre,shop_rel_bathroom_furnishing,shop_rel_pet,shop_rel_nutrition_supplements,shop_rel_musical_instrument,shop_rel_pasta,shop_rel_health_food,shop_rel_hearing_aids,shop_rel_grocery,shop_rel_pet_grooming,shop_rel_lighting,shop_rel_electrical,shop_rel_watches,shop_rel_alcohol,shop_rel_storage_rental,shop_rel_general,shop_rel_rental,shop_rel_Roller_Skate_and_Longboard,amenity_rel_bicycle_rental,shop_rel_wine,shop_rel_trade,shop_rel_window_blind,shop_rel_estate_agent,shop_rel_bag,shop_rel_bookmaker,shop_rel_tarot,amenity_rel_bureau_de_change,shop_rel_doityourself,shop_rel_video,shop_rel_hunting,shop_rel_baby_goods,shop_rel_doors,shop_rel_chemist,shop_rel_repair,shop_rel_motorcycle_repair,shop_rel_pawnbroker,shop_rel_car_detail,shop_rel_telecommunication,shop_rel_tea,shop_rel_outdoor,shop_rel_shoe_repair,shop_rel_art,shop_rel_cheese,shop_rel_fashion_accessories,shop_rel_cannabis,shop_rel_wool,shop_rel_pottery,shop_rel_chocolate,shop_rel_fan,amenity_rel_money_transfer,shop_rel_honey,shop_rel_radiotechnics,shop_rel_party,shop_rel_wigs,shop_rel_craft,shop_rel_collector,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Consum,has_Mercadona,has_Carrefour Express,has_Burger King,has_Dia,has_McDonald's,has_100 Montaditos,has_Telepizza,has_KFC,has_ALE-HOP,has_Lidl,has_Opticalia,has_El Corte Inglés,has_Domino's,has_ALDI,has_Pull & Bear,has_Suma,has_Foster's Hollywood,has_ILUNION Hotels,has_Vodafone,has_Vitaldent,has_Mango,has_Calzedonia,has_Zara,has_Charter,has_TEDi,has_Oro Gema Subastas,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
115,Valencia_hdbscan_5_5,115,7,-0.3471794327340842,39.47681275401676,-0.3471684,39.4768399,1.021828732678705e-06,6850463.072857259,0.000440979180533,0.0006405490370037,0.0003046079660865,0.0003546565919651,Yes,0.143,,,0.143,,,,,,,,0.143,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3471684 39.4761723, -0.34766602913859 39.47697427811733, -0.3475306 39.4773382, -0.3467896 39.4770976, -0.3471684 39.4761723))",30.0,44.77,21.39,15201.0,90.31,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Local
116,Valencia_hdbscan_5_5,116,10,-0.34363214,39.47106768,-0.3436383,39.47105455,4.396210800034959e-07,22746861.91099044,0.0002884543309238,0.0007043387508876,0.0003642230558325,9.066713627383083e-05,Yes,0.2,0.1,,,,,,,,,0.1,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3431484 39.4709006, -0.3440395 39.4711467, -0.3443152 39.4712395, -0.343018 39.4711528, -0.3431484 39.4709006))",10.0,44.77,21.39,15201.0,90.31,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Local
117,Valencia_hdbscan_5_5,117,63,-0.3478141996822112,39.47215136017782,-0.3483393,39.47248327345314,2.0927581779989436e-05,3010381.2596369563,0.0015974211902681,0.0034049512682602,0.0014174662683004,0.0010411378404302,Yes,0.127,0.032,0.048,0.016,,0.032,0.032,0.063,,,,,0.032,,,,,0.016,,0.032,,,,,,,0.032,,0.016,,0.016,,,,,,0.048,,,,0.016,,0.079,0.016,,,,0.032,,,,,,,,,,,,0.032,,,,0.016,,,,,,,,,,,0.016,,,,,,,,,,,,,,,0.016,,,,,,,,,,0.016,,0.016,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3491175 39.4701224, -0.3501006 39.4703919, -0.3489685 39.4738093, -0.346111 39.4729889, -0.3455748 39.4728018, -0.3445636 39.4724212, -0.3444244 39.4718305, -0.3491175 39.4701224))",650.0,44.77,21.39,15201.0,90.31,2354.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,Primary
118,Valencia_hdbscan_5_5,118,13,-0.3495206168733233,39.47535581113038,-0.3495475,39.4751683,2.5024866827686726e-06,5194832.839476775,0.0006157243337639,0.0012421769833259,0.0005323456048728,0.0004253246841697,No,0.462,0.077,,0.154,,,,,0.077,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3490367 39.474854, -0.349498 39.4749759, -0.3500987 39.4751683, -0.350456881803492 39.47617215152411, -0.3485584 39.4760229, -0.348802 39.4752908, -0.3490367 39.474854))",92.0,44.77,21.39,15201.0,90.31,1323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Urban
119,Valencia_hdbscan_5_5,119,8,-0.3658201336463182,39.45845967727284,-0.36571255,39.45854225,1.4523558482368094e-06,5508291.931149083,0.0004854678773969,0.0008679300704285,0.0004535695808627,0.0003109725227571,Yes,0.375,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3656601 39.4579775, -0.366444 39.4587036, -0.3664771 39.45897, -0.3655288 39.4586209, -0.365013769170546 39.45813861818269, -0.3656601 39.4579775))",34.0,44.77,21.39,15201.0,90.31,1136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Local
120,Valencia_hdbscan_5_5,120,16,-0.3633926794666778,39.457879108150266,-0.3634793857334232,39.45798495,3.650730020009729e-06,4382685.082792663,0.000745137853619,0.0012300425015802,0.0005942168441583,0.000545233244545,Yes,0.125,0.062,0.125,,,0.125,,0.062,,,,0.062,,,,,,,0.125,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3638161 39.4568386, -0.3640052 39.4570504, -0.3642106 39.457318, -0.3640859 39.4581322, -0.3637934 39.4583269, -0.3626883 39.4588875, -0.3624288 39.4584354, -0.3626041 39.457857, -0.3638161 39.4568386))",111.0,44.77,21.39,15201.0,90.31,1394.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,Local
121,Valencia_hdbscan_5_5,121,45,-0.3386093022222222,39.46192043777777,-0.3383201,39.4620177,8.549326799988431e-06,5263572.331807563,0.0012043357069449,0.0029471016300564,0.0013037039702306,0.0004305651961415,Yes,0.156,0.044,0.022,,,0.044,,0.044,,0.022,,0.044,0.067,0.089,,,,,,0.022,,,,,0.022,,0.022,,,,,,,,,,0.022,,,0.067,,,0.044,0.022,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,0.022,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3369414 39.4610914, -0.3375834 39.4612329, -0.3386116 39.4615029, -0.3415136 39.4624209, -0.3377336 39.4627882, -0.3374046 39.4624098, -0.3364751 39.461152, -0.3369414 39.4610914))",221.0,44.77,21.39,15201.0,90.31,1887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,Primary
122,Valencia_hdbscan_5_5,122,5,-0.33435512,39.46164610000001,-0.3343801,39.4615907,5.3206949999799735e-08,93972685.89947028,0.0001363728327223,0.0002589544060152,4.789252133685253e-05,0.0001465633378433,No,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3343963 39.4614781, -0.33439 39.4615449, -0.3343801 39.4615907, -0.3343422 39.4617272, -0.334267 39.4618896, -0.3343963 39.4614781))",0.0,44.77,21.39,15201.0,90.31,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Tourism
123,Valencia_hdbscan_5_5,123,5,-0.33574018,39.46185378,-0.3357542,39.4617737,7.610759999948777e-08,65696461.32624932,0.0002069023169551,0.0002662741834989,5.201878122369847e-05,0.0002135328208954,Yes,,,,,,0.2,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3357813 39.4615907, -0.3357946 39.4621127, -0.3356488 39.4620981, -0.335722 39.4617737, -0.3357813 39.4615907))",2.0,44.77,21.39,15201.0,90.31,875.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Local
124,Valencia_hdbscan_5_5,124,18,-0.334897461111111,39.46055509999999,-0.3349534,39.46047655,1.4042123600007644e-06,12818573.96554336,0.0004993494921952,0.0009530462996597,0.0005120835968416,0.0002504755854144,Yes,0.056,0.167,,,,0.111,,,,0.056,,,0.111,,,,,,0.056,0.056,,,,,,,0.111,,0.056,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3340143 39.4602308, -0.3353828 39.4603924, -0.3356028 39.4607106, -0.3357049 39.4610614, -0.3353739 39.4609516, -0.3349967 39.460826, -0.3340143 39.4602308))",30.0,44.77,21.39,15201.0,90.31,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Local
125,Valencia_hdbscan_5_5,125,56,-0.3440837857235552,39.462985521782045,-0.3437861,39.46301765,1.6406774519993505e-05,3413224.210021152,0.0013304541594617,0.0031670067670043,0.0013403898608774,0.0006668173030039,Yes,0.161,0.018,,0.018,,0.018,,0.054,0.018,,,,0.054,,,,,0.071,0.018,0.071,,,,,,,0.071,,0.018,,,,,,,,,,,0.018,0.018,,0.071,,0.018,,,,,,,0.018,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,0.018,0.018,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3430381 39.4613427, -0.3466076 39.4636286, -0.3468467 39.4645335, -0.3432402 39.4633546, -0.3420661 39.4629572, -0.3417048 39.4624821, -0.3430381 39.4613427))",361.0,44.77,21.39,15201.0,90.31,2095.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,Urban
126,Valencia_hdbscan_5_5,126,13,-0.3442435175186914,39.47360231346925,-0.3442389,39.4735655,7.235114628248062e-07,17967925.41370954,0.0003282003081295,0.0005253295282144,0.0002689216170249,0.000221591722805,No,0.462,0.077,,0.077,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,0.077,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3442799 39.473364, -0.3447379 39.4736269, -0.3441326 39.4741158, -0.343775527742988 39.473840175100335, -0.3439569 39.4733996, -0.3442799 39.473364))",23.0,44.77,21.39,15201.0,90.31,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Urban
127,Valencia_hdbscan_5_5,127,8,-0.35005895,39.4686944625,-0.3502020999999999,39.4687261,6.614159999998952e-07,12095262.285764582,0.0003308197946727,0.0006292299789418,0.0002448748864216,0.0002728301758304,Yes,,,,,,,,0.25,,,,,,,,,,,,0.125,,,,,,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.35 39.468068, -0.3502837 39.4686197, -0.3501853 39.469084, -0.3496327 39.4688758, -0.35 39.468068))",20.0,44.77,21.39,15201.0,90.31,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Local
128,Valencia_hdbscan_5_5,128,42,-0.3543189655355743,39.4664081902658,-0.3542958499999999,39.46637344558164,6.146282120013425e-06,6833399.310331082,0.0009921149628761,0.002205785645898,0.0011048262155142,0.0003819579493671,Yes,0.095,0.048,0.024,,,0.024,,0.024,,0.024,,0.048,0.095,0.048,,0.024,,,,0.024,,,,,,,0.024,,,,,,,,0.024,,,,,,0.024,,,0.024,,,,,,,,,,,,,,,,0.071,,,,0.024,,,,,,,,,,,0.048,,,,0.024,,,0.024,,,,,,,,,0.024,,,0.024,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3524951 39.4657013, -0.3541176 39.4657646, -0.3563997 39.4668365, -0.356258 39.4671511, -0.3544158 39.4667471, -0.3521603 39.4659547, -0.3524951 39.4657013))",138.0,44.77,21.39,15201.0,90.31,1683.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,Primary
129,Valencia_hdbscan_5_5,129,8,-0.372194975,39.477082175,-0.3721615,39.47715075,1.199886920006274e-06,6667294.948059079,0.0003620922161306,0.0009080803798396,0.0003619384054987,0.0002701857081256,Yes,0.25,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3718106 39.4765733, -0.373099 39.4771679, -0.3719983 39.4775046, -0.3718106 39.4765733))",30.0,44.77,21.39,15201.0,90.31,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Urban
130,Valencia_hdbscan_5_5,130,9,-0.3471295650752829,39.47460429265083,-0.3471527,39.4744968,3.291698265456772e-07,27341509.683455504,0.0002629664395976,0.0004531054369902,0.000134596823482,0.000249452438789,Yes,0.333,,,,,,,0.111,,,,,0.222,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3469333 39.4741959, -0.3473381 39.4744968, -0.3472112 39.4749061, -0.346908785677546 39.47496263385752, -0.3469333 39.4741959))",12.0,44.77,21.39,15201.0,90.31,967.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Local
131,Valencia_hdbscan_5_5,131,14,-0.3460976392711833,39.47399346075146,-0.34616535,39.4740026,5.022441354834731e-07,27874889.94077201,0.0003602427401196,0.0007015526170733,0.0003751144499601,0.0001327380436828,Yes,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,0.071,,,,,,,,,,,,0.143,0.071,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3456175 39.4738096, -0.3457641 39.4738491, -0.3463421 39.4740227, -0.3466119 39.4741048, -0.3464962 39.4742298, -0.3464315 39.4742145, -0.345789 39.4740321, -0.345416649796567 39.4738248505205, -0.3456175 39.4738096))",9.0,44.77,21.39,15201.0,90.31,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Local
132,Valencia_hdbscan_5_5,132,17,-0.3507742705882353,39.467724623529406,-0.3507917,39.4677897,9.364680000015244e-07,18153316.50411154,0.0004346192602845,0.0007268728845089,0.0002715353487219,0.0003606298110571,Yes,0.059,,0.059,,,0.059,,0.059,,,,,0.118,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,0.118,,0.059,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,0.059,,,,,,,,0.059,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3504027 39.4670999, -0.3507917 39.4672616, -0.3510025 39.467493, -0.3511827 39.4677144, -0.3510596 39.4681799, -0.3506597 39.4680614, -0.3505133 39.4680155, -0.3503156 39.4673013, -0.3503244 39.4672652, -0.3504027 39.4670999))",32.0,44.77,21.39,15201.0,90.31,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Local
133,Valencia_hdbscan_5_5,133,8,-0.3753840874999999,39.4554980375,-0.37545095,39.45549615,9.298390399978052e-07,8603639.614893869,0.0004377187340181,0.0006948686397864,0.0002620046537635,0.0003951519167905,Yes,0.125,0.125,,,,0.125,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3757511 39.454908, -0.3755873 39.4559793, -0.3755591 39.4559852, -0.3752768 39.4556536, -0.3748879 39.4550277, -0.3757511 39.454908))",27.0,44.77,21.39,15201.0,90.31,1097.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Local
134,Valencia_hdbscan_5_5,134,14,-0.3739291025197883,39.4533946477537,-0.37393165,39.45352085,3.0573330903704773e-06,4579154.3106948575,0.0004943388790712,0.0015124383112225,0.0004071984854419,0.0004634130456538,Yes,,,,0.071,,0.143,,0.071,,,,,,,,,,0.071,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,0.071,0.071,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3729357 39.4522542, -0.3743822 39.4530108, -0.374684746390373 39.45391874363757, -0.3741551 39.4540022, -0.3737584 39.4534986, -0.3729357 39.4522542))",61.0,44.77,21.39,15201.0,90.31,1332.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,Local
135,Valencia_hdbscan_5_5,135,40,-0.3723888392595287,39.45068318576654,-0.37249655,39.45067955,6.376158320003235e-06,6273369.949819518,0.0008209635375264,0.001499575687111,0.0005820660499359,0.0006543292499392,Yes,0.125,,,,,0.1,0.025,0.025,,,0.025,,,,,,,0.1,,0.1,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,0.025,,,,,0.05,,,,,,,,,,,0.05,,,0.025,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.3730053 39.4493599, -0.3732921 39.4508285, -0.373244 39.4510688, -0.3728287 39.4521168, -0.3715745 39.4515518, -0.3713907 39.4513519, -0.3709793 39.4507036, -0.3714952 39.4502078, -0.3724971 39.4495673, -0.3726401 39.4495031, -0.3730053 39.4493599))",212.0,44.77,21.39,15201.0,90.31,1629.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,Mixed
