geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Murcia_hdbscan_5_5
POINT (-1.1299593005004864 37.980413486957644),Jardín de Floridablanca,,,attraction,,,park,,,,,,,-1.1299593005004864,37.980413486957644,-125787,4227980,jardín de floridablanca,-1
POINT (-1.140655822514548 37.988421479363375),Jardín de la Seda,,,,,,park,,,,,,,-1.140655822514548,37.988421479363375,-126978,4228871,jardín de la seda,77
POINT (-1.124181433680713 37.98851206276845),Jardín de la Constitución,,,,,,park,,,,,,,-1.124181433680713,37.98851206276845,-125144,4228881,jardín de la constitución,-1
POINT (-1.1214116577886302 37.98617893336738),Estadio de La Condomina,,,,,,stadium,,,,,,,-1.1214116577886302,37.98617893336738,-124836,4228621,estadio de la condomina,-1
POINT (-1.130220591785906 37.9925385765338),,,,,,,park,,,,,,,-1.130220591785906,37.9925385765338,-125816,4229329,,-1
POINT (-1.1307925002797659 37.991968079455006),,,,,,,park,,,,,,,-1.1307925002797659,37.991968079455006,-125880,4229266,,-1
POINT (-1.1301952296088211 37.99201472580971),,,,,,,park,,,,,,,-1.1301952296088211,37.99201472580971,-125813,4229271,,-1
POINT (-1.1317908574971718 37.99270654872168),Oficina de Correos,,post_office,,,,,,,,Correos,Correos,,-1.1317908574971718,37.99270654872168,-125991,4229348,oficina de correos,-1
POINT (-1.1313440129301477 37.9930838433993),Aguas de Murcia,,,,,government,,,,,,,,-1.1313440129301477,37.9930838433993,-125941,4229390,aguas de murcia,-1
POINT (-1.1334246557978134 37.99286762619481),Hospital HLA La Vega,,hospital,,hospital,,,Calle doctor Román Alberca,,,,HLA,,-1.1334246557978134,37.99286762619481,-126173,4229366,hospital hla la vega,-1
POINT (-1.1306375247047429 37.98733995499174),Teatro Romea,,theatre,attraction,,,,,,,,,,-1.1306375247047429,37.98733995499174,-125863,4228751,teatro romea,-1
POINT (-1.1936881590552808 37.92397467038463),,,,,,,stadium,,,,,,,-1.1936881590552808,37.92397467038463,-132881,4221697,,-1
POINT (-1.1703013472681432 37.94023328073954),Plaza Pintor José María Párraga,,,,,,park,,,,,,,-1.1703013472681432,37.94023328073954,-130278,4223507,plaza pintor josé maría párraga,55
POINT (-1.119407486049564 37.97801130765765),Hospital Quirón Murcia,,hospital,,,,,Calle Miguel Hernández,12,30011.0,,Quirón,,-1.119407486049564,37.97801130765765,-124612,4227712,hospital quirón murcia,79
POINT (-1.1209648725163759 37.98282110546003),Hospital General Universitario Reina Sofía,,hospital,,hospital,,,Avenida Intendente Jorge Palacios,1,30003.0,,SMS - Servicio Murciano de Salud,,-1.1209648725163759,37.98282110546003,-124786,4228248,hospital general universitario reina sofía,-1
POINT (-1.1177709925592167 37.97461669587729),,,,,,,park,,,,,,,-1.1177709925592167,37.97461669587729,-124430,4227334,,-1
POINT (-1.1625279998377873 37.93253438763488),Hospital Clínico Universitario Virgen de la Arrixaca,,hospital,,hospital,,,,,,,,,-1.1625279998377873,37.93253438763488,-129413,4222650,hospital clínico universitario virgen de la arrixaca,-1
POINT (-1.1642073075937005 37.930567013151936),Facultad de Ciencias de la Salud,,university,,,,,,,,,,,-1.1642073075937005,37.930567013151936,-129600,4222431,facultad de ciencias de la salud,-1
POINT (-1.112779469847831 37.994047867673444),,,,,,,stadium,,,,,,,-1.112779469847831,37.994047867673444,-123875,4229497,,-1
POINT (-1.1212635218559919 37.99464182347666),"Complejo Deportivo ""La Flota""",,,,,,sports_centre,,,,,,,-1.1212635218559919,37.99464182347666,-124819,4229564,"complejo deportivo ""la flota""",-1
POINT (-1.1218707040436144 37.997602649043095),,,,,,,sports_centre,,,,,,,-1.1218707040436144,37.997602649043095,-124887,4229893,,-1
POINT (-1.1243193933908817 37.996124189679044),Centro de Salud La Flota-Vista Alegre,,clinic,,clinic,,,,,,,,,-1.1243193933908817,37.996124189679044,-125159,4229729,centro de salud la flota-vista alegre,88
POINT (-1.1304943371227416 37.99875590567658),Clinica HLA Belén,,hospital,,hospital,,,,,,,,,-1.1304943371227416,37.99875590567658,-125847,4230022,clinica hla belén,-1
POINT (-1.1271372902289596 37.99686808973172),Jardín de los Álamos,,,,,,park,,,,,,,-1.1271372902289596,37.99686808973172,-125473,4229811,jardín de los álamos,-1
POINT (-1.1268956506566956 38.000486112787335),Jardín Ciclista Antonio Sánchez Belando,,,,,,park,,,,,,,-1.1268956506566956,38.000486112787335,-125446,4230214,jardín ciclista antonio sánchez belando,-1
POINT (-1.1243229664677217 37.999434564140216),Jardín Deportista Francisco Sánchez Jover,,,,,,park,,,,,,,-1.1243229664677217,37.999434564140216,-125160,4230097,jardín deportista francisco sánchez jover,-1
POINT (-1.1433369989459794 38.02561002148602),,,,,,,park,,,,,,,-1.1433369989459794,38.02561002148602,-127276,4233011,,-1
POINT (-1.1137212971704344 37.98342758080731),Auditorio y Centro de Congresos Víctor Villegas,,theatre,,,,,,,,,,,-1.1137212971704344,37.98342758080731,-123979,4228315,auditorio y centro de congresos víctor villegas,-1
POINT (-1.112461246212398 37.984465122287006),Centro de Formación e Iniciativas de Empleo,,community_centre,,,,,,,,,,,-1.112461246212398,37.984465122287006,-123839,4228431,centro de formación e iniciativas de empleo,-1
POINT (-1.1687318230140173 38.020329697832295),"Facultad de Biología, CC.AA. y Biotecnología",,university,,,,,,,,,,,-1.1687318230140173,38.020329697832295,-130103,4232423,"facultad de biología, cc.aa. y biotecnología",59
POINT (-1.1707532344773515 38.020314039115945),Edificio Rector Soler,,university,,,,,,,,,,,-1.1707532344773515,38.020314039115945,-130328,4232421,edificio rector soler,59
POINT (-1.218353460279939 37.95541801435854),E. Leclerc,supermarket,,,,,,,,,E. Leclerc,E. Leclerc,,-1.218353460279939,37.95541801435854,-135627,4225197,e. leclerc,8
POINT (-1.2177477445948377 37.956601374460945),Decathlon,sports,,,,,,,,,Decathlon,,,-1.2177477445948377,37.956601374460945,-135560,4225329,decathlon,8
POINT (-1.169365940170156 38.02111072037009),Facultad de Química,,university,,,,,,,,,,,-1.169365940170156,38.02111072037009,-130174,4232510,facultad de química,59
POINT (-1.1686914850760795 38.02102288347326),Biblioteca de Ciencias,,university,,,,,,,,,,,-1.1686914850760795,38.02102288347326,-130099,4232500,biblioteca de ciencias,59
POINT (-1.1703958771492635 38.019512196201376),Facultad de Veterinaria y Hospital Clínico Veterinario,,university,,,,,,,,,,,-1.1703958771492635,38.019512196201376,-130288,4232332,facultad de veterinaria y hospital clínico veterinario,59
POINT (-1.1686074527544963 38.01382769177644),Campo de fútbol,,,,,,sports_centre,,,,,,,-1.1686074527544963,38.01382769177644,-130089,4231699,campo de fútbol,-1
POINT (-1.1712355463949635 38.01476860478135),Facultad de Ciencias del Trabajo y Escuela U. de Trabajo Social,,university,,,,,,,,,,,-1.1712355463949635,38.01476860478135,-130382,4231804,facultad de ciencias del trabajo y escuela u. de trabajo social,58
POINT (-1.1705233639029897 38.01350840252057),Instalaciones deportivas,,,,,,sports_centre,,,,,,,-1.1705233639029897,38.01350840252057,-130303,4231664,instalaciones deportivas,58
POINT (-1.1703273816212139 38.016689305771614),Facultad de Economía y Empresa,,university,,,,,,,,,,,-1.1703273816212139,38.016689305771614,-130281,4232018,facultad de economía y empresa,58
POINT (-1.1696351908245841 38.018255122377695),Aulario General y Facultad de Matemáticas,,university,,,,,,,,,,,-1.1696351908245841,38.018255122377695,-130204,4232192,aulario general y facultad de matemáticas,59
POINT (-1.173313242640599 38.015588832130035),Aulario Giner de los Ríos,,university,,,,,,,,,,,-1.173313242640599,38.015588832130035,-130613,4231895,aulario giner de los ríos,-1
POINT (-1.172893799206954 38.0162626981305),,,university,,,,,,,,,,,-1.172893799206954,38.0162626981305,-130567,4231970,,-1
POINT (-1.1727657326575307 38.01428056377668),Facultad de Educación,,university,,,,,,,,,,,-1.1727657326575307,38.01428056377668,-130552,4231750,facultad de educación,58
POINT (-1.1697173463368697 38.022879074258235),Facultad de Medicina,,university,,,,,,,,,,,-1.1697173463368697,38.022879074258235,-130213,4232707,facultad de medicina,59
POINT (-1.2129457818274736 37.929179752146965),"Jardín Eugenio Espín ""Maestro Relojes""",,,,,,park,,,,,,,-1.2129457818274736,37.929179752146965,-135025,4222276,"jardín eugenio espín ""maestro relojes""",18
POINT (-1.2100832980836265 37.92270508242578),,,,,,,park,,,,,,,-1.2100832980836265,37.92270508242578,-134706,4221556,,18
POINT (-1.2126616973047337 37.93096404186949),,,,,,,park,,,,,,,-1.2126616973047337,37.93096404186949,-134994,4222475,,18
POINT (-1.2109402047541662 37.93200767340815),,,,,,,park,,,,,,,-1.2109402047541662,37.93200767340815,-134802,4222591,,18
POINT (-1.2104436033589943 37.932129270105335),Plaza Joaquín Ros Funes,,,,,,park,,,,,,,-1.2104436033589943,37.932129270105335,-134747,4222605,plaza joaquín ros funes,18
POINT (-1.2059728223454074 37.930053530084955),Jardín Vicente Vera,,,,,,park,,,,,,,-1.2059728223454074,37.930053530084955,-134249,4222374,jardín vicente vera,18
POINT (-1.205416811185633 37.93027507856711),Jardín Vicente Vera,,,,,,park,,,,,,,-1.205416811185633,37.93027507856711,-134187,4222398,jardín vicente vera,18
POINT (-1.207651230406074 37.92974256106715),,,,,,,park,,,,,,,-1.207651230406074,37.92974256106715,-134436,4222339,,18
POINT (-1.2032539330674863 37.9316229339633),,,,,,,park,,,,,,,-1.2032539330674863,37.9316229339633,-133946,4222548,,18
POINT (-1.2070875392330056 37.91627338301986),,,,,,,park,,,,,,,-1.2070875392330056,37.91627338301986,-134373,4220840,,18
POINT (-1.1641731878729027 38.02029794749228),Librería Diego Marín,books,,,,,,,,,,,,-1.1641731878729027,38.02029794749228,-129596,4232420,librería diego marín,-1
POINT (-1.1382634963074272 37.99864914546639),Centro de Ocio Zig Zag,mall,,,,,,,,,,,,-1.1382634963074272,37.99864914546639,-126711,4230010,centro de ocio zig zag,82
POINT (-1.1376263014076848 37.99829333812447),Biblioteca Regional,,library,,,,,,,,,,,-1.1376263014076848,37.99829333812447,-126641,4229970,biblioteca regional,-1
POINT (-1.1325157004026984 37.97533599442259),Parque Viudes,,,,,,park,,,,,,,-1.1325157004026984,37.97533599442259,-126072,4227414,parque viudes,-1
POINT (-1.128186492450222 37.97569888044777),Colegio de Educación Infantil y Primaria Félix Rodríguez de la Fuente,,school,,,,,,,,,,,-1.128186492450222,37.97569888044777,-125590,4227455,colegio de educación infantil y primaria félix rodríguez de la fuente,84
POINT (-1.112825832260577 37.991595778055036),Centro Comercial Atalayas,mall,,,,,,,,,,,,-1.112825832260577,37.991595778055036,-123880,4229224,centro comercial atalayas,-1
POINT (-1.1334205449330697 37.980498094336376),Museo de la Ciencia y el Agua,,,museum,,,,,,,,,,-1.1334205449330697,37.980498094336376,-126172,4227989,museo de la ciencia y el agua,-1
POINT (-1.124924426676605 37.97498632946885),Colegio de Educación Infantil y Primaria Ciudad de Murcia,,school,,,,,Calle Pintor Pedro Flores,30,30011.0,,,,-1.124924426676605,37.97498632946885,-125227,4227375,colegio de educación infantil y primaria ciudad de murcia,-1
POINT (-1.1240372422522635 37.97449104160435),Instituto de Educación Secundaria Mariano Baquero Goyanes,,school,,,,,Calle Torre de Romo,88,30011.0,,,,-1.1240372422522635,37.97449104160435,-125128,4227320,instituto de educación secundaria mariano baquero goyanes,-1
POINT (-1.1272424637922485 37.975884028602835),Plaza Pintor Pedro Flores,,,,,,park,,,,,,,-1.1272424637922485,37.975884028602835,-125485,4227475,plaza pintor pedro flores,84
POINT (-1.1275172892880392 37.97777471845081),Plaza Pintor Mariano Ballester,,,,,,park,,,,,,,-1.1275172892880392,37.97777471845081,-125515,4227686,plaza pintor mariano ballester,86
POINT (-1.1293684423531196 37.97910589358264),Colegio de Educación Infantil y Primaria El Carmen,,school,,,,,,,,,,,-1.1293684423531196,37.97910589358264,-125721,4227834,colegio de educación infantil y primaria el carmen,87
POINT (-1.1345411136592163 37.995048332377955),Parque de Fofó,,,,,,park,,,,,,,-1.1345411136592163,37.995048332377955,-126297,4229609,parque de fofó,85
POINT (-1.1349849309351905 37.9930399909707),Murcia Club de Tenis,,,,,,sports_centre,,,,,,,-1.1349849309351905,37.9930399909707,-126347,4229385,murcia club de tenis,-1
POINT (-1.1336321491184758 37.9935479297718),,,,,,,sports_centre,,,,,,,-1.1336321491184758,37.9935479297718,-126196,4229442,,-1
POINT (-1.1357239042507166 37.99520015351694),Polideportivo municipal José Barnés,,,,,,sports_centre,,,,,,,-1.1357239042507166,37.99520015351694,-126429,4229626,polideportivo municipal josé barnés,-1
POINT (-1.1183521412689503 37.97955669830122),Instituto de Educación Secundaria Floridablanca,,school,,,,,Calle Miguel Hernández,5,30011.0,,,,-1.1183521412689503,37.97955669830122,-124495,4227884,instituto de educación secundaria floridablanca,-1
POINT (-1.1185443759513902 37.980201645151546),,,,,,,park,,,,,,,-1.1185443759513902,37.980201645151546,-124516,4227956,,-1
POINT (-1.1196402977687716 37.97965347531314),Instituto de Educación Secundaria Saavedra Fajardo,,school,,,,,Calle Miguel Hernández,9,30011.0,,,,-1.1196402977687716,37.97965347531314,-124638,4227895,instituto de educación secundaria saavedra fajardo,-1
POINT (-1.1153264338540088 37.981094997131024),,,,,,,park,,,,,,,-1.1153264338540088,37.981094997131024,-124158,4228055,,-1
POINT (-1.1432330338866097 37.988809818320085),Colegio de Educación Infantil y Primaria Maestro José Castaño,,school,,,,,Senda de Enmedio,20,30009.0,,,,-1.1432330338866097,37.988809818320085,-127265,4228914,colegio de educación infantil y primaria maestro josé castaño,-1
POINT (-1.1362600111065604 37.9825596541568),Jardín Botánico del Malecón,,,,,,park,,,,,,,-1.1362600111065604,37.9825596541568,-126488,4228219,jardín botánico del malecón,-1
POINT (-1.1251066727449621 37.98799276068538),Biblioteca Antonio de Nebrija,,library,,,,,,,,,,,-1.1251066727449621,37.98799276068538,-125247,4228823,biblioteca antonio de nebrija,-1
POINT (-1.1303828227951 37.98820742638785),Monasterio de Santa Clara la Real,,place_of_worship,museum,,,,,,,,,,-1.1303828227951,37.98820742638785,-125834,4228847,monasterio de santa clara la real,-1
POINT (-1.1290730118021481 37.99084938624268),Jardín de la Fama,,,,,,park,,,,,,,-1.1290730118021481,37.99084938624268,-125688,4229141,jardín de la fama,-1
POINT (-1.126069538063399 37.98171973346895),Jardín Chino,,,,,,park,,,,,,,-1.126069538063399,37.98171973346895,-125354,4228125,jardín chino,-1
POINT (-1.1276264760395118 37.982679028503476),Delegación del Gobierno,,,,,government,,Avenida Teniente Flomesta,,30001.0,,,,-1.1276264760395118,37.982679028503476,-125527,4228232,delegación del gobierno,-1
POINT (-1.123256642726049 37.98584048589062),Plaza del Obispo Frutos,,,,,,park,,,,,,,-1.123256642726049,37.98584048589062,-125041,4228584,plaza del obispo frutos,-1
POINT (-1.1281099859632902 37.99018516539016),Centrofama,mall,,,,,,,,,,,,-1.1281099859632902,37.99018516539016,-125581,4229067,centrofama,105
POINT (-1.1288731431517252 37.989184977150074),Colegio Jesús María,,school,,,,,,,,,,,-1.1288731431517252,37.989184977150074,-125666,4228956,colegio jesús maría,-1
POINT (-1.127671124320716 37.98872987942308),Plaza Puerta Nueva,,,,,,park,,,,,,,-1.127671124320716,37.98872987942308,-125532,4228905,plaza puerta nueva,-1
POINT (-1.1420206744847052 37.99304104668621),Diario La Opinión de Murcia,,,,,newspaper,,Plaza de La Opinión,1,30009.0,,,,-1.1420206744847052,37.99304104668621,-127130,4229385,diario la opinión de murcia,74
POINT (-1.137114959272434 37.99009298324239),,,,,,,park,,,,,,,-1.137114959272434,37.99009298324239,-126584,4229057,,-1
POINT (-1.1389034984426651 37.99082966979546),Colegio de Educación Infantil y Primaria Federico de Arce,,school,,,,,,,,,,,-1.1389034984426651,37.99082966979546,-126783,4229139,colegio de educación infantil y primaria federico de arce,-1
POINT (-1.1383825121754523 37.990387180643076),Plaza San Francisco Javier,,,,,,park,,,,,,,-1.1383825121754523,37.990387180643076,-126725,4229090,plaza san francisco javier,-1
POINT (-1.1389316333333332 37.99169096666666),Plaza Abderramán II,,,,,,park,,,,,,,-1.1389316333333332,37.99169096666666,-126786,4229235,plaza abderramán ii,-1
POINT (-1.1401008372632635 37.991793352787305),,,,,,,park,,,,,,,-1.1401008372632635,37.991793352787305,-126916,4229246,,-1
POINT (-1.134521602894063 37.99545536178887),,,,,,,park,,,,,,,-1.134521602894063,37.99545536178887,-126295,4229654,,85
POINT (-1.1342438000279562 37.99515415298759),,,,,,,park,,,,,,,-1.1342438000279562,37.99515415298759,-126264,4229621,,85
POINT (-1.1204671431687023 37.986545020085295),Colegio Divino Maestro,,school,,,,,,,,,,,-1.1204671431687023,37.986545020085295,-124730,4228662,colegio divino maestro,-1
POINT (-1.1202398835568925 37.98592163649278),Biblioteca Escritor José Saramago,,library,,,,,,,,,Red Municipal de Bibliotecas de Murcia,,-1.1202398835568925,37.98592163649278,-124705,4228593,biblioteca escritor josé saramago,-1
POINT (-1.139452180275999 38.000543083374744),,,,,,,park,,,,,,,-1.139452180275999,38.000543083374744,-126844,4230220,,-1
POINT (-1.13946284118804 37.99957511025117),Colegio de Educación Infantil y Primaria Manuel Fernández Caballero,,school,,,,,,,,,,,-1.13946284118804,37.99957511025117,-126845,4230113,colegio de educación infantil y primaria manuel fernández caballero,-1
POINT (-1.1354798145522236 37.99913740096008),Instituto de Educación Secundaria Juan Carlos I,,school,,,,,,,,,,,-1.1354798145522236,37.99913740096008,-126402,4230064,instituto de educación secundaria juan carlos i,78
POINT (-1.1353422254170358 37.99876661073465),,,,,,,park,,,,,,,-1.1353422254170358,37.99876661073465,-126386,4230023,,78
POINT (-1.1347351895426563 37.99769834857295),Parque Infanta Cristina,,,,,,park,,,,,,,-1.1347351895426563,37.99769834857295,-126319,4229904,parque infanta cristina,-1
POINT (-1.1227952785258501 37.997100062505865),Instituto de Educación Secundaria La Flota,,school,,,,,,,,,,,-1.1227952785258501,37.997100062505865,-124990,4229837,instituto de educación secundaria la flota,-1
POINT (-1.1225156544207169 37.997157254154516),,,,,,,park,,,,,,,-1.1225156544207169,37.997157254154516,-124958,4229844,,-1
POINT (-1.1246756599589005 37.996128402313175),Jardin Isidoro Valcárcel Medina,,,,,,park,,,,,,,-1.1246756599589005,37.996128402313175,-125199,4229729,jardin isidoro valcárcel medina,-1
POINT (-1.1462928330120352 37.99587930049971),Jardín Alcalde José Méndez Espino,,,,,,park,,,,,,,-1.1462928330120352,37.99587930049971,-127605,4229701,jardín alcalde josé méndez espino,-1
POINT (-1.1476632177534023 37.99682638171254),Colegio de Educación Infantil y Primaria Juan XXIII,,school,,,,,,,,,,,-1.1476632177534023,37.99682638171254,-127758,4229807,colegio de educación infantil y primaria juan xxiii,-1
POINT (-1.1488355518048061 37.99646443526657),Jardín Bendamé Menor,,,,,,park,,,,,,,-1.1488355518048061,37.99646443526657,-127888,4229766,jardín bendamé menor,-1
POINT (-1.1437667228063022 37.99818466563478),Jardín Manos Unidas,,,,,,park,,,,,,,-1.1437667228063022,37.99818466563478,-127324,4229958,jardín manos unidas,-1
POINT (-1.1441514175244958 37.9919196805317),,,,,,,park,,,,,,,-1.1441514175244958,37.9919196805317,-127367,4229260,,-1
POINT (-1.1408371383592586 37.99719477927649),Plaza Bohemia,,,,,,park,,,,,,,-1.1408371383592586,37.99719477927649,-126998,4229848,plaza bohemia,-1
POINT (-1.1419809343415788 37.99575239911232),Plaza del Doctor José María Aroca,,,,,,park,,,,,,,-1.1419809343415788,37.99575239911232,-127125,4229687,plaza del doctor josé maría aroca,-1
POINT (-1.137126235246889 37.992693382523726),,,,,,,park,,,,,,,-1.137126235246889,37.992693382523726,-126585,4229347,,-1
POINT (-1.1360960548413004 37.99268899823999),,,,,,,park,,,,,,,-1.1360960548413004,37.99268899823999,-126470,4229346,,-1
POINT (-1.134965657264868 37.99200692798991),Plaza de Santa Marta,,,,,,park,,,,,,,-1.134965657264868,37.99200692798991,-126344,4229270,plaza de santa marta,-1
POINT (-1.139379896489007 37.99371204243424),Parque Dalias,,,,,,park,,,,,,,-1.139379896489007,37.99371204243424,-126836,4229460,parque dalias,-1
POINT (-1.1393452125834758 37.99617702448155),Plaza Ortega y Gasset,,,,,,park,,,,,,,-1.1393452125834758,37.99617702448155,-126832,4229734,plaza ortega y gasset,-1
POINT (-1.1379217535241646 37.99554746555374),Instituto de Educación Secundaria Infante Juan Manuel,,school,,,,,,,,,,,-1.1379217535241646,37.99554746555374,-126673,4229664,instituto de educación secundaria infante juan manuel,-1
POINT (-1.1362100900371885 37.99990350272063),,,,,,,park,,,,,,,-1.1362100900371885,37.99990350272063,-126483,4230149,,78
POINT (-1.1321014389178292 37.99551804081399),Plaza Camilo José Cela,,,,,,park,,,,,,,-1.1321014389178292,37.99551804081399,-126026,4229661,plaza camilo josé cela,-1
POINT (-1.1311651406199459 37.99571908796708),,,,,,,park,,,,,,,-1.1311651406199459,37.99571908796708,-125921,4229683,,93
POINT (-1.1274705666666667 37.99299296666667),Plaza Mariano el Churra,,,,,,park,,,,,,,-1.1274705666666667,37.99299296666667,-125510,4229380,plaza mariano el churra,120
POINT (-1.1156665710262732 37.98293922379725),,,,,,,park,,,,,,,-1.1156665710262732,37.98293922379725,-124196,4228261,,-1
POINT (-1.1176687216374015 37.983404706606294),,,,,,,park,,,,,,,-1.1176687216374015,37.983404706606294,-124419,4228313,,-1
POINT (-1.125919003792375 37.99503459236926),Instituto de Educación Secundaria Alfonso X El Sabio,,school,,,,,,,,,,,-1.125919003792375,37.99503459236926,-125337,4229607,instituto de educación secundaria alfonso x el sabio,-1
POINT (-1.1275830077505906 37.99854771891799),,,,,,,park,,,,,,,-1.1275830077505906,37.99854771891799,-125523,4229998,,-1
POINT (-1.1183172 37.99280626666667),,,,,,,park,,,,,,,-1.1183172,37.99280626666667,-124491,4229359,,-1
POINT (-1.1180712989769108 37.9950946610899),,,,,,,park,,,,,,,-1.1180712989769108,37.9950946610899,-124464,4229614,,69
POINT (-1.1640365122942973 38.017440429368534),Centro Comercia Myrtea,mall,,,,,,,,,,,,-1.1640365122942973,38.017440429368534,-129581,4232101,centro comercia myrtea,-1
POINT (-1.1405484782767894 37.98724761868737),Jardín Mariano Montesinos,,,,,,park,,,,,,,-1.1405484782767894,37.98724761868737,-126966,4228740,jardín mariano montesinos,77
POINT (-1.119331282254533 37.97237796741761),Colegio de Educación Infantil y Primaria Francisco Giner de los Rios,,school,,,,,Calle Bravo Murillo,11,30012.0,,,,-1.119331282254533,37.97237796741761,-124604,4227085,colegio de educación infantil y primaria francisco giner de los rios,-1
POINT (-1.1244522807834052 37.97259854177392),,,,,,,park,,,,,,,-1.1244522807834052,37.97259854177392,-125174,4227110,,72
POINT (-1.1235609851413526 37.972485871472195),,,,,,,park,,,,,,,-1.1235609851413526,37.972485871472195,-125075,4227097,,72
POINT (-1.1232393189139864 37.971639652808626),Jardín Santa Rosa,,,,,,park,,,,,,,-1.1232393189139864,37.971639652808626,-125039,4227003,jardín santa rosa,72
POINT (-1.125638294523612 37.972752446552704),,,,,,,park,,,,,,,-1.125638294523612,37.972752446552704,-125306,4227127,,-1
POINT (-1.127305583443402 38.00135457211863),Jardín Acequia de Zaraiche,,,,,,park,,,,,,,-1.127305583443402,38.00135457211863,-125492,4230311,jardín acequia de zaraiche,-1
POINT (-1.1234939902212304 37.982648942126566),,,,,,,park,,,,,,,-1.1234939902212304,37.982648942126566,-125067,4228228,,-1
POINT (-1.170782666054974 38.022538595175),Servicio de Animales de Laboratorio,,university,,,,,,,,,,,-1.170782666054974,38.022538595175,-130332,4232669,servicio de animales de laboratorio,59
POINT (-1.1712502862261749 38.022430118204525),,,university,,,,,,,,,,,-1.1712502862261749,38.022430118204525,-130384,4232657,,59
POINT (-1.1726149364437757 38.02202381919098),Centro Social Universitario,,university,,,,,,,,,,,-1.1726149364437757,38.02202381919098,-130535,4232612,centro social universitario,59
POINT (-1.173327036376088 38.02231931137878),Aulario Norte,,university,,,,,,,,,,,-1.173327036376088,38.02231931137878,-130615,4232645,aulario norte,59
POINT (-1.1706588 38.023811349999995),Cartería,,post_office,,,,,,,,,,,-1.1706588,38.023811349999995,-130318,4232811,cartería,59
POINT (-1.1721397680019214 38.02370221705899),Piscina climatizada Universitaria,,university,,,,,,,,,,,-1.1721397680019214,38.02370221705899,-130483,4232799,piscina climatizada universitaria,59
POINT (-1.1228867787630599 37.99242802921339),Paseo Virgen de la Fuensanta,,,,,,park,,,,,,,-1.1228867787630599,37.99242802921339,-125000,4229317,paseo virgen de la fuensanta,90
POINT (-1.1150167701687885 37.989043605490316),,,,,,,park,,,,,,,-1.1150167701687885,37.989043605490316,-124124,4228940,,75
POINT (-1.1202034127607556 37.99227546346007),Jardín de Isaac Peral,,,,,,park,,,,,,,-1.1202034127607556,37.99227546346007,-124701,4229300,jardín de isaac peral,-1
POINT (-1.1204295460142188 37.98867930226646),,,,,,,park,,,,,,,-1.1204295460142188,37.98867930226646,-124726,4228900,,-1
POINT (-1.1158439832210483 37.99120438714639),,,,,,,park,,,,,,,-1.1158439832210483,37.99120438714639,-124216,4229181,,-1
POINT (-1.1168218570801305 37.98747247344856),Parque Infantil de Tráfico,,traffic_park,,,,park,,,,,,,-1.1168218570801305,37.98747247344856,-124325,4228765,parque infantil de tráfico,-1
POINT (-1.1356106813354347 37.98341826258494),Parque Plano San Francisco,,,,,,park,,,,,,,-1.1356106813354347,37.98341826258494,-126416,4228314,parque plano san francisco,-1
POINT (-1.1346158477297403 37.9835522868365),,,,,,,park,,,,,,,-1.1346158477297403,37.9835522868365,-126305,4228329,,-1
POINT (-1.17144285 38.02441815),,,university,,,,,,,,,,,-1.17144285,38.02441815,-130405,4232878,,59
POINT (-1.1716774072413472 38.02482739881915),Edificio D,,university,,,,,,,,,,,-1.1716774072413472,38.02482739881915,-130431,4232924,edificio d,59
POINT (-1.1303140281355193 37.97552333061177),Plaza Pintor José María Párraga,,,,,,park,,,,,,,-1.1303140281355193,37.97552333061177,-125827,4227435,plaza pintor josé maría párraga,84
POINT (-1.1294962999999996 37.975548700000004),,,,,,,park,,,,,,,-1.1294962999999996,37.975548700000004,-125736,4227438,,84
POINT (-1.132101555377395 37.97852287312425),Plaza Actor Cecilio Pineda,,,,,,park,,,,,,,-1.132101555377395,37.97852287312425,-126026,4227769,plaza actor cecilio pineda,-1
POINT (-1.1493162348497592 38.032239160772534),Centro Comercial Thader,mall,,,,,,,,,,,,-1.1493162348497592,38.032239160772534,-127942,4233749,centro comercial thader,37
POINT (-1.145591845705621 38.02728714329892),IKEA,furniture,,,,,,,,,IKEA,"IKEA Ibérica, S.A.",,-1.145591845705621,38.02728714329892,-127527,4233198,ikea,-1
POINT (-1.148654138791615 38.03944722783397),Centro Comercial Nueva Condomina,mall,,,,,,,,,,,,-1.148654138791615,38.03944722783397,-127868,4234551,centro comercial nueva condomina,20
POINT (-1.1500775 38.0420077),Burger King,,fast_food,,,,,,,,Burger King,,burger,-1.1500775,38.0420077,-128027,4234836,burger king,20
POINT (-1.1632022050059925 37.93365671959157),Galería Comercial Arrixaca,mall,,,,,,,,,,,,-1.1632022050059925,37.93365671959157,-129488,4222775,galería comercial arrixaca,-1
POINT (-1.15353501948328 37.94266770188046),Talleres Hnos. Huertas,car_repair,,,,,,,,,Ford,,,-1.15353501948328,37.94266770188046,-128412,4223778,talleres hnos. huertas,-1
POINT (-1.1479641849836733 37.9421708153095),,,,,,,park,,,,,,,-1.1479641849836733,37.9421708153095,-127791,4223722,,53
POINT (-1.1496535279773934 37.93705631302758),Polideportivo La Alberca,,,,,,sports_centre,,,,,,,-1.1496535279773934,37.93705631302758,-127979,4223153,polideportivo la alberca,-1
