geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,Alicante_hdbscan_5_5
POINT (-0.493856115390986 38.36584799058209),Col·legi d'Educació Infantil i Primària Padre Esplá,,school,,,,,,,,,,,-0.493856115390986,38.36584799058209,52
POINT (-0.4945215690139247 38.36609537725123),Plaça de la Llibertat / Plaza de la Libertad,,,,,,park,,,,,,,-0.4945215690139247,38.36609537725123,52
POINT (-0.4939062000000001 38.3663146),Plaça de la Llibertat / Plaza de la Libertad,,,,,,park,,,,,,,-0.4939062000000001,38.3663146,52
POINT (-0.4869918737366668 38.37868117671092),Estadio Antonio Solana,,,,,,stadium,,,,,,,-0.4869918737366668,38.37868117671092,-1
POINT (-0.4701644339324054 38.367601870512885),,,,,,,park,,,,,,,-0.4701644339324054,38.367601870512885,70
POINT (-0.4692203775350897 38.36610614921923),,,,,,,park,,,,,,,-0.4692203775350897,38.36610614921923,70
POINT (-0.4695279740939676 38.36555522300151),,,,,,,park,,,,,,,-0.4695279740939676,38.36555522300151,69
POINT (-0.4913561170708508 38.36541384714407),,,,,,,park,,,,,,,-0.4913561170708508,38.36541384714407,-1
POINT (-0.4954850372855542 38.36909565168219),,,,,,,park,,,,,viveros alicante,,-0.4954850372855542,38.36909565168219,-1
POINT (-0.4949208732109507 38.362398144296634),Plaça de Joaquín María López / Plaza de Joaquín María López,,,,,,park,,,,,,,-0.4949208732109507,38.362398144296634,52
POINT (-0.4961866250782061 38.363220352766696),,,,,,,park,,,,,,,-0.4961866250782061,38.363220352766696,52
POINT (-0.50000634295543 38.369184090543115),Col·legi d'Educació Infantil i Primària Santo Ángel de la Guarda,,school,,,,,,,,,,,-0.50000634295543,38.369184090543115,49
POINT (-0.4982958944236243 38.367281375359816),Plaça d'Antonio Miñano Martínez / Plaza de Antonio Miñano Martínez,,,,,,park,,,,,,,-0.4982958944236243,38.367281375359816,49
POINT (-0.5019404602617568 38.368758086521304),,,,,,,park,,,,,,,-0.5019404602617568,38.368758086521304,-1
POINT (-0.5054410321470911 38.36535943842174),Plaça de la Pèrgola / Plaza de la Pérgola,,,,,,park,,,,,,,-0.5054410321470911,38.36535943842174,-1
POINT (-0.5053218575540656 38.368563852509354),Plaza del Olímpico Juan Escarré / Plaça del Olímpic Juan Escarré,,,,,,park,,,,,,,-0.5053218575540656,38.368563852509354,18
POINT (-0.5066122184762839 38.3759878821676),Decathlon,sports,,,,,,,,,Decathlon,,,-0.5066122184762839,38.3759878821676,18
POINT (-0.506016266299351 38.37315849271978),,,,,,,park,,,,,,,-0.506016266299351,38.37315849271978,18
POINT (-0.5022558014591361 38.37151063687002),,,,,,,park,,,,,,,-0.5022558014591361,38.37151063687002,-1
POINT (-0.5044209712374755 38.37144710454167),,,,,,,park,,,,,,,-0.5044209712374755,38.37144710454167,18
POINT (-0.5029677071511278 38.37072779615852),Col·legi d'Educació Infantil i Primària Eusebio Sempere,,school,,,,,,,,,,,-0.5029677071511278,38.37072779615852,18
POINT (-0.4956963686933954 38.37574211074601),Plaça de Conchi Rodríguez Vicaría / Plaza Conchi Rodríguez Vicaría,,,,,,park,,,,,viveros alicante,,-0.4956963686933954,38.37574211074601,47
POINT (-0.4949028928163875 38.37545317406665),Centro de Salud Ciudad Jardín / Centre de Salut Ciutat Jardí,,clinic,,,,,,,,,Generalitat Valenciana Consellería de Salut,,-0.4949028928163875,38.37545317406665,47
POINT (-0.4915214485834629 38.374309470309186),Plaça d'Argel / Plaza de Argel,,,,,,park,,,,,Inusa,,-0.4915214485834629,38.374309470309186,47
POINT (-0.4924640770033921 38.37309049560685),Col·legi d'Educació Infantil i Primària Nuestra Señora de la Paz,,school,,,,,,,,,,,-0.4924640770033921,38.37309049560685,47
POINT (-0.4889602543296551 38.37293608087469),Parc de Francisco Jiménez López / Parque Francisco Jiménez López,,,,,,park,,,,,viveros alicante,,-0.4889602543296551,38.37293608087469,32
POINT (-0.4917051458051378 38.37739862483807),Institut d'Educació Secundària Leonardo da Vinci,,school,,,,,,,,,,,-0.4917051458051378,38.37739862483807,-1
POINT (-0.4905491347888782 38.37737954316315),Institut d'Educació Secundària Virgen del Remedio,,school,,,,,Calle Baronía de Polop / Carrer Baronia de Polop,18,3011.0,,Conselleria d'Educació,,-0.4905491347888782,38.37737954316315,-1
POINT (-0.4679036862867861 38.360669116944756),Colegio Sagrados Corazones,,school,,,,,,,,,,,-0.4679036862867861,38.360669116944756,-1
POINT (-0.4673265699723857 38.3609857201986),,,,,,,park,,,,,,,-0.4673265699723857,38.3609857201986,-1
POINT (-0.4930369288583367 38.385408993157434),Col·legi d'Educació Infantil i Primària Juan Bautista Llorca,,school,,,,,calle Pi y Margall,2,,,Generalitat Valenciana,,-0.4930369288583367,38.385408993157434,8
POINT (-0.427549175906845 38.37474539059603),,,,,,,park,,,,,,,-0.427549175906845,38.37474539059603,-1
POINT (-0.4355033056117678 38.387172395669694),Facultat de Farmàcia - Universitat Miguel Hernández d'Elx,,university,,,,,,,,,,,-0.4355033056117678,38.387172395669694,-1
POINT (-0.4434131568288672 38.39015590807728),Plaça de Sant Dídac / Plaza de San Diego,,,,,,park,,,,,,,-0.4434131568288672,38.39015590807728,10
POINT (-0.4247179814935391 38.37565549473155),Gimnasio Arena,,,,,,sports_centre,,,,,,,-0.4247179814935391,38.37565549473155,-1
POINT (-0.420932485210782 38.36901135084342),Consum,supermarket,,,,,,,,,Consum,,,-0.420932485210782,38.36901135084342,-1
POINT (-0.439875471792293 38.36626030826135),Centro Deportivo Tossal,,,,,,sports_centre,,,,,,,-0.439875471792293,38.36626030826135,15
POINT (-0.4205233792526819 38.371211463779325),Col·legi d'Educació Infantil i Primària Costablanca,,school,,,,,,,,,,,-0.4205233792526819,38.371211463779325,-1
POINT (-0.4809249445636031 38.35975801758451),Col·legi d'Educació Infantil i Primària 9 de Octubre,,school,,,,,,,,,,,-0.4809249445636031,38.35975801758451,-1
POINT (-0.4808467554609229 38.360122032739504),Colegio Diocesano San José de Carolinas,,school,,,,,calle Garbinet,,3012.0,,Obispado de Orihuela-Alacant,,-0.4808467554609229,38.360122032739504,-1
POINT (-0.4819629412666478 38.35738526136069),colegio Padre Manjón Cervantes,,school,,,,,,,,,,,-0.4819629412666478,38.35738526136069,-1
POINT (-0.4740354077496538 38.35767858670445),,,,,,,park,,,,,,,-0.4740354077496538,38.35767858670445,-1
POINT (-0.5109762497113651 38.32741196831458),,,,,,,park,,,,,,,-0.5109762497113651,38.32741196831458,-1
POINT (-0.514796450226766 38.33133255593421),Colegio San Gabriel,,school,,,,,calle músico José Alcaráz Pérez,4,,,,,-0.514796450226766,38.33133255593421,42
POINT (-0.4843953224392753 38.36621352843993),Lidl,supermarket,,,,,,,,,Lidl,,,-0.4843953224392753,38.36621352843993,-1
POINT (-0.4779895191148081 38.374159608477775),Col·legi d'Educació Infantil i Primària Monte Benacantil,,school,,,,,,,,,,,-0.4779895191148081,38.374159608477775,-1
POINT (-0.486314840804066 38.37766200676976),CP Gloria Fuertes,,school,,,,,,,,,,,-0.486314840804066,38.37766200676976,-1
POINT (-0.4851263281800334 38.37774071396594),Col·legi d'Educació Infantil i Primària Santísima Faz,,school,,,,,,,,,,,-0.4851263281800334,38.37774071396594,-1
POINT (-0.4306137082248677 38.35904303544461),Instituto Cabo Huertas,,school,,,,,,,,,,,-0.4306137082248677,38.35904303544461,19
POINT (-0.4310299322133294 38.35986412039409),,,,,,,park,,,,,,,-0.4310299322133294,38.35986412039409,-1
POINT (-0.4245879553081588 38.358816161321755),Parc d'Antonio Arcos Ferrándiz / Parque de Antonio Arcos Ferrándiz,,,,,,park,,,,,,,-0.4245879553081588,38.358816161321755,22
POINT (-0.4221883591284784 38.360188065361584),Col·legi d'Educació Infantil i Primària Voramar,,school,,,,,,,,,Generalitat Valenciana,,-0.4221883591284784,38.360188065361584,20
POINT (-0.4149533146890478 38.36076441857661),Parc de Manuel Peláez / Parque Manuel Peláez,,,,,,park,,,,,,,-0.4149533146890478,38.36076441857661,-1
POINT (-0.4147256382740108 38.36021022417245),Col·legi d'Educació Infantil i Primària el Faro,,school,,,,,,,,,Generalitat Valenciana,,-0.4147256382740108,38.36021022417245,-1
POINT (-0.4914701283525513 38.39302419366039),Club de Tenis Alacant,,,,,,sports_centre,,,,,,,-0.4914701283525513,38.39302419366039,8
POINT (-0.5029875870734997 38.34954716925571),,,,,,,park,,,,,,,-0.5029875870734997,38.34954716925571,50
POINT (-0.4901563395080417 38.353698892126225),Parc del Tossal / Parque el Tossal,,,,,,park,,,,,,,-0.4901563395080417,38.353698892126225,-1
POINT (-0.4165168776845621 38.38161061735696),,,,,,,park,,,,,,,-0.4165168776845621,38.38161061735696,-1
POINT (-0.4154758729816431 38.382339756878345),,,,,,,park,,,,,,,-0.4154758729816431,38.382339756878345,-1
POINT (-0.4145665012034306 38.382990367434026),Parc de Joaquín Rocamora / Parque Joaquín Rocamora,,,,,,park,,,,,,,-0.4145665012034306,38.382990367434026,-1
POINT (-0.4138741090743765 38.38348801177291),,,,,,,park,,,,,,,-0.4138741090743765,38.38348801177291,-1
POINT (-0.4167272682909912 38.384833588493045),Parc de Joaquín Rocamora / Parque Joaquín Rocamora,,,,,,park,,,,,,,-0.4167272682909912,38.384833588493045,16
POINT (-0.4415786002550458 38.36915573093497),Lidl,supermarket,,,,,,,,,Lidl,,,-0.4415786002550458,38.36915573093497,15
POINT (-0.4944732075335779 38.34451186584115),,,,,,,park,,,,,,,-0.4944732075335779,38.34451186584115,102
POINT (-0.4845228362484609 38.34608981376284),Banco de España,,bank,,,,,,,,,,,-0.4845228362484609,38.34608981376284,-1
POINT (-0.4517025779773443 38.382629766528474),McDonald's,,fast_food,,,,,Avinguda de Dénia,173,3016.0,McDonald's,,burger,-0.4517025779773443,38.382629766528474,9
POINT (-0.4530987388386157 38.381951513535896),Colegio O.N.C.E.,,school,,,,,,,,,,,-0.4530987388386157,38.381951513535896,-1
POINT (-0.4979454794295705 38.33844489477406),Col·legi d'Educació Infantil i Primària Benalúa,,school,,,,,,,,,,,-0.4979454794295705,38.33844489477406,-1
POINT (-0.4993507386409785 38.340031190834544),Colegio Parroquial San Juan Bautista,,school,,,,,,,,,,,-0.4993507386409785,38.340031190834544,85
POINT (-0.5008121326038323 38.34242212464106),Conselleria d'Educació,,,,,government,,Carrer de Carratalá / Calle Carratalá,47,,,,,-0.5008121326038323,38.34242212464106,-1
POINT (-0.4926408811915329 38.338503473075356),Plaça de l'Esportista Andrés Muñoz / Plaza del Deportista Andrés Muñoz,,,,,,park,,,,,,,-0.4926408811915329,38.338503473075356,-1
POINT (-0.5031324139571699 38.338241766008885),,,,,,,park,,,,,,,-0.5031324139571699,38.338241766008885,-1
POINT (-0.564973 38.343397249999995),Renault Trucks,truck,,,,,,,,,Renault,,,-0.564973,38.343397249999995,4
POINT (-0.5665137545181674 38.338682088850234),Valcarce,,restaurant,,,,,,,,,,,-0.5665137545181674,38.338682088850234,4
POINT (-0.5383831843271891 38.34493020864043),Hotel Formule 1,,,hotel,,,,,,,,,,-0.5383831843271891,38.34493020864043,-1
POINT (-0.5377074664798572 38.345439033206596),Juguetilandia,toys,,,,,,,,,,,,-0.5377074664798572,38.345439033206596,-1
POINT (-0.537988334774518 38.34960308520441),Paintball Alicante,,,,,,sports_centre,,,,,,,-0.537988334774518,38.34960308520441,-1
POINT (-0.5294787921218429 38.34550902129874),"Akra-Señal, s.l. / STS Systems",signs,,,,,,Carretera de Ocaña,56D,3006.0,,"Akra-Señal, s.l. / STS Systems",,-0.5294787921218429,38.34550902129874,-1
POINT (-0.5068985175158295 38.374811262859815),Dia,supermarket,,,,,,,,,Dia,,,-0.5068985175158295,38.374811262859815,18
POINT (-0.4588705468764696 38.385570462335835),Hogar Provincial,,school,,,,,,,,,Diputación Provincial de Alicante,,-0.4588705468764696,38.385570462335835,-1
POINT (-0.4286834158752458 38.364023253519356),El Valle,,school,,,,,,,,,,,-0.4286834158752458,38.364023253519356,-1
POINT (-0.4688693138758758 38.35627821640442),Parc del Periodista Pepe Marín Guerrero / Parque Periodista Pepe Marín Guerrero,,,,,,park,,,,,,,-0.4688693138758758,38.35627821640442,-1
POINT (-0.5232808532508527 38.340734585796774),Makro,wholesale,,,,,,,,,Makro,,,-0.5232808532508527,38.340734585796774,-1
POINT (-0.5249592869479772 38.34602985266724),Tanatorio Crematorio La Siempreviva,funeral_directors,,,,,,calle vial de los cipreses,2,,,Grupo ASV,,-0.5249592869479772,38.34602985266724,40
POINT (-0.5669900982159684 38.40306456617528),Col·legi d'Educació Infantil i Primària Cañada del Fenollar,,school,,,,,carretera de la Alcoraya,50,,,Generalitat Valenciana,,-0.5669900982159684,38.40306456617528,2
POINT (-0.4812892755276129 38.34573047705602),Centre de Salut Santa Faç,,clinic,,clinic,,,,,,,,,-0.4812892755276129,38.34573047705602,107
POINT (-0.4860322918685683 38.36738792303739),Centro de Salud Parque Lo Morant,,clinic,,clinic,,,,,,,,,-0.4860322918685683,38.36738792303739,-1
POINT (-0.4862725595502672 38.36532129752928),Burger King,,fast_food,,,,,,,,Burger King,Burger King,burger,-0.4862725595502672,38.36532129752928,-1
POINT (-0.4923131342421853 38.38805792778036),,,,,,,park,,,,,,,-0.4923131342421853,38.38805792778036,8
POINT (-0.5629063513638779 38.3716476451659),Campo de Entrenamiento - Hércules C.F.,,,,,,sports_centre,,,,,Hércules de Alicante C.F.,,-0.5629063513638779,38.3716476451659,2
POINT (-0.5074355861992731 38.37477982080137),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-0.5074355861992731,38.37477982080137,18
POINT (-0.4370633678252153 38.36500868529434),Col·legi d'Educació Infantil i Primària Albufereta,,school,,,,,,,,,,,-0.4370633678252153,38.36500868529434,-1
POINT (-0.4250416708982349 38.363699496380235),Delicious Burgers,,restaurant,,,,,Avenida de la Condomina,58,3540.0,,,burger,-0.4250416708982349,38.363699496380235,-1
POINT (-0.4208803382455314 38.365415636599245),Institut d'Educació Secundària Radio Exterior,,school,,,,,,,,,,,-0.4208803382455314,38.365415636599245,-1
POINT (-0.4375834200468847 38.368894117105384),Fundesem Business School,,,,,research,,,,,,,,-0.4375834200468847,38.368894117105384,-1
POINT (-0.4399578218385024 38.36592135863899),,,,,,,sports_centre,,,,,,,-0.4399578218385024,38.36592135863899,15
POINT (-0.4926358142939227 38.35736993504079),Estadio José Rico Pérez,,,,,,stadium,,,,,,,-0.4926358142939227,38.35736993504079,-1
POINT (-0.573023963293081 38.33425513051222),El Poblet de Atalayas,,restaurant,,,,,,,,,,,-0.573023963293081,38.33425513051222,4
POINT (-0.4394885756632804 38.36987208718305),,,,,,,park,,,,,,,-0.4394885756632804,38.36987208718305,15
POINT (-0.4410250000000001 38.3684093),,,,,,,park,,,,,,,-0.4410250000000001,38.3684093,15
POINT (-0.4392005999999996 38.371954949999996),,,restaurant,,,,,,,,,,,-0.4392005999999996,38.371954949999996,-1
POINT (-0.421356973612806 38.36925852694098),,,,,,,park,,,,,,,-0.421356973612806,38.36925852694098,-1
POINT (-0.4238166825508056 38.36841322141551),,,,,,,park,,,,,,,-0.4238166825508056,38.36841322141551,-1
POINT (-0.4214476839196006 38.374849022268464),Hotel HUSA Golf,,,hotel,,,,,,,,,,-0.4214476839196006,38.374849022268464,14
POINT (-0.4309439716938513 38.357653863930054),Hotel Calas de Alicante,,,hotel,,,,,,,,,,-0.4309439716938513,38.357653863930054,19
POINT (-0.4286240283379447 38.35805839672287),,,,,,,park,,,,,,,-0.4286240283379447,38.35805839672287,-1
POINT (-0.4282906662215126 38.35889190536185),,,,,,,park,,,,,,,-0.4282906662215126,38.35889190536185,19
POINT (-0.4302295415856862 38.35965440832854),,,,,,,park,,,,,,,-0.4302295415856862,38.35965440832854,19
POINT (-0.4939021314415524 38.34061599676356),,,,,,,park,,,,,,,-0.4939021314415524,38.34061599676356,88
POINT (-0.4937491925120664 38.340069768051684),,,,,,,park,,,,,,,-0.4937491925120664,38.340069768051684,88
POINT (-0.4749009717889146 38.348358107071206),Plaça del Topete / Plaza del Topete,,,,,,park,,,,,,,-0.4749009717889146,38.348358107071206,68
POINT (-0.5761144632551165 38.40091934447608),Farmacia Las Partidas,,pharmacy,,,,,,,,,,,-0.5761144632551165,38.40091934447608,2
POINT (-0.5806318500000001 38.396644949999995),Consultorio Médico,,clinic,,clinic,,,,,,,,,-0.5806318500000001,38.396644949999995,2
POINT (-0.5835558759977226 38.40485627032697),Col·legi d'Educació Infantil i Primària Verdegás,,school,,,,,,,,,Generalitat Valenciana,,-0.5835558759977226,38.40485627032697,2
POINT (-0.5899749847555497 38.40818783100482),Parc dels Tests / Parque de las Macetas,,,,,,park,,,,,,,-0.5899749847555497,38.40818783100482,2
POINT (-0.5768910605660219 38.41506442940547),Bar Restaurante Moralet,,restaurant,,,,,,,,,,,-0.5768910605660219,38.41506442940547,2
POINT (-0.5383467544211491 38.32114396150396),Albergue de Animales,,veterinary,,,,,,,,,,,-0.5383467544211491,38.32114396150396,-1
POINT (-0.4861476691205111 38.34738281151966),Hotel Eurostars Lucentum,,,hotel,,,,Avenida Alfonso X El Sabio,11,,Eurostars Hotel,,,-0.4861476691205111,38.34738281151966,111
POINT (-0.4270235084266958 38.35989346908929),,,,,,,park,,,,,,,-0.4270235084266958,38.35989346908929,-1
POINT (-0.424850774565903 38.36033041751065),Ghetto Vecchio,,restaurant,,,,,,,,,,pizza,-0.424850774565903,38.36033041751065,22
POINT (-0.4243518048307629 38.3610734286341),piscina climatizada,,,,,,sports_centre,,,,,,,-0.4243518048307629,38.3610734286341,22
POINT (-0.4137285378045515 38.37089321906948),Apartamentos Concorde,,,hotel,,,,,,,,,,-0.4137285378045515,38.37089321906948,-1
POINT (-0.4173379703447997 38.376180857702686),Institut d'Educació Secundària Playa San Juan,,school,,,,,,,,,,,-0.4173379703447997,38.376180857702686,-1
POINT (-0.4133998386782678 38.38201102200173),Parc de Joaquín Rocamora / Parque Joaquín Rocamora,,,,,,park,,,,,,,-0.4133998386782678,38.38201102200173,13
POINT (-0.4889038390076316 38.387824987082574),,,,,,,park,,,,,,,-0.4889038390076316,38.387824987082574,8
POINT (-0.4679087617387153 38.36150371085771),Institut d'Educació Secundària El Pla,,school,,,,,,,,,,,-0.4679087617387153,38.36150371085771,-1
POINT (-0.5016624991103611 38.36260181362389),Colegio Privado Santa María del Carmen,,school,,,,,Calle Madre Elisea Oliver,2,,,Hermanas de la Virgen María del Monte Carmelo,,-0.5016624991103611,38.36260181362389,-1
POINT (-0.4190110486460224 38.366626534053864),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.4190110486460224,38.366626534053864,-1
POINT (-0.4156185484560673 38.367888593778744),,supermarket,,,,,,,,,,,,-0.4156185484560673,38.367888593778744,-1
POINT (-0.430135135197883 38.38231384515676),,garden_centre,,,,,,,,,,,,-0.430135135197883,38.38231384515676,-1
POINT (-0.4094548696112018 38.38165337409742),casa Domingo,,bar,,,,,,,,,,,-0.4094548696112018,38.38165337409742,-1
POINT (-0.4095299836144803 38.38131356757836),casa Julio,,bar,,,,,,,,,,,-0.4095299836144803,38.38131356757836,-1
POINT (-0.4831950332815473 38.343878062607075),Hotel Alicante Gran Sol,,,hotel,,,,,,,Affiliated by Meliá,,,-0.4831950332815473,38.343878062607075,-1
POINT (-0.484395897149004 38.34576458824323),Museu de les Fogueres,,,museum,,,,,,,,,,-0.484395897149004,38.34576458824323,-1
POINT (-0.4173394326781105 38.3650007275566),Hotel Port Alicante,,,hotel,,,,Avenida de Cataluña,20,,,,,-0.4173394326781105,38.3650007275566,-1
POINT (-0.5035628146516242 38.3486420026535),Colegio Privado Franciscanas,,school,,,,,calle padre Recaredo de los Ríos,53,,,Religiosas Franciscanas de la Purísima,,-0.5035628146516242,38.3486420026535,50
POINT (-0.5036235511353434 38.3488394205451),,,school,,,,,,,,,,,-0.5036235511353434,38.3488394205451,50
POINT (-0.502003002121904 38.35158102268461),Centro de Día y Residencia para personas con Autismo,,doctors,,,,,,,,,,,-0.502003002121904,38.35158102268461,48
POINT (-0.496380252919721 38.35353150092005),Col·legi d'Educació Infantil i Primària El Tossal,,school,,,,,Calle Juanito Santero,,,,Generalitat Valenciana,,-0.496380252919721,38.35353150092005,56
POINT (-0.4923034031186753 38.35484009610637),Polideportivo Monte Tossal,,,,,,sports_centre,,,,,,,-0.4923034031186753,38.35484009610637,-1
POINT (-0.4947685090538467 38.353952416181),Centre de Tecnificació i Alt Rendiment,,,,,,sports_centre,,,,,,,-0.4947685090538467,38.353952416181,56
POINT (-0.4980188000000005 38.35698970000001),El Castell,,restaurant,,,,,,,,,,,-0.4980188000000005,38.35698970000001,-1
POINT (-0.4987184499999989 38.356922049999994),Club de Petanca,,,,,,sports_centre,,,,,,,-0.4987184499999989,38.356922049999994,-1
POINT (-0.499276168738153 38.35513287853901),Col·legi d'Educació Infantil i Primària San Fernando,,school,,,,,calle Ciudad Real,30,3005.0,,Generalitat Valenciana,,-0.499276168738153,38.35513287853901,-1
POINT (-0.4986532444081538 38.35308971639142),Col·legi d'Educació Infantil i Primària San Blas,,school,,,,,avenida doctor Rico,11,,,Generalitat Valenciana,,-0.4986532444081538,38.35308971639142,-1
POINT (-0.508438597644235 38.35674440812436),Colegio Privado Hijas de María Auxiliadora,,school,,,,,Avenida Isla de Corfú,7,,,Salesianas San Juan Bosco,,-0.508438597644235,38.35674440812436,-1
POINT (-0.4930054355739764 38.35618863726574),Pabellón Municipal Central Pitiu Rochel,,,,,,sports_centre,,,,,,,-0.4930054355739764,38.35618863726574,56
POINT (-0.4931116785009713 38.355736123035676),Pabellón Municipal Rafael Pastor Micó,,,,,,sports_centre,,,,,,,-0.4931116785009713,38.355736123035676,56
POINT (-0.5024895100793253 38.35972433227488),,,,,,,park,,,,,,,-0.5024895100793253,38.35972433227488,-1
POINT (-0.4762342994371504 38.36884281026179),Passeig del Periodista José Picó / Paseo del Periodista José Picó,,,,,,park,,,,,,,-0.4762342994371504,38.36884281026179,-1
POINT (-0.4823235505134023 38.36841931360652),Passeig del Periodista José Picó / Paseo del Periodista José Picó,,,,,,park,,,,,,,-0.4823235505134023,38.36841931360652,-1
POINT (-0.4733898083321986 38.36902010499371),Passeig del Periodista José Picó / Paseo del Periodista José Picó,,,,,,park,,,,,,,-0.4733898083321986,38.36902010499371,-1
POINT (-0.4723948806124845 38.36342291451779),,,,,,,park,,,,,,,-0.4723948806124845,38.36342291451779,73
POINT (-0.4734633857361416 38.36386912884874),,,,,,,park,,,,,,,-0.4734633857361416,38.36386912884874,73
POINT (-0.4680954388325653 38.357980727788245),Colegio Calasancio,,school,,,,,,,,,,,-0.4680954388325653,38.357980727788245,-1
POINT (-0.4759750401017272 38.35314865311994),,,,,,,park,,,,,,,-0.4759750401017272,38.35314865311994,60
POINT (-0.4947490196679264 38.34531586913482),Oficina de Correos,,post_office,,,,,,,,Oficina de Correos,Correos,,-0.4947490196679264,38.34531586913482,-1
POINT (-0.4758287039702099 38.354641013464),,,clinic,,clinic,,,,,,,,,-0.4758287039702099,38.354641013464,60
POINT (-0.4769941996415567 38.35367907893435),Cafetería del MARQ,,cafe,,,,,,,,,,,-0.4769941996415567,38.35367907893435,60
POINT (-0.4752753072158649 38.35417509579623),Centro de Salud - Hospital Provincial-Plà,,clinic,,clinic,,,,,,,,,-0.4752753072158649,38.35417509579623,60
POINT (-0.4875266973895787 38.351025886616696),Colegio Privado San Antonio Franciscanos,,school,,,,,,,,,Los Franciscanos,,-0.4875266973895787,38.351025886616696,90
POINT (-0.489508751509402 38.35226382308026),,,,,,,park,,,,,,,-0.489508751509402,38.35226382308026,-1
POINT (-0.4907573976909208 38.36198619054483),Instituto Dr. Balmis (Cerámica),,school,,,,,,,,,,,-0.4907573976909208,38.36198619054483,65
POINT (-0.6101398490917144 38.3443215254192),Col·legi d'Educació Infantil i Primària Los Almendros,,school,,,,,camino de la Iglesia,2,,,Generalitat Valenciana,,-0.6101398490917144,38.3443215254192,3
POINT (-0.4827676555251627 38.34402908651054),Centro Cultural Bancaja,,arts_centre,museum,,,,,,,,,,-0.4827676555251627,38.34402908651054,109
POINT (-0.4212308178570827 38.35616822203561),,,,,,,park,,,,,,,-0.4212308178570827,38.35616822203561,-1
POINT (-0.4209171760300588 38.35588027389284),,,,viewpoint,,,,,,,,,,-0.4209171760300588,38.35588027389284,-1
POINT (-0.5214716742172668 38.31341189972452),British School of Alicante,,school,,,,,,,,,,,-0.5214716742172668,38.31341189972452,6
POINT (-0.5177526215088011 38.31348932667048),Hotel Ibis budget,,,hotel,,,,,,,,,,-0.5177526215088011,38.31348932667048,6
POINT (-0.5172642843846553 38.313556445640664),Hotel Ibis,,,hotel,,,,,,,,,,-0.5172642843846553,38.313556445640664,6
POINT (-0.5166459216208594 38.3135050606175),,,,,,,park,,,,,,,-0.5166459216208594,38.3135050606175,6
POINT (-0.5172866597558651 38.31403832149534),B&B Hotel,,,hotel,,,,,,,,,,-0.5172866597558651,38.31403832149534,6
POINT (-0.5202199593940403 38.314246989870135),,,,,,,park,,,,,,,-0.5202199593940403,38.314246989870135,6
POINT (-0.5122306513922655 38.32640600051911),Cafetería Urbanización El Palmeral,,restaurant,,,,,,,,,,,-0.5122306513922655,38.32640600051911,-1
POINT (-0.5154911932012834 38.331989871316445),,,,,,,park,,,,,,,-0.5154911932012834,38.331989871316445,42
POINT (-0.4948605543493003 38.3386491962545),Hotel AC Alicante,,,hotel,,,,,,,Marriott,AC Hotels,,-0.4948605543493003,38.3386491962545,-1
POINT (-0.4939970820666763 38.33782129864512),Casa Mediterráneo,,events_venue,,,,,,,,,,,-0.4939970820666763,38.33782129864512,-1
POINT (-0.4974909463018504 38.36039998942047),Plaça del Grafiter Kiz / Plaza del Grafitero Kiz,,,,,,park,,,,,,,-0.4974909463018504,38.36039998942047,52
POINT (-0.4978756408705508 38.359928250170505),Plaça del Grafiter Kiz / Plaza del Grafitero Kiz,,,,,,park,,,,,,,-0.4978756408705508,38.359928250170505,52
POINT (-0.516525601826248 38.343583418614905),Campo de Petanca Florida Sur,,,,,,sports_centre,,,,,,,-0.516525601826248,38.343583418614905,54
POINT (-0.5115414489595974 38.33980456173229),Institut d'Educació Secundària Fco. Figueras Pacheco,,school,,,,,,,,,,,-0.5115414489595974,38.33980456173229,-1
POINT (-0.5153690311177864 38.34048818236036),,,,,,,sports_centre,,,,,,,-0.5153690311177864,38.34048818236036,54
POINT (-0.5155725995896117 38.34018917935088),Col·legi d'Educació Infantil i Primària Enric Valor,,school,,,,,Carrer de Sant Llorenç / Calle San Lorenzo,3,,,Generalitat Valenciana,,-0.5155725995896117,38.34018917935088,-1
POINT (-0.5156542593072962 38.33963441845799),Centro Diagnóstico S.S.,,clinic,,,,,,,,,,,-0.5156542593072962,38.33963441845799,-1
POINT (-0.5091022798575299 38.33971230072258),Col·legi d'Educació Infantil i Primària Florida,,school,,,,,,,,,,,-0.5091022798575299,38.33971230072258,57
POINT (-0.5072538135896764 38.34219684443211),Piscina Municipal Florida-Babel,,,,,,sports_centre,,,,,,,-0.5072538135896764,38.34219684443211,-1
POINT (-0.5067166108816384 38.34278637086309),Parc de les Cotxeres de Tramvies / Parque Cocheras de Tranvías,,,,,,park,,,,,,,-0.5067166108816384,38.34278637086309,-1
POINT (-0.4985101328914126 38.371932686236335),,,,,,,park,,,,,,,-0.4985101328914126,38.371932686236335,-1
POINT (-0.4801678462823748 38.34365784337555),Soho,,bar,,,,,,,,,,,-0.4801678462823748,38.34365784337555,-1
POINT (-0.5121252904096881 38.34432097821225),Albergue Juvenil de la Florida,,,hostel,,,,,,,,,,-0.5121252904096881,38.34432097821225,63
