geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Bilbao_hdbscan_5_5
POINT (-2.9424679 43.2572139),Kelti,yes,,,,,,Calle Zugastinobia / Zugastinobia kalea,9,,,,,-2.9424679,43.2572139,-327556,4815393,kelti,86
POINT (-2.9333053 43.2615632),Bobbi Brown,cosmetics,,,,,,Calle Marqués del Puerto / Portuko markesaren kalea,13,,,,,-2.9333053,43.2615632,-326536,4815877,bobbi brown,137
POINT (-2.9088638 43.2559913),Icaro Bilbao,,pub,,,,,Arbidea kalea,10,48004.0,,,coffee_shop;tapas,-2.9088638,43.2559913,-323815,4815257,icaro bilbao,-1
POINT (-2.914881 43.2618404),Ke Pan,bakery,,,,,,,,,,,,-2.914881,43.2618404,-324485,4815908,ke pan,37
POINT (-2.9252876 43.2614087),Soul Barbershop,hairdresser,,,,,,,,,,,,-2.9252876,43.2614087,-325643,4815860,soul barbershop,117
POINT (-2.9247108 43.2617357),Bilbao ayuntamiento - Recaudación ejecutiva,,,,,government,,,,,,,,-2.9247108,43.2617357,-325579,4815896,bilbao ayuntamiento - recaudación ejecutiva,-1
POINT (-2.9254393 43.2613195),Construtecno,,,,,consulting,,,,,,,,-2.9254393,43.2613195,-325660,4815850,construtecno,117
POINT (-2.9255509 43.2612611),Clínica dental Villarías,,dentist,,dentist,,,,,,,,,-2.9255509,43.2612611,-325672,4815844,clínica dental villarías,117
POINT (-2.9254659 43.261591),Lola Dacosta,erotic,,,,,,,,,,,,-2.9254659,43.261591,-325663,4815880,lola dacosta,117
POINT (-2.9252764 43.2616749),Villana,,bar,,,,,,,,,,,-2.9252764,43.2616749,-325642,4815890,villana,117
POINT (-2.9252288 43.2616147),Camnet online,,,,,it,,,,,,,,-2.9252288,43.2616147,-325636,4815883,camnet online,117
POINT (-2.9161875 43.2569389),Coviran,supermarket,,,,,,,,,,,,-2.9161875,43.2569389,-324630,4815362,coviran,-1
POINT (-2.9223252 43.2665838),Asador Uribarri,,fast_food,,,,,Calle Uribarri / Uribarri kalea,14,48007.0,,,pizza;burger;chicken;barbecue;dessert,-2.9223252,43.2665838,-325313,4816436,asador uribarri,60
POINT (-2.9223801 43.2664784),Uribarri Fisioterapia,,,,physiotherapist,,,Calle Uribarri / Uribarri kalea,12,48007.0,,,,-2.9223801,43.2664784,-325319,4816424,uribarri fisioterapia,60
POINT (-2.9172218 43.2660376),Multicentro Bizkaia,copyshop,,,,,,Tomas Zubiria Ybarra etxaldea,1,,,,,-2.9172218,43.2660376,-324745,4816375,multicentro bizkaia,31
POINT (-2.9485476 43.260911),Luis Talleres Santamaría,car_repair,,,,,,,,,,,,-2.9485476,43.260911,-328232,4815805,luis talleres santamaría,84
POINT (-2.9484237 43.261166),San Mamés Móviles,mobile_phone,,,,,,,,,,,,-2.9484237,43.261166,-328219,4815833,san mamés móviles,84
POINT (-2.948536 43.260955),Bar Zubi,,bar,,,,,,,,,,,-2.948536,43.260955,-328231,4815810,bar zubi,84
POINT (-2.9486128 43.2607599),Movil Movil,mobile_phone,,,,,,,,,,,,-2.9486128,43.2607599,-328240,4815788,movil movil,84
POINT (-2.9299845 43.2531718),ECPV Escuela de Cine del País Vasco,,college,,,,,San Luis meategiaren kalea / Calle de la Mina de San Luis,20,,,,,-2.9299845,43.2531718,-326166,4814943,ecpv escuela de cine del país vasco,-1
POINT (-2.9421476 43.2571683),Zabala euskaltegia,,language_school,,,,,,,,,,,-2.9421476,43.2571683,-327520,4815388,zabala euskaltegia,86
POINT (-2.9444093 43.2544895),Peña,butcher,,,,,,,,,,,,-2.9444093,43.2544895,-327772,4815090,peña,-1
POINT (-2.906670464188072 43.258559844426344),,,,,,,park,,,,,,,-2.906670464188072,43.258559844426344,-323571,4815543,,-1
POINT (-2.9178113631987856 43.27308171167469),Polideportivo de Artxanda - Artxandako kiroldegia,,,,,,sports_centre,,,,,,,-2.9178113631987856,43.27308171167469,-324811,4817159,polideportivo de artxanda - artxandako kiroldegia,-1
POINT (-2.9375648102488108 43.25542663892338),Vista Alegre Zezen Plaza,,,,,,stadium,,,,,,,-2.9375648102488108,43.25542663892338,-327010,4815194,vista alegre zezen plaza,-1
POINT (-2.9207208313355193 43.253335664807004),Elizbarrutiko Arte Sakratuko Museoa / Museo Diocesano de Arte Sacro,,,museum,,,,,,,,,,-2.9207208313355193,43.253335664807004,-325135,4814961,elizbarrutiko arte sakratuko museoa / museo diocesano de arte sacro,-1
POINT (-2.90992181556658 43.246643762497214),Albergue BBK Bilbao Good Hostel,,,hostel,,,,,,,,,,-2.90992181556658,43.246643762497214,-323932,4814216,albergue bbk bilbao good hostel,20
POINT (-2.942253641412117 43.26296093043765),Areiltza Doktorearen Anbulatorioa,,clinic,,clinic,,,,,48011.0,,Osakidetza,,-2.942253641412117,43.26296093043765,-327532,4816033,areiltza doktorearen anbulatorioa,-1
POINT (-2.923726218031054 43.25719378146312),Catedral de Santiago / Done Jakue katedrala,,place_of_worship,attraction,,,,,,,,,,-2.923726218031054,43.25719378146312,-325469,4815391,catedral de santiago / done jakue katedrala,-1
POINT (-2.9304835109823077 43.2657966149292),Ibaigane,,,,,,park,,,,,,,-2.9304835109823077,43.2657966149292,-326221,4816348,ibaigane,-1
POINT (-2.9482425651241058 43.24850008406237),Parque Uretamendi,,,,,,park,,,,,,,-2.9482425651241058,43.24850008406237,-328198,4814423,parque uretamendi,-1
POINT (-2.9376839902326157 43.24925612795357),Eskurtze parkea / Parque de Eskurtze,,,,,,park,,,,,,,-2.9376839902326157,43.24925612795357,-327023,4814507,eskurtze parkea / parque de eskurtze,-1
POINT (-2.9411427798995513 43.26586244855971),Iturrizar Doña Casilda parkea,,,,,,park,,,,,,,-2.9411427798995513,43.26586244855971,-327408,4816356,iturrizar doña casilda parkea,-1
POINT (-2.93803822151696 43.26554608054959),Museo de Bellas Artes de Bilbao,,,museum,,,,Plaza del Museo / Museo plaza,2,48009.0,,,,-2.93803822151696,43.26554608054959,-327062,4816321,museo de bellas artes de bilbao,-1
POINT (-2.9283839499999997 43.26294275000001),Jardines de Albia / Albia lorategia,,,,,,park,,,,,,,-2.9283839499999997,43.26294275000001,-325988,4816031,jardines de albia / albia lorategia,-1
POINT (-2.9285544587290246 43.263523164062384),Done Bikendi lorategia / Jardines San Vicente,,,,,,park,,,,,,,-2.9285544587290246,43.263523164062384,-326007,4816095,done bikendi lorategia / jardines san vicente,-1
POINT (-2.9235584316415886 43.26055353879111),Areatza / El Arenal,,,,,,park,,,,,,,-2.9235584316415886,43.26055353879111,-325451,4815765,areatza / el arenal,-1
POINT (-2.924987937905504 43.25944120388599),Arriaga antzokia,,theatre,,,,,Arriaga plaza,1,48005.0,,,,-2.924987937905504,43.25944120388599,-325610,4815641,arriaga antzokia,-1
POINT (-2.9195305423782325 43.26253258037611),Etxebarria parkea,,,,,,park,,,,,,,-2.9195305423782325,43.26253258037611,-325002,4815985,etxebarria parkea,-1
POINT (-2.927805187864499 43.263743588950746),Kafe Antzokia,,theatre,,,,,,,,,,,-2.927805187864499,43.263743588950746,-325923,4816120,kafe antzokia,-1
POINT (-2.9439237692847726 43.25730877273642),Plaza Casilla / Etxetxua plaza,,,,,,park,,,,,,,-2.9439237692847726,43.25730877273642,-327718,4815404,plaza casilla / etxetxua plaza,-1
POINT (-2.94190177347651 43.254718133298006),Ametzola parkea,,,,,,park,,,,,,,-2.94190177347651,43.254718133298006,-327493,4815115,ametzola parkea,-1
POINT (-2.9048412873246177 43.254189534587304),Europa parkea / Parque Europa,,,,,,park,,,,,,,-2.9048412873246177,43.254189534587304,-323367,4815056,europa parkea / parque europa,-1
POINT (-2.920813095984305 43.25596374917156),,,,,,,park,,,,,,,-2.920813095984305,43.25596374917156,-325145,4815254,,-1
POINT (-2.882335284380032 43.262329402366014),Santa Marina Ospitalea,,hospital,,hospital,,,,,48004.0,,Osakidetza,,-2.882335284380032,43.262329402366014,-320862,4815963,santa marina ospitalea,-1
POINT (-2.9135108558104235 43.249492171189324),Ogoño lorategia / Jardines de Ogoño,,,,,,park,,,,,,,-2.9135108558104235,43.249492171189324,-324332,4814533,ogoño lorategia / jardines de ogoño,-1
POINT (-2.9130665655616634 43.25199594301107),Konkordia Enparantza,,,,,,park,,,,,,,-2.9130665655616634,43.25199594301107,-324283,4814812,konkordia enparantza,-1
POINT (-2.917204164189735 43.256180874898334),Maristak Bilbao,,school,,,,,Iturribide kalea,78,48006.0,,,,-2.917204164189735,43.256180874898334,-324743,4815278,maristak bilbao,-1
POINT (-2.9177915810643356 43.25688259609332),El Salvador. Hermanos Maristas,,school,,,,,,,,,,,-2.9177915810643356,43.25688259609332,-324809,4815356,el salvador. hermanos maristas,-1
POINT (-2.9180492404331626 43.25574751809479),Ángeles Custodios,,school,,,,,Zabalbide kalea,21,48006.0,,,,-2.9180492404331626,43.25574751809479,-324837,4815230,ángeles custodios,-1
POINT (-2.9132458029522037 43.257573081319826),Occidental Bilbao,,,hotel,,,,,,,Occidental,,,-2.9132458029522037,43.257573081319826,-324303,4815433,occidental bilbao,-1
POINT (-2.916823771192521 43.250866153422564),Luis Briñas,,school,,,,,,,,,,,-2.916823771192521,43.250866153422564,-324701,4814686,luis briñas,-1
POINT (-2.9173016697355934 43.25155899333094),Colegio Berrio-Otxoa / Berrio-Otxoa ikastetxea,,school,,,,,,,,,,,-2.9173016697355934,43.25155899333094,-324754,4814764,colegio berrio-otxoa / berrio-otxoa ikastetxea,-1
POINT (-2.920838814693779 43.257313534983936),Colegio de Educación Infantil y Primaria Solokoetxe Haur eta Lehen Hezkuntzako Ikastetxea,,school,,,,,,,,,,,-2.920838814693779,43.257313534983936,-325148,4815404,colegio de educación infantil y primaria solokoetxe haur eta lehen hezkuntzako ikastetxea,-1
POINT (-2.915558837463613 43.25832205970351),Clínica Virgen Blanca,,hospital,,hospital,,,,,,,,,-2.915558837463613,43.25832205970351,-324560,4815516,clínica virgen blanca,36
POINT (-2.9162008108182147 43.25899113644577),Begoñako Osasun Zentroa,,clinic,,clinic,,,,,48006.0,,Osakidetza,,-2.9162008108182147,43.25899113644577,-324631,4815591,begoñako osasun zentroa,-1
POINT (-2.901640699915715 43.256573103543374),Gabriel Aresti BHI,,school,,,,,Artalandio,5,,,,,-2.901640699915715,43.256573103543374,-323011,4815322,gabriel aresti bhi,-1
POINT (-2.9143413659869406 43.25457663584313),Hijas de la Caridad. Nuestra Sra. de Begoña Ikastetxea,,school,,,,,,,,,,,-2.9143413659869406,43.25457663584313,-324424,4815099,hijas de la caridad. nuestra sra. de begoña ikastetxea,58
POINT (-2.9216354410086542 43.25706233206719),Zazpi Katu II Gaztetxea,,arts_centre,,,,,,,,,,,-2.9216354410086542,43.25706233206719,-325236,4815376,zazpi katu ii gaztetxea,-1
POINT (-2.918266302456059 43.24403972070166),Abusu Ikastola,,school,,,,,,,,,,,-2.918266302456059,43.24403972070166,-324861,4813927,abusu ikastola,-1
POINT (-2.9110878984962505 43.25076649899344),Basarrate Landak parkea,,,,,,park,,,,,,,-2.9110878984962505,43.25076649899344,-324062,4814675,basarrate landak parkea,-1
POINT (-2.91734036385691 43.247438838739725),Larreagaburu parkea,,,,,,park,,,,,,,-2.91734036385691,43.247438838739725,-324758,4814305,larreagaburu parkea,-1
POINT (-2.9194971206715943 43.24456805081775),Larreagaburu parkea,,,,,,park,,,,,,,-2.9194971206715943,43.24456805081775,-324998,4813985,larreagaburu parkea,-1
POINT (-2.9283226684809116 43.24730799298399),Emiliano de Arriaga lorategia / Jardines Emiliano de Arriaga,,,,,,park,,,,,,,-2.9283226684809116,43.24730799298399,-325981,4814290,emiliano de arriaga lorategia / jardines emiliano de arriaga,-1
POINT (-2.913343012229139 43.23532519781901),Illunbe - Montefuerte parkea,,,,,,park,,,,,,,-2.913343012229139,43.23532519781901,-324313,4812956,illunbe - montefuerte parkea,-1
POINT (-2.9374954774697897 43.24640784978147),El Fango kiroldegia / Polideportivo El Fango,,,,,,sports_centre,Carretera Errekalde-Larraskitu / Errekalde-Larraskitu errepidea,53,48002.0,,,,-2.9374954774697897,43.24640784978147,-327002,4814190,el fango kiroldegia / polideportivo el fango,-1
POINT (-2.928101880341726 43.25291060822142),Miribilla parkea / Parque Miribilla,,,,,,park,,,,,,,-2.928101880341726,43.25291060822142,-325956,4814914,miribilla parkea / parque miribilla,-1
POINT (-2.930570052032107 43.25180994665737),,,,,,,park,,,,,,,-2.930570052032107,43.25180994665737,-326231,4814791,,38
POINT (-2.928970665498409 43.25041364481315),Gernika lorategia,,,,,,park,,,,,,,-2.928970665498409,43.25041364481315,-326053,4814636,gernika lorategia,-1
POINT (-2.9268869480417243 43.24904295908837),Gernika lorategia,,,,,,park,,,,,,,-2.9268869480417243,43.24904295908837,-325821,4814483,gernika lorategia,33
POINT (-2.9585574251826223 43.275191859235086),,,,,,,park,,,,,,,-2.9585574251826223,43.275191859235086,-329347,4817394,,-1
POINT (-2.9113079809574525 43.21930273146811),,,,,,,park,,,,,,,-2.9113079809574525,43.21930273146811,-324087,4811173,,-1
POINT (-2.923371722933002 43.26792842405838),"Jesus Insausti ""Uzturre"" plaza",,,,,,park,,,,,,,-2.923371722933002,43.26792842405838,-325430,4816586,"jesus insausti ""uzturre"" plaza",-1
POINT (-2.9219242749036556 43.25438112441693),Colegio de Educación Infantil y Primaria Maestro García Ribero,,school,,,,,,,,,,,-2.9219242749036556,43.25438112441693,-325269,4815078,colegio de educación infantil y primaria maestro garcía ribero,-1
POINT (-2.9383023601444154 43.264462552213324),,,,,,,park,,,,,,,-2.9383023601444154,43.264462552213324,-327092,4816200,,-1
POINT (-2.9310641204949173 43.263598562135186),Plaza del Ensanche,,,,,,park,,,,,,,-2.9310641204949173,43.263598562135186,-326286,4816104,plaza del ensanche,-1
POINT (-2.929048100639934 43.261229928011566),El Corte Inglés,department_store,,,,,,Gran Vía Don Diego López de Haro / On Diego Lopez Haroko kale nagusia,7,,El Corte Inglés,,,-2.929048100639934,43.261229928011566,-326062,4815840,el corte inglés,-1
POINT (-2.9273748430805266 43.260718571133225),Centro Comercial Vialia Bilbao-Abando Indalecio Prieto,mall,,,,,,Plaza Circular / Plaza Biribila,2,48008.0,,Renfe,,-2.9273748430805266,43.260718571133225,-325875,4815783,centro comercial vialia bilbao-abando indalecio prieto,93
POINT (-2.932123250297654 43.2620005735241),Bizkaiko Foru Aldundia-Diputación Foral de Bizkaia,,,,,government,,,,,,,,-2.932123250297654,43.2620005735241,-326404,4815926,bizkaiko foru aldundia-diputación foral de bizkaia,-1
POINT (-2.954191376108574 43.271659343962675),Salesianos Deusto,,college,,,,,,,,,,,-2.954191376108574,43.271659343962675,-328861,4817001,salesianos deusto,-1
POINT (-2.9580409806368704 43.27244493204641),Sarrikoko parkea / Parque de Sarriko,,,,,,park,,,,,,,-2.9580409806368704,43.27244493204641,-329289,4817089,sarrikoko parkea / parque de sarriko,-1
POINT (-2.958052636895986 43.27517494123204),Juan Crisostomo de Arriaga Musika Kontserbatorioa / Conservatorio de Música de Bilbao,,college,,,,,Conservatorio de Música de Bilbao,,,,,,-2.958052636895986,43.27517494123204,-329290,4817392,juan crisostomo de arriaga musika kontserbatorioa / conservatorio de música de bilbao,-1
POINT (-2.9594755965808277 43.272960851512565),UPV/EHU Ekonomia eta Enpresa Fakultatea / Campus de Economía y Empresa (Sarriko),,university,,,,,,,,,,,-2.9594755965808277,43.272960851512565,-329449,4817146,upv/ehu ekonomia eta enpresa fakultatea / campus de economía y empresa (sarriko),-1
POINT (-2.955713804783979 43.275085230498796),Instituto de Educación Secundaria Ibarrekolanda Bigarren Hezkuntzako Institutua,,school,,,,,Calle Arbolagana / Arbolagana kalea,2,,,,,-2.955713804783979,43.275085230498796,-329030,4817382,instituto de educación secundaria ibarrekolanda bigarren hezkuntzako institutua,-1
POINT (-2.9213193710415863 43.266716178391356),Campa Escuelas Uribarri / Uribarriko eskolen landa,,,,,,park,,,,,,,-2.9213193710415863,43.266716178391356,-325201,4816451,campa escuelas uribarri / uribarriko eskolen landa,-1
POINT (-2.910406385492954 43.26642524457258),Instituto de Educación Secundaria Zurbaranbarri Bigarren Hezkuntzako Institutua,,school,,,,,,,,,,,-2.910406385492954,43.26642524457258,-323986,4816418,instituto de educación secundaria zurbaranbarri bigarren hezkuntzako institutua,6
POINT (-2.9276101063578492 43.257134045213036),Bilborock,,theatre,,,,,,,,,,,-2.9276101063578492,43.257134045213036,-325902,4815384,bilborock,59
POINT (-2.9613203976201534 43.26320722722957),Bilbao Aterpetxea,,,hostel,,,,,,,,,,-2.9613203976201534,43.26320722722957,-329654,4816060,bilbao aterpetxea,2
POINT (-2.930066135495643 43.248961862530635),Urretxindorra Ikastola,,school,,,,,,,,,,,-2.930066135495643,43.248961862530635,-326175,4814474,urretxindorra ikastola,-1
POINT (-2.948183154128042 43.26051546129508),Hotel ILUNION San Mamés,,,hotel,,,,Calle Pérez Galdós / Perez Galdos kalea,56,48013.0,ILUNION Hotels,ILUNION Hotels,,-2.948183154128042,43.26051546129508,-328192,4815761,hotel ilunion san mamés,84
POINT (-2.9317237114605668 43.24903243466212),IES San Adrián,,school,,,,,,,,,,,-2.9317237114605668,43.24903243466212,-326359,4814482,ies san adrián,38
POINT (-2.9493828668461135 43.264171286696644),San Mamés,,,,,,stadium,,,,,Athetic Club,,-2.9493828668461135,43.264171286696644,-328325,4816168,san mamés,-1
POINT (-2.9532877559760777 43.261701743817596),Basurtuko Unibertsitate Ospitalea,,hospital,,hospital,,,,,48013.0,,Osakidetza,,-2.9532877559760777,43.261701743817596,-328760,4815893,basurtuko unibertsitate ospitalea,-1
POINT (-2.93897488447201 43.2504920486866),,,,,,,park,,,,,,,-2.93897488447201,43.2504920486866,-327167,4814645,,-1
POINT (-2.964819936268736 43.28391439947857),Elorrieta-Erreka Mari,,college,,,,,,,,,,,-2.964819936268736,43.28391439947857,-330044,4818365,elorrieta-erreka mari,-1
POINT (-2.9371151663607047 43.259739701752665),Azkuna Zentroa,,arts_centre,,,,,Arriquibar plaza,4,48010.0,,,,-2.9371151663607047,43.259739701752665,-326960,4815674,azkuna zentroa,-1
POINT (-2.9260701250866097 43.25220840702869),Bilbao Arena,,,,,,sports_centre,,,,,,,-2.9260701250866097,43.25220840702869,-325730,4814836,bilbao arena,-1
POINT (-2.923069947392381 43.243155169090045),Ibaieder parkea,,,,,,park,,,,,,,-2.923069947392381,43.243155169090045,-325396,4813828,ibaieder parkea,1
POINT (-2.927314442492404 43.2478777538461),Bizkaia frontoia / Frontón Bizkaia,,,,,,sports_centre,,,,,,,-2.927314442492404,43.2478777538461,-325869,4814354,bizkaia frontoia / frontón bizkaia,33
POINT (-2.927519345849447 43.26328478126704),EAJ-PNV Sabin Etxea,,,,,political_party,,,,,,,,-2.927519345849447,43.26328478126704,-325891,4816069,eaj-pnv sabin etxea,-1
POINT (-2.9298828562416346 43.2622349334116),BBVA,,bank,,,,,Gran Vía Don Diego López de Haro / On Diego Lopez Haroko kale nagusia,12,48001.0,BBVA,BBVA,,-2.9298828562416346,43.2622349334116,-326155,4815952,bbva,-1
POINT (-2.9247747311690633 43.25874273518263),Biblioteca Central de Bidebarrieta,,library,,,,,,,,,,,-2.9247747311690633,43.25874273518263,-325586,4815563,biblioteca central de bidebarrieta,81
POINT (-2.925241533685012 43.25378570196016),Saralegi enparantza,,,,,,park,,,,,,,-2.925241533685012,43.25378570196016,-325638,4815011,saralegi enparantza,-1
POINT (-2.948435795149088 43.265247083833216),Zubialde,,,hotel,,,,,,,,Hesperia,,-2.948435795149088,43.265247083833216,-328220,4816287,zubialde,-1
POINT (-2.932319397451193 43.26150873360245),Biblioteca Foral,,library,,,,,,,,,,,-2.932319397451193,43.26150873360245,-326426,4815871,biblioteca foral,-1
POINT (-2.974880436617395 43.27811346878365),,,,,,,sports_centre,,,,,,,-2.974880436617395,43.27811346878365,-331164,4817720,,0
POINT (-2.9317700937707984 43.25982478799828),Oficina de Correos,,post_office,,,,,,,,Correos,Correos,,-2.9317700937707984,43.25982478799828,-326365,4815684,oficina de correos,-1
POINT (-2.933385067460462 43.26539604920483),Colegio Escolapios Bilbao,,college,,,,,Calle Juan Ajuriaguerra / Juan Ajuriaguerra kalea,19,48009.0,,,,-2.933385067460462,43.26539604920483,-326544,4816304,colegio escolapios bilbao,-1
POINT (-2.9356869671763772 43.26345575866224),Txabarri Jauregia - Subdelegación del Gobierno,,,,,government,,,,,,,,-2.9356869671763772,43.26345575866224,-326801,4816088,txabarri jauregia - subdelegación del gobierno,-1
POINT (-2.9390636999999997 43.264205999999994),,,,,,,park,,,,,,,-2.9390636999999997,43.264205999999994,-327177,4816171,,-1
POINT (-2.9401843999999997 43.26441105),,,,,,,park,,,,,,,-2.9401843999999997,43.26441105,-327301,4816194,,-1
POINT (-2.944441332775804 43.255413455973304),,,,,,,park,,,,,,,-2.944441332775804,43.255413455973304,-327775,4815193,,-1
POINT (-2.941814359897341 43.256947905609294),,,,,,,park,,,,,,,-2.941814359897341,43.256947905609294,-327483,4815363,,86
POINT (-2.9042082999999996 43.250359700000004),,,,,,,park,,,,,,,-2.9042082999999996,43.250359700000004,-323296,4814630,,10
POINT (-2.9054256000000005 43.2514653),,,,,,,park,,,,,,,-2.9054256000000005,43.2514653,-323432,4814753,,-1
POINT (-2.948904939357219 43.27225668972552),Money exchange,,bureau_de_change,,,,,Avenida Lehendakari Aguirre / Agirre lehendakariaren etorbidea,30,48014.0,,Money exchange,,-2.948904939357219,43.27225668972552,-328272,4817068,money exchange,-1
POINT (-2.921262818507747 43.26420202818133),Funeraria Bilbaína,funeral_directors,,,,,,,,,,,,-2.921262818507747,43.26420202818133,-325195,4816171,funeraria bilbaína,-1
POINT (-2.9416143301925866 43.27133753240605),,,,,,,park,,,,,,,-2.9416143301925866,43.27133753240605,-327461,4816965,,-1
POINT (-2.9471514 43.2668372),Grúa Karola,,,attraction,,,,,,,,,,-2.9471514,43.2668372,-328077,4816464,grúa karola,-1
POINT (-2.9630576881264403 43.25751958393582),Kobetamendi parkea / Parque Kobetamendia,,,,,,park,,,,,,,-2.9630576881264403,43.25751958393582,-329848,4815427,kobetamendi parkea / parque kobetamendia,-1
POINT (-2.9337727987966793 43.26862252728244),Museo Guggenheim Bilbao,,,museum,,,,Lehendakari Leizaola Kalea,2,48009.0,,,,-2.9337727987966793,43.26862252728244,-326588,4816663,museo guggenheim bilbao,-1
POINT (-2.945672257903008 43.219217097505734),Pagasarriko aterpea,,pub,,,,,,,,,,,-2.945672257903008,43.219217097505734,-327912,4811163,pagasarriko aterpea,-1
POINT (-2.92105747075796 43.26650910693881),Uribarriko eskola,,school,,,,,Campa Escuelas Uribarri / Uribarriko eskolen landa,5,,,Hezkuntza Saila,,-2.92105747075796,43.26650910693881,-325172,4816428,uribarriko eskola,-1
POINT (-2.895326441518319 43.25646027890172),La Fraternidad parkea,,,,,,park,,,,,,,-2.895326441518319,43.25646027890172,-322308,4815309,la fraternidad parkea,-1
POINT (-2.964044809587376 43.27953188152901),Instituto de Educación Secundaria San Ignacio Bigarren Hezkuntzako Institutua,,school,,,,,,,,,,,-2.964044809587376,43.27953188152901,-329957,4817877,instituto de educación secundaria san ignacio bigarren hezkuntzako institutua,-1
POINT (-2.963662949818916 43.27880270444211),Intxisu Ikastola,,school,,,,,,,,,,,-2.963662949818916,43.27880270444211,-329915,4817796,intxisu ikastola,-1
POINT (-2.9724287872498514 43.273658206322374),Colegio de Educación Infantil y Primaria Fray Juan,,school,,,,,,,,,,,-2.9724287872498514,43.273658206322374,-330891,4817224,colegio de educación infantil y primaria fray juan,0
POINT (-2.9452355236205667 43.25072013864523),Colegio de Educación Infantil y Primaria Gabriel Aresti Haur eta Lehen Hezkuntzako Ikastetxea,,school,,,,,,,,,,,-2.9452355236205667,43.25072013864523,-327864,4814670,colegio de educación infantil y primaria gabriel aresti haur eta lehen hezkuntzako ikastetxea,-1
POINT (-2.964393766804092 43.278698637309624),IDOM,,,,,yes,,,,,,,,-2.964393766804092,43.278698637309624,-329996,4817785,idom,-1
POINT (-2.935010230661557 43.263012399800424),Federico Moyuaren plaza / Plaza de Federico Moyúa,,,,,,park,,,,,,,-2.935010230661557,43.263012399800424,-326725,4816039,federico moyuaren plaza / plaza de federico moyúa,-1
POINT (-2.933798192832977 43.25526346281122),COAMI ikastetxea / Colegio COAMI,,school,,,,,,,,,,,-2.933798192832977,43.25526346281122,-326590,4815176,coami ikastetxea / colegio coami,-1
POINT (-2.9320764638486048 43.26034678398649),Instituto de Educación Secundaria Martín de Bertendona Bigarren Hezkuntzako Institutu,,school,,,,,,,,,Hezkuntza Saila,,-2.9320764638486048,43.26034678398649,-326399,4815742,instituto de educación secundaria martín de bertendona bigarren hezkuntzako institutu,-1
POINT (-2.93268520312798 43.26056981462753),Instituto de Educación Secundaria Miguel de Unamuno Bigarren Hezkuntzako Institutu,,school,,,,,,,,,Hezkuntza Saila,,-2.93268520312798,43.26056981462753,-326467,4815767,instituto de educación secundaria miguel de unamuno bigarren hezkuntzako institutu,-1
POINT (-2.9490340507139 43.25837663821794),CEIP Basurto,,college,,,,,,,,,,,-2.9490340507139,43.25837663821794,-328286,4815522,ceip basurto,-1
POINT (-2.941124341036385 43.24855327383859),Instituto Rekaldeberri,,school,,,,,,,,,,,-2.941124341036385,43.24855327383859,-327406,4814429,instituto rekaldeberri,-1
POINT (-2.975074116482919 43.27856441418869),Polideportivo de Zorrotza,,,,,,sports_centre,,,,,,,-2.975074116482919,43.27856441418869,-331185,4817770,polideportivo de zorrotza,0
POINT (-2.9084553899080348 43.26499733203528),Restaurante Kate Zaharra,,restaurant,,,,,,,,,,regional,-2.9084553899080348,43.26499733203528,-323769,4816260,restaurante kate zaharra,6
POINT (-2.9330679287429446 43.26008291640903),Escuela Universitaria de Estudios Empresariales de Bilbao,,university,,,,,,,,,,,-2.9330679287429446,43.26008291640903,-326509,4815712,escuela universitaria de estudios empresariales de bilbao,-1
POINT (-2.9207784058357045 43.25828370455862),Tomas Meabe parkea,,,,,,park,,,,,,,-2.9207784058357045,43.25828370455862,-325141,4815512,tomas meabe parkea,82
POINT (-2.9178267306692462 43.273080655467695),Artxandako Kiroltegia,,,,,,sports_centre,,,,,,,-2.9178267306692462,43.273080655467695,-324812,4817159,artxandako kiroltegia,-1
POINT (-2.9214062294511622 43.27450934627585),Parque Mirador de Artxanda,,,,,,park,,,,,,,-2.9214062294511622,43.27450934627585,-325211,4817318,parque mirador de artxanda,-1
POINT (-2.919543897158748 43.274472044140566),Escuela Montessori Gran Bilbao,,school,,,,,,,,,,,-2.919543897158748,43.274472044140566,-325004,4817314,escuela montessori gran bilbao,-1
POINT (-2.9463042651458697 43.26472770745624),Errukietxe lorategia / Jardines Misericordia,,,,,,park,,,,,,,-2.9463042651458697,43.26472770745624,-327983,4816229,errukietxe lorategia / jardines misericordia,-1
POINT (-2.952433265426712 43.26787887317762),IMQ Zorrotzaurre,,hospital,,hospital,,,,,,,,,-2.952433265426712,43.26787887317762,-328665,4816580,imq zorrotzaurre,-1
POINT (-2.8983182803684446 43.25763849619364),Otxarkoagako azoka / Mercado de Otxarkoaga,convenience,,,,,,,,,,,,-2.8983182803684446,43.25763849619364,-322641,4815440,otxarkoagako azoka / mercado de otxarkoaga,-1
POINT (-2.898800209428842 43.25788389565486),Otxarkoaga gizarte etxea / Centro Cívico Otxarkoaga,,community_centre,,,,,Avenida Pau Casals,,,,,,-2.898800209428842,43.25788389565486,-322694,4815468,otxarkoaga gizarte etxea / centro cívico otxarkoaga,9
