geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Valencia_hdbscan_5_5
POINT (-0.3818602 39.471011),Ni pa ti ni pa mi,,cafe,,,,,,,,,,,-0.3818602,39.471011,-42509,4393913,ni pa ti ni pa mi,-1
POINT (-0.3816271 39.4710084),Rivendel,,cafe,,,,,,,,,,,-0.3816271,39.4710084,-42483,4393913,rivendel,-1
POINT (-0.381409 39.4709045),Poquito a poco,,cafe,,,,,,,,,,,-0.381409,39.4709045,-42458,4393901,poquito a poco,-1
POINT (-0.3803981 39.4711826),Cervecería Velluters,,cafe,,,,,,,,,,,-0.3803981,39.4711826,-42346,4393932,cervecería velluters,200
POINT (-0.3808791 39.4709675),Café Santos,,cafe,,,,,,,,,,,-0.3808791,39.4709675,-42399,4393908,café santos,-1
POINT (-0.3806733 39.4710138),Les Roques,,restaurant,,,,,,,,,,,-0.3806733,39.4710138,-42377,4393913,les roques,199
POINT (-0.3812193 39.4708998),La Masía del Vino,,restaurant,,,,,,,,,,,-0.3812193,39.4708998,-42437,4393901,la masía del vino,199
POINT (-0.3830845 39.470892),Aladino,,restaurant,,,,,,,,,,,-0.3830845,39.470892,-42645,4393900,aladino,-1
POINT (-0.381146 39.4723522),Bar Victoria,,cafe,,,,,,,,,,,-0.381146,39.4723522,-42429,4394062,bar victoria,-1
POINT (-0.3812925 39.4715046),Teatro Círculo,,theatre,,,,,,,,,,,-0.3812925,39.4715046,-42445,4393968,teatro círculo,-1
POINT (-0.3829038 39.4708092),Aladino,,biergarten,,,,,,,,,,,-0.3829038,39.4708092,-42625,4393890,aladino,-1
POINT (-0.3606665 39.4751489),Conselleria de Sanitat,,,,,government,,,,,,,,-0.3606665,39.4751489,-40149,4394374,conselleria de sanitat,58
POINT (-0.3648781 39.4749557),,,pharmacy,,pharmacy,,,,,,,,,-0.3648781,39.4749557,-40618,4394352,,59
POINT (-0.3631469 39.4779714),,,pharmacy,,pharmacy,,,,,,,,,-0.3631469,39.4779714,-40426,4394688,,59
POINT (-0.3628127 39.4766594),Mercadona,supermarket,,,,,,,,46010,Mercadona,,,-0.3628127,39.4766594,-40388,4394542,mercadona,59
POINT (-0.3632878 39.4770984),Foster's Hollywood,,restaurant,,,,,,,,Foster's Hollywood,,american,-0.3632878,39.4770984,-40441,4394591,foster's hollywood,59
POINT (-0.3964149 39.4951529),Farmacia del Treda,,pharmacy,,pharmacy,,,,,,,,,-0.3964149,39.4951529,-44129,4396600,farmacia del treda,37
POINT (-0.3822785 39.4754191),Apartamentos Alma,,,hotel,,,,,,,,,,-0.3822785,39.4754191,-42555,4394404,apartamentos alma,174
POINT (-0.4031014 39.451077),Farmacia Castejon,,pharmacy,,pharmacy,,,,,,,,,-0.4031014,39.451077,-44873,4391694,farmacia castejon,-1
POINT (-0.403113 39.453284),,,pharmacy,,pharmacy,,,,,,,,,-0.403113,39.453284,-44875,4391940,,24
POINT (-0.4033839 39.4531762),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.4033839,39.4531762,-44905,4391928,mercadona,24
POINT (-0.3767235 39.4539916),,,clinic,,clinic,,,,,,,,,-0.3767235,39.4539916,-41937,4392018,,-1
POINT (-0.3772745 39.4546781),,,veterinary,,,,,,,,,,,-0.3772745,39.4546781,-41998,4392095,,92
POINT (-0.3739486 39.4520975),Casa Manolo,,restaurant,,,,,,,,,,,-0.3739486,39.4520975,-41628,4391807,casa manolo,-1
POINT (-0.3732921 39.4508285),Casa Tere,,restaurant,,,,,,,,,,,-0.3732921,39.4508285,-41555,4391666,casa tere,135
POINT (-0.3730823 39.4505895),,,restaurant,,,,,,,,,,,-0.3730823,39.4505895,-41532,4391640,,135
POINT (-0.372558 39.4516986),,,,,,yes,,Avinguda d'Ausiàs March,52,,,,,-0.372558,39.4516986,-41473,4391763,,135
POINT (-0.372496 39.4516291),Bar Saisua,,pub,,,,,,,,,,,-0.372496,39.4516291,-41466,4391755,bar saisua,135
POINT (-0.3720946 39.4510699),Nuevo Siglo,,restaurant,,,,,,,,,,chinese,-0.3720946,39.4510699,-41422,4391693,nuevo siglo,135
POINT (-0.3721654 39.4505646),Consum,supermarket,,,,,,,,,Consum,,,-0.3721654,39.4505646,-41429,4391637,consum,135
POINT (-0.3739149 39.453431),,vacant,,,,,,,,,,,,-0.3739149,39.453431,-41624,4391956,,134
POINT (-0.3743822 39.4530108),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Santander,,-0.3743822,39.4530108,-41676,4391909,banco santander,134
POINT (-0.374966 39.4530454),Caixabank,,bank,,,,,,,,Caixabank,,,-0.374966,39.4530454,-41741,4391913,caixabank,-1
POINT (-0.3752203 39.4526054),Consum,supermarket,,,,,,,,,Consum,,,-0.3752203,39.4526054,-41770,4391864,consum,-1
POINT (-0.3766905 39.4543131),Farmacia Vidal Simeón,,pharmacy,,pharmacy,,,Carrer de la Pianista Empar Iturbi,72,46006,,,,-0.3766905,39.4543131,-41933,4392054,farmacia vidal simeón,92
POINT (-0.3757511 39.454908),Consum,supermarket,,,,,,Carrer de la Pianista Empar Iturbi,71,46006,Consum,,,-0.3757511,39.454908,-41829,4392120,consum,133
POINT (-0.371659 39.4534251),,,pharmacy,,,,,Carrera de la Fonteta de Sant Lluís,76,46013,,,,-0.371659,39.4534251,-41373,4391955,,-1
POINT (-0.3678884 39.4482747),Bar San Luís,,restaurant,,,,,,,,,,,-0.3678884,39.4482747,-40953,4391382,bar san luís,-1
POINT (-0.3709793 39.4507036),Hotel Malcom & Barret,,,hotel,,,,Avinguda d'Ausiàs March,59,46013,,"SH Hoteles (Mare Nostrum Management, s.l.)",,-0.3709793,39.4507036,-41297,4391652,hotel malcom & barret,135
POINT (-0.3711234 39.4521653),,tobacco,,,,,,,,,,,,-0.3711234,39.4521653,-41313,4391815,,-1
POINT (-0.3712384 39.4518739),,vacant,,,,,,Camí Vell de Sant Lluís,7,,,,,-0.3712384,39.4518739,-41326,4391783,,-1
POINT (-0.372097 39.4522707),,,pharmacy,,pharmacy,,,,,,,,,-0.372097,39.4522707,-41422,4391827,,-1
POINT (-0.3379912 39.4849007),El Famós,,restaurant,,,,,Camí de L'esglesia de Vera,14,46022,,,regional,-0.3379912,39.4849007,-37625,4395459,el famós,-1
POINT (-0.4037265 39.4537653),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.4037265,39.4537653,-44943,4391993,mercadona,24
POINT (-0.4033574 39.4563603),Oficina de Correos,,post_office,,,,,,,,Oficina de Correos,,,-0.4033574,39.4563603,-44902,4392282,oficina de correos,-1
POINT (-0.3660735 39.4516284),Pavelló Font de Sant Lluís,,,,,,sports_centre,,,,,,,-0.3660735,39.4516284,-40751,4391755,pavelló font de sant lluís,-1
POINT (-0.4029061 39.4512596),Centro de salud San Isidro,,clinic,,clinic,,,,,,,,,-0.4029061,39.4512596,-44852,4391714,centro de salud san isidro,-1
POINT (-0.4016255 39.4955817),Yashi Wok,,restaurant,,,,,,,,,,,-0.4016255,39.4955817,-44709,4396648,yashi wok,-1
POINT (-0.3925277 39.4574659),,,pharmacy,,pharmacy,,,,,,,,,-0.3925277,39.4574659,-43696,4392405,,60
POINT (-0.425133 39.5006364),Beleret,,,hotel,,,,,,,,,,-0.425133,39.5006364,-47326,4397211,beleret,7
POINT (-0.4053728 39.4552369),,,post_box,,,,,,,,Correos,Correos,,-0.4053728,39.4552369,-45126,4392157,,24
POINT (-0.3822345 39.4748253),Gilda,,bar,,,,,,,,,,,-0.3822345,39.4748253,-42550,4394338,gilda,174
POINT (-0.3812275 39.4742601),DJango,,restaurant,,,,,,,,,,,-0.3812275,39.4742601,-42438,4394275,django,174
POINT (-0.3818644 39.4737322),Bipolar,,restaurant,,,,,Plaza de las Escuelas Pías,3,46001,,,,-0.3818644,39.4737322,-42509,4394216,bipolar,-1
POINT (-0.3818302 39.4737313),,,biergarten,,,,,,,,,,,-0.3818302,39.4737313,-42505,4394216,,-1
POINT (-0.3836713 39.4727638),Café Bar Almansa,,cafe,,,,,,,,,,,-0.3836713,39.4727638,-42710,4394108,café bar almansa,-1
POINT (-0.3836668 39.4736866),,,pharmacy,,pharmacy,,,,,,,,,-0.3836668,39.4736866,-42710,4394211,,159
POINT (-0.3836228 39.4737971),Café Clasic,,cafe,,,,,,,,,,,-0.3836228,39.4737971,-42705,4394223,café clasic,159
POINT (-0.3834497 39.4739405),Horno de la Encarnación,bakery,,,,,,,,,,,,-0.3834497,39.4739405,-42686,4394239,horno de la encarnación,159
POINT (-0.3825561 39.473899),Tenda de Solidaritat. Comercio Justo,grocery,,,,,,,,,,,,-0.3825561,39.473899,-42586,4394234,tenda de solidaritat. comercio justo,-1
POINT (-0.3824244 39.474516),NEPO,,pub,,,,,,,,,,,-0.3824244,39.474516,-42571,4394303,nepo,-1
POINT (-0.3835167 39.4746657),Restaurante Aldaba,,restaurant,,,,,,,,,,,-0.3835167,39.4746657,-42693,4394320,restaurante aldaba,-1
POINT (-0.3830892 39.4753554),Unsushi,,restaurant,,,,,Carrer de Murillo,31,,,,sushi,-0.3830892,39.4753554,-42645,4394397,unsushi,-1
POINT (-0.3821835 39.4737644),Gusto. Casa Comidas para llevar,grocery,,,,,,,,,,,,-0.3821835,39.4737644,-42545,4394219,gusto. casa comidas para llevar,-1
POINT (-0.3830933 39.4758321),Canela Arroces,,restaurant,,,,,Carrer de Quart,57,46001,,,spanish,-0.3830933,39.4758321,-42646,4394450,canela arroces,174
POINT (-0.3829965 39.4758544),Social Club,,pub,,,,,,,,,,,-0.3829965,39.4758544,-42635,4394452,social club,174
POINT (-0.3810849 39.4747931),Ca Revolta,,arts_centre,,,,,,,,,,,-0.3810849,39.4747931,-42422,4394334,ca revolta,174
POINT (-0.381215 39.4743828),Bar Jesús,,cafe,,,,,,,,,,,-0.381215,39.4743828,-42437,4394288,bar jesús,174
POINT (-0.3808255 39.4742592),Dhaba,,restaurant,,,,,Plaça de Joan de Vila-rasa,6,46001,,,italian,-0.3808255,39.4742592,-42393,4394275,dhaba,-1
POINT (-0.380766 39.4737337),,tobacco,,,,,,,,,,,,-0.380766,39.4737337,-42387,4394216,,188
POINT (-0.3811324 39.4733399),Café Coral,,cafe,,,,,,,,,,,-0.3811324,39.4733399,-42428,4394172,café coral,-1
POINT (-0.3812564 39.4730281),Bar els Cremats,,cafe,,,,,,,,,,,-0.3812564,39.4730281,-42441,4394137,bar els cremats,-1
POINT (-0.3808783 39.4727981),Farmacia Amparo Hortiguela,,pharmacy,,pharmacy,,,,,,,,,-0.3808783,39.4727981,-42399,4394112,farmacia amparo hortiguela,-1
POINT (-0.3813848 39.472622),Forn Desamparats,bakery,,,,,,,,,,,,-0.3813848,39.472622,-42456,4394092,forn desamparats,-1
POINT (-0.3792638 39.4718839),La més cabuda,,cafe,,,,,,,,,,,-0.3792638,39.4718839,-42220,4394010,la més cabuda,-1
POINT (-0.3904493 39.4837878),Hospital Universitario La Fe,,hospital,,hospital,,,,,,,,,-0.3904493,39.4837878,-43465,4395335,hospital universitario la fe,-1
POINT (-0.4009881 39.4844852),,,pharmacy,,pharmacy,,,,,,,,,-0.4009881,39.4844852,-44638,4395413,,-1
POINT (-0.3631248 39.45578),Medium Valencia,,,hotel,,,,,,,,,,-0.3631248,39.45578,-40423,4392217,medium valencia,-1
POINT (-0.3572926 39.4557097),NH Las Artes,,,hotel,,,,Avinguda de l'Institut Obrer de València,28,,NH,,,-0.3572926,39.4557097,-39774,4392210,nh las artes,67
POINT (-0.3575614 39.4556043),NH Express Las Artes,,,hotel,,,,,,,,,,-0.3575614,39.4556043,-39804,4392198,nh express las artes,67
POINT (-0.375785 39.4777599),Las Cuevas,,restaurant,,,,,,,,,,,-0.375785,39.4777599,-41832,4394664,las cuevas,-1
POINT (-0.3555903 39.4775749),Bar Pekin,,restaurant,,,,,,,,,,,-0.3555903,39.4775749,-39584,4394644,bar pekin,-1
POINT (-0.3485584 39.4760229),,,post_box,,,,,,,,Correos,Correos,,-0.3485584,39.4760229,-38802,4394471,,118
POINT (-0.348802 39.4752908),,,post_box,,,,,,,,Correos,Correos,,-0.348802,39.4752908,-38829,4394389,,118
POINT (-0.348203 39.4750318),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.348203,39.4750318,-38762,4394361,mercadona,-1
POINT (-0.3477236 39.4748936),Punt Fresc,greengrocer,,,,,,,,,,,,-0.3477236,39.4748936,-38709,4394345,punt fresc,-1
POINT (-0.3478056 39.4760214),Consum,supermarket,,,,,,carrer leandro de saralegui,1,,Consum,,,-0.3478056,39.4760214,-38718,4394471,consum,-1
POINT (-0.3481778 39.4745644),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.3481778,39.4745644,-38759,4394309,mercadona,-1
POINT (-0.3482449 39.4745185),ONCE,kiosk,,,,,,,,,,ONCE,,-0.3482449,39.4745185,-38767,4394303,once,-1
POINT (-0.3475306 39.4773382),,,post_box,,,,,,,,Correos,Correos,,-0.3475306,39.4773382,-38687,4394617,,115
POINT (-0.3625616 39.4846601),Farmacia 24 horas Benimaclet,,pharmacy,,pharmacy,,,,,,,,,-0.3625616,39.4846601,-40360,4395432,farmacia 24 horas benimaclet,-1
POINT (-0.3825655 39.4709819),Elena Roig Giménez,,pharmacy,,pharmacy,,,,,,,,,-0.3825655,39.4709819,-42587,4393910,elena roig giménez,-1
POINT (-0.3846727 39.4704309),Ti amo café,,cafe,,,,,,,,,,kebab;pizza,-0.3846727,39.4704309,-42822,4393848,ti amo café,166
POINT (-0.3848283 39.4705634),Calabuig Reyes C.B.,,pharmacy,,pharmacy,,,,,,,,,-0.3848283,39.4705634,-42839,4393863,calabuig reyes c.b.,166
POINT (-0.3857276 39.4708155),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.3857276,39.4708155,-42939,4393891,caixabank,165
POINT (-0.3851727 39.4709707),Servired,,atm,,,,,,,,,BBVA,,-0.3851727,39.4709707,-42877,4393908,servired,166
POINT (-0.3841466 39.4702672),Bar Jesus,,cafe,,,,,Calle Ángel Guimerà,,,,,,-0.3841466,39.4702672,-42763,4393830,bar jesus,166
POINT (-0.3839154 39.4702868),Eras Pan,bakery,,,,,,Calle Ángel Guimerà,,,,,,-0.3839154,39.4702868,-42737,4393832,eras pan,166
POINT (-0.3833869 39.4701749),,kiosk,,,,,,,,,,,,-0.3833869,39.4701749,-42679,4393820,,166
POINT (-0.3837139 39.470194),Pegaso,,restaurant,,,,,,,,,,,-0.3837139,39.470194,-42715,4393822,pegaso,166
POINT (-0.3835447 39.4707878),,,post_box,,,,,,,,Correos,Correos,,-0.3835447,39.4707878,-42696,4393888,,-1
POINT (-0.3572395 39.4696892),Cines Babel,,cinema,,,,,Carrer de Vicent Sancho Tello,10,46021,,,,-0.3572395,39.4696892,-39768,4393766,cines babel,101
POINT (-0.3796532 39.4722292),,,post_box,,,,,,,,Correos,Correos,,-0.3796532,39.4722292,-42263,4394049,,226
POINT (-0.3796923 39.472562),,kiosk,,,,,,,,46001,,ONCE,,-0.3796923,39.472562,-42267,4394086,,226
POINT (-0.3798425 39.4727182),,kiosk,,,,,,,,,,ONCE,,-0.3798425,39.4727182,-42284,4394103,,226
POINT (-0.3799646 39.4728924),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Santander,,-0.3799646,39.4728924,-42298,4394122,banco santander,-1
POINT (-0.3796658 39.4726002),,kiosk,,,,,,,,,,,,-0.3796658,39.4726002,-42264,4394090,,226
POINT (-0.3893795 39.4812236),Farmacia Ortopedia del Pilar,,pharmacy,,pharmacy,,,,,,,,,-0.3893795,39.4812236,-43346,4395050,farmacia ortopedia del pilar,-1
POINT (-0.3902142 39.4435366),Farmacia Bernardeau Serra,,pharmacy,,pharmacy,,,,,,,,,-0.3902142,39.4435366,-43439,4390854,farmacia bernardeau serra,21
POINT (-0.3912027 39.4448785),Salgui,,school,,,,,,,,,,,-0.3912027,39.4448785,-43549,4391004,salgui,21
POINT (-0.3893134 39.4458878),Barrilito,,pub,,,,,,,,,,,-0.3893134,39.4458878,-43338,4391116,barrilito,49
POINT (-0.3881601 39.4460559),,,pub,,,,,,,,,,,-0.3881601,39.4460559,-43210,4391135,,49
POINT (-0.3877352 39.443407),,,pharmacy,,pharmacy,,,,,,,,,-0.3877352,39.443407,-43163,4390840,,-1
POINT (-0.3883678 39.4431391),,,pub,,,,,,,,,,,-0.3883678,39.4431391,-43233,4390810,,-1
POINT (-0.3904429 39.443857),,,pub,,,,,,,,,,,-0.3904429,39.443857,-43464,4390890,,21
POINT (-0.3917474 39.4436039),Consum,supermarket,,,,,,,,,Consum,,,-0.3917474,39.4436039,-43609,4390862,consum,21
POINT (-0.39947 39.4853697),Bar Molino II,,pub,,,,,,,,,,,-0.39947,39.4853697,-44469,4395511,bar molino ii,51
POINT (-0.3996024 39.4858013),Bar Les Tendetes,,pub,,,,,,,,,,,-0.3996024,39.4858013,-44484,4395559,bar les tendetes,51
POINT (-0.3959186 39.4830955),Mercadona,supermarket,,,,,,C/ de Godelleta,,46015,Mercadona,,,-0.3959186,39.4830955,-44074,4395258,mercadona,-1
POINT (-0.3955433 39.4812335),,,bar,,,,,,,,,,,-0.3955433,39.4812335,-44032,4395051,,80
POINT (-0.3960111 39.4810836),Rodo,,bar,,,,,,,,,,,-0.3960111,39.4810836,-44084,4395034,rodo,80
POINT (-0.3998596 39.4852074),Bar Restaurante Iván,,pub,,,,,,,,,,,-0.3998596,39.4852074,-44512,4395493,bar restaurante iván,51
POINT (-0.3999378 39.4848226),Montaditos Karina,,pub,,,,,,,,,,,-0.3999378,39.4848226,-44521,4395450,montaditos karina,51
POINT (-0.3984648 39.4852451),Restaurante Chino Mei Hua II,,restaurant,,,,,,,,,,chinese,-0.3984648,39.4852451,-44357,4395497,restaurante chino mei hua ii,51
POINT (-0.3989197 39.4843514),,,pharmacy,,pharmacy,,,,,,,,,-0.3989197,39.4843514,-44408,4395398,,51
POINT (-0.3968698 39.4857196),,,pharmacy,,,,,,,,,,,-0.3968698,39.4857196,-44180,4395550,,51
POINT (-0.3969893 39.485648),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,,,-0.3969893,39.485648,-44193,4395542,unicaja banco,51
POINT (-0.3975932 39.4854018),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.3975932,39.4854018,-44260,4395515,caixabank,51
POINT (-0.3619192 39.4764935),Tirant Lo Blanch,books,,,,,,,,46010,,,,-0.3619192,39.4764935,-40289,4394523,tirant lo blanch,59
POINT (-0.3618108 39.4764525),PC BOX,hardware,,,,,,,,,,,,-0.3618108,39.4764525,-40277,4394519,pc box,59
POINT (-0.3553624 39.4780113),Hotel Renasa,,,hotel,,,,,,,,,,-0.3553624,39.4780113,-39559,4394692,hotel renasa,-1
POINT (-0.4251362 39.5004019),Las Palmeras,,restaurant,,,,,,,,,,,-0.4251362,39.5004019,-47326,4397185,las palmeras,7
POINT (-0.4262715 39.5020236),Mesón Ferial,,restaurant,,,,,,,,,,regional,-0.4262715,39.5020236,-47453,4397365,mesón ferial,7
POINT (-0.4263023 39.5021147),Valencia Restaurante,,restaurant,,,,,,,,,,,-0.4263023,39.5021147,-47456,4397375,valencia restaurante,7
POINT (-0.4249333 39.5036825),Duke,,restaurant,,,,,,,,,,chinese,-0.4249333,39.5036825,-47304,4397550,duke,7
POINT (-0.3234952 39.4635462),La Marcelina,,restaurant,,,,,Passeig de Neptú,8,46011,,,regional,-0.3234952,39.4635462,-36011,4393082,la marcelina,23
POINT (-0.3730361 39.4893261),Centro oficial examinador del trinity,,language_school,,,,,,,,,,,-0.3730361,39.4893261,-41526,4395952,centro oficial examinador del trinity,87
POINT (-0.3300106 39.3985457),L'Estibador,,restaurant,,,,,,,,,,,-0.3300106,39.3985457,-36737,4385846,l'estibador,2
POINT (-0.4241431 39.5035854),Maxx Feria,erotic,,,,,,,,,,,,-0.4241431,39.5035854,-47216,4397539,maxx feria,7
POINT (-0.4231779 39.5033053),Mercadona,supermarket,,,,,,Carrer del Pare Simó,17,46035,Mercadona,,,-0.4231779,39.5033053,-47108,4397508,mercadona,7
POINT (-0.3759242 39.4714112),Catalonia Excelsior,,,hotel,,,,,,,,,,-0.3759242,39.4714112,-41848,4393957,catalonia excelsior,-1
POINT (-0.3749513 39.4748689),Petit MontMartre,,restaurant,,,,,,,,,,french,-0.3749513,39.4748689,-41740,4394342,petit montmartre,-1
POINT (-0.3701021 39.4746181),Purple Nest Hostel,,,hostel,,,,Plaza Tetuán,5,46003,,,,-0.3701021,39.4746181,-41200,4394314,purple nest hostel,-1
POINT (-0.3779944 39.4744359),Hôme Youth Hostel,,,hostel,,,,Carrer de la Llotja,4,46001,,Feetup Group,,-0.3779944,39.4744359,-42078,4394294,hôme youth hostel,235
POINT (-0.3760325 39.4739384),Horchatería El Siglo,,restaurant,,,,,,,,,,,-0.3760325,39.4739384,-41860,4394239,horchatería el siglo,230
POINT (-0.3756944 39.4788458),Che Tango,,fast_food,,,,,,,,,,,-0.3756944,39.4788458,-41822,4394785,che tango,-1
POINT (-0.3761952 39.4786989),La Maruja,,pub,,,,,,,,,,,-0.3761952,39.4786989,-41878,4394769,la maruja,201
POINT (-0.3762568 39.4738263),Horchateria de Santa Catalina,,cafe,,,,,,,46002,,,spanish;regional,-0.3762568,39.4738263,-41885,4394226,horchateria de santa catalina,-1
POINT (-0.3772467 39.4759235),Bodeguilla del Gato,,restaurant,,,,,Carrer dels Catalans,10,46001,,,,-0.3772467,39.4759235,-41995,4394460,bodeguilla del gato,211
POINT (-0.3762185 39.4776439),Room00,,,hostel,,,,Carrer de Samaniego,18,,,,,-0.3762185,39.4776439,-41881,4394651,room00,-1
POINT (-0.3590522 39.4733891),Consum,supermarket,,,,,,,,,Consum,Consum,,-0.3590522,39.4733891,-39970,4394178,consum,58
POINT (-0.3704291 39.4954963),Mercadona,supermarket,,,,,,,,,Mercadona,Mercadona,,-0.3704291,39.4954963,-41236,4396639,mercadona,53
POINT (-0.3580375 39.4729859),,,restaurant,,,,,,,,,,,-0.3580375,39.4729859,-39857,4394133,,-1
POINT (-0.369806 39.445111),Estación de Servicio Repsol,yes,fuel,,,,,Avinguda de Ausiàs March,118,,Repsol,Repsol,,-0.369806,39.445111,-41167,4391030,estación de servicio repsol,-1
POINT (-0.3760348 39.4706231),Burger King,,fast_food,,,,,Plaça de l'Ajuntament,19,,Burger King,,burger,-0.3760348,39.4706231,-41860,4393870,burger king,228
POINT (-0.3773816 39.4712948),Banco Sabadell,,bank,,,,,Carrer de Cotanda,,,Banco Sabadell,,,-0.3773816,39.4712948,-42010,4393945,banco sabadell,233
POINT (-0.3802543 39.468156),San Augustin,,restaurant,,,,,,,,,,,-0.3802543,39.468156,-42330,4393595,san augustin,208
POINT (-0.3761573 39.4739678),Estanco Santa Catalina,tobacco,,,,,,Plaça de Santa Catalina,9,46001,,,,-0.3761573,39.4739678,-41874,4394242,estanco santa catalina,230
POINT (-0.3760298 39.473825),CyT Canas y Tapas,,restaurant,,,,,,,,Restaurante Popular,,,-0.3760298,39.473825,-41860,4394226,cyt canas y tapas,230
POINT (-0.3757182 39.4700642),Óptica Universitaria,optician,,,,,,,,,,,,-0.3757182,39.4700642,-41825,4393808,óptica universitaria,218
POINT (-0.3765896 39.472042),Subway,,fast_food,,,,,,,,Subway,,sandwich,-0.3765896,39.472042,-41922,4394028,subway,-1
POINT (-0.3713858 39.4894517),Tabacco,kiosk,,,,,,,,,,,,-0.3713858,39.4894517,-41343,4395966,tabacco,87
POINT (-0.3710206 39.4959392),Solaz,,cafe,,,,,,,,,,,-0.3710206,39.4959392,-41302,4396688,solaz,53
POINT (-0.3776649 39.4714708),La Terrazza,,restaurant,,,,,,,,,,,-0.3776649,39.4714708,-42042,4393964,la terrazza,-1
POINT (-0.371654 39.4954047),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.371654,39.4954047,-41373,4396628,caixabank,53
POINT (-0.3754761 39.4705459),Banco Santander,,bank,,,,,,,,Banco Santander,,,-0.3754761,39.4705459,-41798,4393861,banco santander,-1
POINT (-0.3776116 39.4713212),,,bank,,,,,,,,,,,-0.3776116,39.4713212,-42036,4393947,,233
POINT (-0.3757222 39.4749622),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-0.3757222,39.4749622,-41825,4394353,mcdonald's,229
POINT (-0.3761283 39.4733028),Sagardi Valencia,,restaurant,,,,,,,46002,,Gruppe Sagardi,regional;spanish,-0.3761283,39.4733028,-41871,4394168,sagardi valencia,-1
POINT (-0.3717314 39.4953131),,,atm,,,,,,,,,Bancaja,,-0.3717314,39.4953131,-41381,4396618,,53
POINT (-0.3718504 39.4951051),BBVA,,bank,,,,,,,,BBVA,,,-0.3718504,39.4951051,-41394,4396595,bbva,53
POINT (-0.3788727 39.4697562),Bancaja,,bank,,,,,,,,,,,-0.3788727,39.4697562,-42176,4393773,bancaja,233
POINT (-0.3782673 39.4705239),BBVA,,bank,,,,,,,,BBVA,,,-0.3782673,39.4705239,-42109,4393859,bbva,233
POINT (-0.3765782 39.4719746),Alpargatus,shoes,,,,,,,,,,,,-0.3765782,39.4719746,-41921,4394020,alpargatus,-1
POINT (-0.3771916 39.4715412),Citybank,,bank,,,,,,,,,,,-0.3771916,39.4715412,-41989,4393972,citybank,233
POINT (-0.3433539 39.4819069),Cafetería Pizzeria,,cafe,,,,,,,46022,,,pizza,-0.3433539,39.4819069,-38222,4395126,cafetería pizzeria,14
POINT (-0.343679 39.4820166),Tarongeria,,fast_food,,,,,,,46022,,,,-0.343679,39.4820166,-38258,4395138,tarongeria,14
POINT (-0.3441213 39.4811474),Cafetería Ágora,,fast_food,,,,,,,,,,,-0.3441213,39.4811474,-38308,4395041,cafetería ágora,14
POINT (-0.345849 39.4621479),Farmacia Gregorio,,pharmacy,,pharmacy,,,,,,,,,-0.345849,39.4621479,-38500,4392926,farmacia gregorio,109
POINT (-0.3425124 39.4607232),"Farmacia Gorrochategui-Villuendas, c.b",,pharmacy,,pharmacy,,,,,,,,,-0.3425124,39.4607232,-38128,4392768,"farmacia gorrochategui-villuendas, c.b",-1
POINT (-0.3875112 39.4804892),Europcar,,car_rental,,,,,,,,Europcar,,,-0.3875112,39.4804892,-43138,4394968,europcar,73
POINT (-0.4146017 39.4682703),,,pharmacy,,pharmacy,,,,,,,,,-0.4146017,39.4682703,-46153,4393608,,19
POINT (-0.3571894 39.4692597),Zazu Lounge Shisha Bar,,bar,,,,,"Plaça del Periodista Ros Belda, 6, 46021 València, Valencia, Spain",,,,,spanish,-0.3571894,39.4692597,-39762,4393718,zazu lounge shisha bar,101
POINT (-0.3620387 39.4830345),Gimnasio Campvs Gym,,,,,,sports_centre,,,,,,,-0.3620387,39.4830345,-40302,4395251,gimnasio campvs gym,-1
POINT (-0.3927004 39.4539689),Piel Antonio López,clothes,,,,,,,,,,,,-0.3927004,39.4539689,-43715,4392016,piel antonio lópez,50
POINT (-0.391148 39.4540495),Aamir Alimentación,convenience,,,,,,,,,,,,-0.391148,39.4540495,-43543,4392025,aamir alimentación,50
POINT (-0.3916868 39.454153),Valiente,,,,,insurance,,,,,,,,-0.3916868,39.454153,-43603,4392036,valiente,50
POINT (-0.3900545 39.4535365),Style,shoes,,,,,,,,,,,,-0.3900545,39.4535365,-43421,4391968,style,50
POINT (-0.4004963 39.459506),,,pharmacy,,pharmacy,,,,,,,,,-0.4004963,39.459506,-44583,4392632,,27
POINT (-0.3899117 39.4528829),La Barraca,,fast_food,,,,,,,,,,regional,-0.3899117,39.4528829,-43405,4391895,la barraca,50
POINT (-0.3887622 39.4528112),Emily,clothes,,,,,,,,,,,,-0.3887622,39.4528112,-43277,4391887,emily,50
