geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Cordoba_hdbscan_5_5
POINT (-4.786605799137845 37.911413185091625),Colegio Santísima Trinidad - Sansueña,,school,,,,,,,,,,,-4.786605799137845,37.911413185091625,-532845,4220299,colegio santísima trinidad - sansueña,-1
POINT (-4.776507474567784 37.861798319207885),Instituto de Educación Secundaria Guadalquivir,,school,,,,,,,,,,,-4.776507474567784,37.861798319207885,-531721,4214775,instituto de educación secundaria guadalquivir,20
POINT (-4.778166251569393 37.86264337560413),Instituto de Educación Secundaria Averroes,,school,,,,,,,,,,,-4.778166251569393,37.86264337560413,-531905,4214869,instituto de educación secundaria averroes,20
POINT (-4.785646792670979 37.85965731811586),Colegio de Educación Infantil y Primaria Gloria Fuertes,,school,,,,,,,,,,,-4.785646792670979,37.85965731811586,-532738,4214537,colegio de educación infantil y primaria gloria fuertes,13
POINT (-4.780870709981445 37.85674904826019),C.P. Inf. Pri. Federico García Lorca,,school,,,,,,,,,,,-4.780870709981445,37.85674904826019,-532207,4214213,c.p. inf. pri. federico garcía lorca,-1
POINT (-4.786287111010881 37.87232467122538),Instituto de Educación Secundaria Séneca,,school,,,,,,,,,Junta de Andalucía,,-4.786287111010881,37.87232467122538,-532809,4215947,instituto de educación secundaria séneca,-1
POINT (-4.789160360428963 37.87020535420802),La Ciudad de los Niños y las Niñas,,,,,,park,,,,,,,-4.789160360428963,37.87020535420802,-533129,4215711,la ciudad de los niños y las niñas,-1
POINT (-4.791658482557378 37.86891645571601),Hospital Provincial,,hospital,,hospital,,,,,,,,,-4.791658482557378,37.86891645571601,-533407,4215568,hospital provincial,-1
POINT (-4.7763046910783205 37.88107929868795),Casa Góngora,,arts_centre,,,,,,,,,,,-4.7763046910783205,37.88107929868795,-531698,4216922,casa góngora,76
POINT (-4.757692726398878 37.9013407033226),Parque de la R,,,,,,park,,,,,,,-4.757692726398878,37.9013407033226,-529626,4219177,parque de la r,-1
POINT (-4.759520937121834 37.901555612374246),,,,,,,park,,,,,,,-4.759520937121834,37.901555612374246,-529830,4219201,,-1
POINT (-4.761088027492014 37.89305840740812),"I.D.M.""Piscinas Lepanto"" Aira",,,,,,sports_centre,,,,,,,-4.761088027492014,37.89305840740812,-530004,4218255,"i.d.m.""piscinas lepanto"" aira",-1
POINT (-4.795017417118837 37.86568677278957),Facultad de Medicina,,university,,,,,,,,,,,-4.795017417118837,37.86568677278957,-533781,4215208,facultad de medicina,-1
POINT (-4.791204261625538 37.86714535510495),E.U. Enfermería,,university,,,,,,,,,,,-4.791204261625538,37.86714535510495,-533357,4215371,e.u. enfermería,-1
POINT (-4.793812633652272 37.86477635733176),Colegio Mayor Lucio Anneo Séneca,,university,,,,,,,,,,,-4.793812633652272,37.86477635733176,-533647,4215107,colegio mayor lucio anneo séneca,-1
POINT (-4.79561855224972 37.86443189937965),Escuela de Medicina,,university,,,,,,,,,,,-4.79561855224972,37.86443189937965,-533848,4215069,escuela de medicina,-1
POINT (-4.783142139799014 37.87510705809325),Alcázar de los Reyes Cristianos,,,attraction,,,,,,,,,,-4.783142139799014,37.87510705809325,-532459,4216257,alcázar de los reyes cristianos,-1
POINT (-4.793959734637583 37.86927124440805),Glorieta del Maestro José de Tapia,,,,,,park,,,,,,,-4.793959734637583,37.86927124440805,-533664,4215607,glorieta del maestro josé de tapia,-1
POINT (-4.795193476771773 37.87141545604244),Instalaciones Deportivas Municipales El Fontanar,,,,,,sports_centre,,,,,,,-4.795193476771773,37.87141545604244,-533801,4215846,instalaciones deportivas municipales el fontanar,-1
POINT (-4.774055203778945 37.8937984731388),Colegio de Educación Infantil y Primaria Virgen del Carmen,,school,,,,,,,,,,,-4.774055203778945,37.8937984731388,-531448,4218338,colegio de educación infantil y primaria virgen del carmen,-1
POINT (-4.767975254352986 37.89588616521205),Colegio de Educación Infantil y Primaria Alcalde Pedro Barbudo,,school,,,,,,,,,,,-4.767975254352986,37.89588616521205,-530771,4218570,colegio de educación infantil y primaria alcalde pedro barbudo,-1
POINT (-4.77936950632828 37.89049167474461),,,school,,,,,,,,,,,-4.77936950632828,37.89049167474461,-532039,4217970,,62
POINT (-4.777763576220784 37.88940492971079),Grupo Escolar Colón,,school,,,,,,,,,,,-4.777763576220784,37.88940492971079,-531861,4217849,grupo escolar colón,-1
POINT (-4.7772166403027025 37.89143817113707),Facultad de Ciencias del Trabajo,,university,,,,,,,,,,,-4.7772166403027025,37.89143817113707,-531800,4218075,facultad de ciencias del trabajo,-1
POINT (-4.767484911180617 37.89735937424215),Nuestra señora de la Soledad,,school,,,,,,,,,,,-4.767484911180617,37.89735937424215,-530716,4218734,nuestra señora de la soledad,-1
POINT (-4.784808833914915 37.87602765178283),Colegio de Educación Infantil y Primaria Santos Mártires,,school,,,,,,,,,,,-4.784808833914915,37.87602765178283,-532645,4216359,colegio de educación infantil y primaria santos mártires,-1
POINT (-4.765973836315211 37.89853020098116),Parque Doctor Alfonso Carpintero,,,,,,park,,,,,,,-4.765973836315211,37.89853020098116,-530548,4218864,parque doctor alfonso carpintero,-1
POINT (-4.796119744540666 37.877062926584344),Instituto de Educación Secundaria Alhakén II,,school,,,,,,,,,,,-4.796119744540666,37.877062926584344,-533904,4216475,instituto de educación secundaria alhakén ii,-1
POINT (-4.797180742338366 37.868410888678504),Hospital Universitario Reina Sofía,,hospital,,hospital,,,,,,,,,-4.797180742338366,37.868410888678504,-534022,4215512,hospital universitario reina sofía,-1
POINT (-4.756417941472302 37.90058184828214),Colegio de Educación Infantil y Primaria Aljoxani,,school,,,,,,,,,,,-4.756417941472302,37.90058184828214,-529484,4219093,colegio de educación infantil y primaria aljoxani,-1
POINT (-4.7511026119774655 37.89818318374891),Colegio Concertado Séneca Sociedad Cooperativa Andaluza,,school,,,,,Calle Escritor Almeida Garret,1,,,,,-4.7511026119774655,37.89818318374891,-528893,4218826,colegio concertado séneca sociedad cooperativa andaluza,21
POINT (-4.752243583284831 37.89442900855662),,,,,,,park,,,,,,,-4.752243583284831,37.89442900855662,-529020,4218408,,-1
POINT (-4.7540460109629326 37.88945110004183),Colegio Público San Vicente Ferrer,,school,,,,,,,,,Junta de Andalucía,,-4.7540460109629326,37.88945110004183,-529220,4217854,colegio público san vicente ferrer,-1
POINT (-4.750262956603715 37.88853631915264),Parque del Granadal,,,,,,park,,,,,,,-4.750262956603715,37.88853631915264,-528799,4217752,parque del granadal,-1
POINT (-4.747837653504293 37.893502782101415),Carrefour,supermarket,,,,,,,,,Carrefour,,,-4.747837653504293,37.893502782101415,-528529,4218305,carrefour,-1
POINT (-4.7604166194504565 37.88293044779266),Colegio Cervantes,,school,,,,,,,,,,,-4.7604166194504565,37.88293044779266,-529930,4217128,colegio cervantes,-1
POINT (-4.760415132746969 37.87894040701447),Colegio de Educación Infantil y Primaria Santuario,,school,,,,,Avenida Calderón de la Barca,,14010.0,,,,-4.760415132746969,37.87894040701447,-529929,4216684,colegio de educación infantil y primaria santuario,40
POINT (-4.776851750508881 37.86471799814943),Colegio de Educación Infantil y Primaria José Luis Cabrera,,school,,,,,,,,,,,-4.776851750508881,37.86471799814943,-531759,4215100,colegio de educación infantil y primaria josé luis cabrera,-1
POINT (-4.77659137336161 37.86702418351842),Colegio de Educación Infantil y Primaria San Juan de la Cruz,,school,,,,,,,,,,,-4.77659137336161,37.86702418351842,-531730,4215357,colegio de educación infantil y primaria san juan de la cruz,-1
POINT (-4.715171948542015 37.907855684279),,,,,,,park,,,,,,,-4.715171948542015,37.907855684279,-524893,4219902,,9
POINT (-4.768607619452576 37.8800737634541),Parque Ruth y José,,,,,,park,,,,,,,-4.768607619452576,37.8800737634541,-530841,4216810,parque ruth y josé,-1
POINT (-4.769647044510145 37.880546732670176),Molino de Martos,,,attraction,,,,,,,,,,-4.769647044510145,37.880546732670176,-530957,4216862,molino de martos,-1
POINT (-4.767328139765099 37.881420762560204),Jardín Puerta de Baeza,,,,,,park,,,,,,,-4.767328139765099,37.881420762560204,-530699,4216960,jardín puerta de baeza,30
POINT (-4.768822273498454 37.88151492631716),Colegio de Educación Infantil y Primaria Caballeros de Santiago,,school,,,,,,,,,,,-4.768822273498454,37.88151492631716,-530865,4216970,colegio de educación infantil y primaria caballeros de santiago,30
POINT (-4.76847660558286 37.883457277926574),,,,,,,park,,,,,,,-4.76847660558286,37.883457277926574,-530827,4217186,,-1
POINT (-4.766058336001516 37.89115121684674),Colegio de Padres Trinitarios,,school,,,,,,,,,,,-4.766058336001516,37.89115121684674,-530558,4218043,colegio de padres trinitarios,-1
POINT (-4.785705625892685 37.87001485356108),Aula José Celestino Mutis,,,museum,,,,,,,,,,-4.785705625892685,37.87001485356108,-532745,4215690,aula josé celestino mutis,-1
POINT (-4.7738396973372295 37.87790172018721),Parque de Miraflores,,,,,,park,,,,,,,-4.7738396973372295,37.87790172018721,-531424,4216568,parque de miraflores,-1
POINT (-4.803483563030303 37.880615349686046),Pistas del Cordobés,,,,,,sports_centre,,,,,,,-4.803483563030303,37.880615349686046,-534724,4216870,pistas del cordobés,-1
POINT (-4.800001095219137 37.8789511032056),Centro Deportivo Poniente,,,,,,sports_centre,Avenida de Manolete,,,,,,-4.800001095219137,37.8789511032056,-534336,4216685,centro deportivo poniente,-1
POINT (-4.800868226040948 37.88168925484413),,,,,,,park,,,,,,,-4.800868226040948,37.88168925484413,-534433,4216990,,-1
POINT (-4.767658381397636 37.87572327800327),Balcón del Guadalquivir,,,,,,park,,,,,,,-4.767658381397636,37.87572327800327,-530736,4216326,balcón del guadalquivir,-1
POINT (-4.773844222998542 37.90259285700805),,,,,,,park,,,,,,,-4.773844222998542,37.90259285700805,-531424,4219317,,-1
POINT (-4.800324539039463 37.887932820580176),,,,,,,park,,,,,,,-4.800324539039463,37.887932820580176,-534372,4217685,,37
POINT (-4.8001318257918255 37.88715808150238),,,,,,,park,,,,,,,-4.8001318257918255,37.88715808150238,-534351,4217598,,37
POINT (-4.777911902469878 37.89508630169868),I.M.D. Valdeolleros,,,,,,sports_centre,,,,,,,-4.777911902469878,37.89508630169868,-531877,4218481,i.m.d. valdeolleros,-1
POINT (-4.775383346651734 37.89610277734847),Colegio de Educación Infantil y Primaria Hernán Ruiz,,school,,,,,,,,,,,-4.775383346651734,37.89610277734847,-531596,4218594,colegio de educación infantil y primaria hernán ruiz,39
POINT (-4.77173136640315 37.88829682996342),Colegio Jesús Nazareno,,school,,,,,,,,,,,-4.77173136640315,37.88829682996342,-531189,4217725,colegio jesús nazareno,49
POINT (-4.767414668695197 37.88897811902046),Teatro Avanti,,theatre,,,,,,,,,,,-4.767414668695197,37.88897811902046,-530709,4217801,teatro avanti,45
POINT (-4.797997050648975 37.88221129631202),Colegio de Educación Infantil y Primaria Salvador Vinuesa,,school,,,,,,,,,,,-4.797997050648975,37.88221129631202,-534113,4217048,colegio de educación infantil y primaria salvador vinuesa,44
POINT (-4.79548783932172 37.88373662412428),Instituto de Educación Secundaria Medina Azahara,,school,,,,,Gran Vía Parque,2,14005.0,,,,-4.79548783932172,37.88373662412428,-533834,4217218,instituto de educación secundaria medina azahara,58
POINT (-4.7969637276231625 37.88203656939916),,,,,,,park,,,,,,,-4.7969637276231625,37.88203656939916,-533998,4217028,,-1
POINT (-4.795834758314756 37.88133624410847),Centro de Salud Poniente,,clinic,,clinic,,,Calle Rafael Márquez Mazzantini,,14005.0,,Servicio Andaluz de Salud,,-4.795834758314756,37.88133624410847,-533872,4216950,centro de salud poniente,-1
POINT (-4.779243643576832 37.88732369805646),Colegio Divina Pastora,,school,,,,,,,,,,,-4.779243643576832,37.88732369805646,-532025,4217617,colegio divina pastora,-1
POINT (-4.780778527334638 37.88273704040358),Colegio Sagrado Corazón,,school,,,,,,,,,,,-4.780778527334638,37.88273704040358,-532196,4217106,colegio sagrado corazón,-1
POINT (-4.781515873086957 37.88243098855289),Colegio Sagrado Corazón,,school,,,,,,,,,,,-4.781515873086957,37.88243098855289,-532278,4217072,colegio sagrado corazón,-1
POINT (-4.785298083356762 37.88441474883259),Quiosco Joven,,,attraction,,,bandstand,,,,,,,-4.785298083356762,37.88441474883259,-532699,4217293,quiosco joven,-1
POINT (-4.791232532305789 37.876538657336965),Palacio Municipal de Deportes Vista Alegre,,,,,,sports_centre,,,,,,,-4.791232532305789,37.876538657336965,-533360,4216416,palacio municipal de deportes vista alegre,-1
POINT (-4.764964026697387 37.891368939573894),Jardines del Músico Pedro Gámez Laserna,,,,,,park,,,,,,,-4.764964026697387,37.891368939573894,-530436,4218067,jardines del músico pedro gámez laserna,-1
POINT (-4.763818527343003 37.89419563405795),,,,,,,park,,,,,,,-4.763818527343003,37.89419563405795,-530308,4218382,,-1
POINT (-4.763094850585828 37.89523888578597),Parque de la Luna,,,,,,park,,,,,,,-4.763094850585828,37.89523888578597,-530228,4218498,parque de la luna,-1
POINT (-4.758422920012932 37.89567489360113),Instituto de Educación Secundaria Blas Infante,,school,,,,,,,,,,,-4.758422920012932,37.89567489360113,-529708,4218547,instituto de educación secundaria blas infante,25
POINT (-4.7601224318536195 37.897653326388664),Colegio de Educación Infantil y Primaria Juan Rufo,,school,,,,,Pasaje de la Sociedad de Plateros,,,,,,-4.7601224318536195,37.897653326388664,-529897,4218767,colegio de educación infantil y primaria juan rufo,25
POINT (-4.752623959001096 37.89304135334273),Jardines de Fidiana,,,,,,park,,,,,,,-4.752623959001096,37.89304135334273,-529062,4218253,jardines de fidiana,23
POINT (-4.750838955104064 37.89340875727015),Jardines Olimpo,,,,,,park,,,,,,,-4.750838955104064,37.89340875727015,-528863,4218294,jardines olimpo,-1
POINT (-4.780136005075292 37.90901505787418),Plaza Bellavista,,,,,,park,,,,,,,-4.780136005075292,37.90901505787418,-532125,4220032,plaza bellavista,15
POINT (-4.779212225430926 37.91202670787014),Instalaciones Deportivas El Naranjo,,,,,,sports_centre,,,,,,,-4.779212225430926,37.91202670787014,-532022,4220367,instalaciones deportivas el naranjo,15
POINT (-4.796085683630974 37.91341612192036),Restaurante La Bodega del Caballo Rojo,,restaurant,,,,,,,,,,,-4.796085683630974,37.91341612192036,-533900,4220521,restaurante la bodega del caballo rojo,-1
POINT (-4.77354762345008 37.889347785798364),Cine de Verano Olimpia,,cinema,,,,,,,,,,,-4.77354762345008,37.889347785798364,-531391,4217842,cine de verano olimpia,49
POINT (-4.80104662124208 37.868119345736275),Instalaciones Deportivas Universitarias,,,,,,sports_centre,,,,,,,-4.80104662124208,37.868119345736275,-534453,4215479,instalaciones deportivas universitarias,-1
POINT (-4.779932905198434 37.880393339238196),Baños de Santa María,,,attraction,,,,,,,,,,-4.779932905198434,37.880393339238196,-532102,4216845,baños de santa maría,86
POINT (-4.7796184 37.8803526),Calleja de las Flores,,,attraction,,,,,,,,,,-4.7796184,37.8803526,-532067,4216841,calleja de las flores,86
POINT (-4.7766327567213285 37.87952760293627),Baños de la Pescadería,,,attraction,,,,,,,,,,-4.7766327567213285,37.87952760293627,-531735,4216749,baños de la pescadería,84
POINT (-4.779507151840996 37.880542373728204),Plaza de las Flores,,,attraction,,,,,,,,,,-4.779507151840996,37.880542373728204,-532055,4216862,plaza de las flores,86
POINT (-4.789040654007506 37.89409373757897),Jardines Federica Montseny,,,,,,park,,,,,,,-4.789040654007506,37.89409373757897,-533116,4218371,jardines federica montseny,-1
POINT (-4.785746522208255 37.88180721903016),,,school,,,,,,,,,,,-4.785746522208255,37.88180721903016,-532749,4217003,,-1
POINT (-4.756449814939613 37.8892706148449),Instituto de Educación Secundaria Santa Catalina de Siena,,school,,,,,,,,,,,-4.756449814939613,37.8892706148449,-529488,4217834,instituto de educación secundaria santa catalina de siena,-1
POINT (-4.76679538832667 37.88466776352648),Jardín de la niña del milagro,,,,,,park,,,,,,,-4.76679538832667,37.88466776352648,-530640,4217321,jardín de la niña del milagro,-1
POINT (-4.749408316929528 37.89101709301361),Parque Celia Méndez,,,,,,park,,,,,,,-4.749408316929528,37.89101709301361,-528704,4218028,parque celia méndez,-1
POINT (-4.756242692773925 37.92965373332541),Parque Paraíso Arenal,,,,,,park,,,,,,,-4.756242692773925,37.92965373332541,-529465,4222329,parque paraíso arenal,6
POINT (-4.793667680449187 37.8754382924741),Parque de las Generaciones,,,,,,park,,,,,,,-4.793667680449187,37.8754382924741,-533631,4216294,parque de las generaciones,-1
POINT (-4.786510021408973 37.87915325646481),Plaza de la Constitución,,,,,,park,,,,,,,-4.786510021408973,37.87915325646481,-532834,4216707,plaza de la constitución,-1
POINT (-4.722300735709789 37.913161168598286),Pabellón Polideportivo La Areté,,,,,,sports_centre,,,,,,,-4.722300735709789,37.913161168598286,-525687,4220493,pabellón polideportivo la areté,10
POINT (-4.717772906935143 37.91439031216778),Teatro Griego,,theatre,,,,,,,,,,,-4.717772906935143,37.91439031216778,-525182,4220630,teatro griego,10
POINT (-4.721571600413661 37.91561706282398),Edificio Ramón y Cajal,,university,,,,,,,,,,,-4.721571600413661,37.91561706282398,-525605,4220766,edificio ramón y cajal,10
POINT (-4.717116301223384 37.91394014442803),,,,,,,park,,,,,,,-4.717116301223384,37.91394014442803,-525109,4220580,,10
POINT (-4.808720639118341 37.89457049034334),Corte Inglés Ronda Poniente,mall,,,,,,,,,,,,-4.808720639118341,37.89457049034334,-535307,4218424,corte inglés ronda poniente,16
POINT (-4.667991457753978 37.93664516261559),,,,,,,sports_centre,,,,,,,-4.667991457753978,37.93664516261559,-519641,4223107,,5
POINT (-4.771687217850983 37.87569760223686),Creación Contemporánea de Andalucía - C3A,,arts_centre,,,,,,,,,,,-4.771687217850983,37.87569760223686,-531184,4216323,creación contemporánea de andalucía - c3a,-1
POINT (-4.761567077524691 37.88004943524644),Instituto de Educación Secundaria La Fuensanta,,school,,,,,Avenida Calderón de la Barca,,14010.0,,,,-4.761567077524691,37.88004943524644,-530058,4216807,instituto de educación secundaria la fuensanta,-1
POINT (-4.7611381463369336 37.881301418753814),Colegio Calderón de la Barca,,school,,,,,,,,,,,-4.7611381463369336,37.881301418753814,-530010,4216946,colegio calderón de la barca,-1
POINT (-4.72108761121449 37.91550932937726),Campus de Rabanales,,university,,,,,,,,,,,-4.72108761121449,37.91550932937726,-525551,4220754,campus de rabanales,10
POINT (-4.721712135850558 37.91508982577897),Piscina Campus de Rabanales,,,,,,sports_centre,,,,,,,-4.721712135850558,37.91508982577897,-525621,4220708,piscina campus de rabanales,10
POINT (-4.724602066451359 37.914294621959115),Residencia Lucano,,,hostel,,,,,,,,,,-4.724602066451359,37.914294621959115,-525943,4220619,residencia lucano,10
POINT (-4.719266092307731 37.91446402567086),,,,,,,park,,,,,,,-4.719266092307731,37.91446402567086,-525349,4220638,,10
POINT (-4.762567237422744 37.89278857280751),Parque Elena Moyano Madre Coraje,,,,,,park,,,,,,,-4.762567237422744,37.89278857280751,-530169,4218225,parque elena moyano madre coraje,-1
POINT (-4.7612270991379875 37.89362594863158),Colegio Franciscanos,,school,,,,,,,,,,,-4.7612270991379875,37.89362594863158,-530020,4218318,colegio franciscanos,33
POINT (-4.75821757089353 37.89743493374718),,,,,,,park,,,,,,,-4.75821757089353,37.89743493374718,-529685,4218742,,25
POINT (-4.807350860558286 37.849013310395875),Centro de Control Animal Sadeco,,veterinary,,,,,,,,,,,-4.807350860558286,37.849013310395875,-535154,4213352,centro de control animal sadeco,-1
POINT (-4.764067959622244 37.891636932706454),Biblioteca Central Antonio Gala,,library,,,,,Avenida Ronda del Marrubial,,,,,,-4.764067959622244,37.891636932706454,-530336,4218097,biblioteca central antonio gala,-1
POINT (-4.780129477993865 37.883567886526166),Teatro Góngora,,theatre,,,,,,,,,,,-4.780129477993865,37.883567886526166,-532124,4217199,teatro góngora,89
POINT (-4.762285931937052 37.88301398498087),Instalaciones Deportivas Municipales La Fuensanta,,,,,,sports_centre,,,,,,,-4.762285931937052,37.88301398498087,-530138,4217137,instalaciones deportivas municipales la fuensanta,47
POINT (-4.789005440988995 37.885830755615835),Gerencia Municipal de Urbanismo,,,,,government,,,,,,,,-4.789005440988995,37.885830755615835,-533112,4217451,gerencia municipal de urbanismo,-1
POINT (-4.787725875781468 37.873444400507466),Teatro de la Axerquía,,theatre,,,,,,,,,,,-4.787725875781468,37.873444400507466,-532970,4216072,teatro de la axerquía,-1
POINT (-4.766797737029005 37.88143211419573),Servicio Andaluz de Empleo,,,,,employment_agency,,Campo Madre de Dios,4,14010.0,,Junta de Andalucía,,-4.766797737029005,37.88143211419573,-530640,4216961,servicio andaluz de empleo,-1
POINT (-4.781109923849621 37.895865885211016),,,,,,,park,,,,,,,-4.781109923849621,37.895865885211016,-532233,4218568,,34
POINT (-4.781105956668549 37.89643156907444),,,,,,,park,,,,,,,-4.781105956668549,37.89643156907444,-532233,4218631,,-1
POINT (-4.788761086220236 37.875811176683285),,,,,,,park,,,,,,,-4.788761086220236,37.875811176683285,-533085,4216335,,64
POINT (-4.787956469218465 37.87578416762304),Jardines de los Custodios,,,,,,park,,,,,,,-4.787956469218465,37.87578416762304,-532995,4216332,jardines de los custodios,64
POINT (-4.7900474256934835 37.87269064414326),Parque Cruz Conde,,,,,,park,,,,,,,-4.7900474256934835,37.87269064414326,-533228,4215988,parque cruz conde,-1
POINT (-4.792882950599064 37.87581689566817),,,,,,,park,,,,,,,-4.792882950599064,37.87581689566817,-533544,4216336,,-1
POINT (-4.853065855900037 37.8685686491396),,,clinic,,clinic,,,,,,,,,-4.853065855900037,37.8685686491396,-540243,4215529,,-1
POINT (-4.754508041160796 37.886201697940415),Centro de Educación Secundaria Lope de Vega,,school,,,,,Calle de las Peñas Cordobesas,,,,,,-4.754508041160796,37.886201697940415,-529272,4217492,centro de educación secundaria lope de vega,31
POINT (-4.75564507662176 37.88522441475142),Colegio Diocesano San Rafael del Señor Obispo,,school,,,,,Calle de las Peñas Cordobesas,2,14010.0,,,,-4.75564507662176,37.88522441475142,-529398,4217383,colegio diocesano san rafael del señor obispo,31
POINT (-4.682968818077582 37.892740129018215),Las Palmeras,,restaurant,,,,,,,,,,,-4.682968818077582,37.892740129018215,-521308,4218220,las palmeras,-1
POINT (-4.782482573208607 37.87961745193985),Capilla de San Bartolomé,,place_of_worship,attraction,,,,,,,,,,-4.782482573208607,37.87961745193985,-532386,4216759,capilla de san bartolomé,86
POINT (-4.782485417412285 37.88134707102486),Casa del Indiano,,,attraction,,,,,,,,,,-4.782485417412285,37.88134707102486,-532386,4216952,casa del indiano,-1
POINT (-4.756471437231962 37.89189434143817),Crisan Formación,,school,,,,,,,,,,,-4.756471437231962,37.89189434143817,-529490,4218126,crisan formación,23
POINT (-4.796105991463875 37.88530484129058),Plaza Poeta Ibn Zaydun,,,,,,park,,,,,,,-4.796105991463875,37.88530484129058,-533903,4217392,plaza poeta ibn zaydun,-1
POINT (-4.798887812915354 37.883502053681994),,,,,,,park,,,,,,,-4.798887812915354,37.883502053681994,-534212,4217191,,44
POINT (-4.821403381572986 37.90317652463466),Club Hípico,,,,,,sports_centre,,,,,,,-4.821403381572986,37.90317652463466,-536719,4219382,club hípico,-1
POINT (-4.8330216875713745 37.9022000226669),Restaurante Castillo de la Albaida,,restaurant,,,,,,,,,,,-4.8330216875713745,37.9022000226669,-538012,4219273,restaurante castillo de la albaida,-1
POINT (-4.872837347031595 37.90263543465625),KalmaChicha Natural Street Food,,restaurant,,,,,,,,,,burger;pizza,-4.872837347031595,37.90263543465625,-542444,4219321,kalmachicha natural street food,-1
POINT (-4.779981891084984 37.87678264466206),Molino de la Albolafia,,,attraction,,,,,,,,,,-4.779981891084984,37.87678264466206,-532108,4216443,molino de la albolafia,-1
POINT (-4.77892759807603 37.87580685599515),Molino de Pápalo,,,attraction,,,,,,,,,,-4.77892759807603,37.87580685599515,-531990,4216335,molino de pápalo,28
POINT (-4.777489644529433 37.87507750349191),Molino de San Antonio,,,attraction,,,,,,,,,,-4.777489644529433,37.87507750349191,-531830,4216254,molino de san antonio,28
POINT (-4.753111265985895 37.9223232256844),Restaurante Cuevas Romanas,,restaurant,,,,,,,14005.0,,,,-4.753111265985895,37.9223232256844,-529116,4221513,restaurante cuevas romanas,6
POINT (-4.713480985640552 37.90412938035778),Guiamobel,furniture,,,,,,Calle Diego Galván,257B,14014.0,,,,-4.713480985640552,37.90412938035778,-524705,4219488,guiamobel,9
POINT (-4.714235727216404 37.90179021555068),Bidafarma Córdoba,,,,,company,,Calle Gabriel Ramos Bejarano,279,14014.0,,,,-4.714235727216404,37.90179021555068,-524789,4219227,bidafarma córdoba,-1
POINT (-4.714654371325085 37.903922845898926),Saneamientos Cruz,bathroom_furnishing,,,,,,Calle Diego Galván,283,14014.0,,,,-4.714654371325085,37.903922845898926,-524835,4219465,saneamientos cruz,9
POINT (-4.726703658329726 37.89965175051445),Comluve Córdoba,car,,,,,,Calle Gabriel Ramos Bejarano,100A,,Toyota,,,-4.726703658329726,37.89965175051445,-526177,4218989,comluve córdoba,8
POINT (-4.734085232490288 37.89847391508585),Makro,wholesale,,,,,,Calle de Polonia,,14014.0,Makro,,,-4.734085232490288,37.89847391508585,-526998,4218858,makro,8
POINT (-4.73614755 37.899790949999996),Mercadona,supermarket,,,,,,Calle de Noruega,,14014.0,Mercadona,,,-4.73614755,37.899790949999996,-527228,4219005,mercadona,8
POINT (-4.73820877121362 37.897940828839765),Muebles Peralta - Mooblo,furniture,,,,,,Calle de Polonia,,14014.0,,,,-4.73820877121362,37.897940828839765,-527457,4218799,muebles peralta - mooblo,8
POINT (-4.737792823089224 37.89785745713637),Rapimueble,furniture,,,,,,Calle de Polonia,,14014.0,,,,-4.737792823089224,37.89785745713637,-527411,4218789,rapimueble,8
POINT (-4.737159373295472 37.897772034352705),Don Rebajón,furniture,,,,,,Calle de Polonia,,14014.0,,,,-4.737159373295472,37.897772034352705,-527341,4218780,don rebajón,8
POINT (-4.7885225859878675 37.88456736377074),,,,,,educational_institution,,,,,,,,-4.7885225859878675,37.88456736377074,-533058,4217310,,-1
POINT (-4.778881205531423 37.89098701661737),Plaza de Colón,,,,,,park,,,,,,,-4.778881205531423,37.89098701661737,-531985,4218025,plaza de colón,62
POINT (-4.804884338648999 37.93419366600872),Hospital Los Morales,,hospital,,hospital,,,,,,,,,-4.804884338648999,37.93419366600872,-534880,4222834,hospital los morales,-1
POINT (-4.804181564220948 37.93361268458038),,,clinic,,,,,,,,,,,-4.804181564220948,37.93361268458038,-534801,4222770,,-1
POINT (-4.813416381318558 37.92660509548492),Colegio La Aduana,,school,,,,,,,,,,,-4.813416381318558,37.92660509548492,-535830,4221990,colegio la aduana,-1
POINT (-4.762408401383504 37.98055337455022),Restaurante La Gran Parada,,restaurant,,,,,,,,,,,-4.762408401383504,37.98055337455022,-530151,4227995,restaurante la gran parada,1
POINT (-4.768914043537351 37.97794490433083),Restaurante Gran Parada,,restaurant,,,,,,,,,,,-4.768914043537351,37.97794490433083,-530876,4227705,restaurante gran parada,1
POINT (-4.749064158016644 37.892207663058855),Jardines de la Memoria,,,,,,park,,,,,,,-4.749064158016644,37.892207663058855,-528666,4218161,jardines de la memoria,-1
POINT (-4.824172930138613 37.94038952869214),,,bar,,,,,,,,,,,-4.824172930138613,37.94038952869214,-537027,4223524,,-1
POINT (-4.825743791364818 37.940085307124285),Lagar de la Cruz,,restaurant,,,,,,,,,,,-4.825743791364818,37.940085307124285,-537202,4223490,lagar de la cruz,-1
POINT (-4.9121263586103545 37.84895271982998),Consultorio Villarrubia,,doctors,,doctor,,,"PZ De los Rios, s/n",,,,,,-4.9121263586103545,37.84895271982998,-546818,4213345,consultorio villarrubia,3
POINT (-4.7942160881283025 37.882677613929914),Gran Vía Parque,,,,,,park,,,,,,,-4.7942160881283025,37.882677613929914,-533692,4217100,gran vía parque,57
