geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Malaga_hdbscan_5_5
POINT (-4.4225766 36.7192719),Meet Vegano,,restaurant,,,,,Calle Marín García,6,29005.0,,,,-4.4225766,36.7192719,-492321,4087589,meet vegano,142
POINT (-4.4218438 36.7218978),Julieta Coffee,,cafe,,,,,Calle Santa Lucía,9,29008.0,,,breakfast,-4.4218438,36.7218978,-492240,4087882,julieta coffee,142
POINT (-4.4205875 36.7238136),La Destilería,,bar,,,,,Calle Beatas,1,29008.0,,,,-4.4205875,36.7238136,-492100,4088095,la destilería,142
POINT (-4.4249941 36.7214861),Nazareno de Málaga,religion,,,,,,Calle Carretería,2,29008.0,,,,-4.4249941,36.7214861,-492590,4087836,nazareno de málaga,142
POINT (-4.4132974 36.718429),Bar Lovento,,bar,,,,,,,,,,,-4.4132974,36.718429,-491288,4087496,bar lovento,83
POINT (-4.4294516 36.7277532),15 & Kince,,restaurant,,,,,Avenida Arroyo de los Ángeles,9,29009.0,,,,-4.4294516,36.7277532,-493087,4088533,15 & kince,113
POINT (-4.4647374 36.7210582),Papelería Copíxel,stationery,,,,,,Calle Juan de Robles,61,29010.0,,,,-4.4647374,36.7210582,-497015,4087788,papelería copíxel,-1
POINT (-4.4411632 36.7092262),,,pharmacy,,pharmacy,,,Calle Reboul,36,29006.0,,,,-4.4411632,36.7092262,-494390,4086471,,109
POINT (-4.4619911 36.6934413),Noesfacil,general,,,,,,Calle Licurgo,5,29004.0,,,,-4.4619911,36.6934413,-496709,4084714,noesfacil,-1
POINT (-4.4328559 36.7123554),Cajero Bitcoin BATM.pro,,atm,,,,,,,,,BATM.pro,,-4.4328559,36.7123554,-493466,4086819,cajero bitcoin batm.pro,140
POINT (-4.4296043 36.7194361),Telas El Kilómetro,fabric,,,,,,Calle Armengual de la Mota,17,29007.0,,Telas El Kilómetro,,-4.4296043,36.7194361,-493104,4087608,telas el kilómetro,133
POINT (-4.4229761 36.7164264),GBTC Finance,,bureau_de_change,,,,,Calle Vendeja,9,29001.0,,,,-4.4229761,36.7164264,-492366,4087273,gbtc finance,142
POINT (-4.4194824 36.7225777),Tabule,,restaurant,,,,,Calle José Denis Belgrano,23,29010.0,,,lebanese,-4.4194824,36.7225777,-491977,4087957,tabule,142
POINT (-4.4281937 36.7258006),Kettlebell Iberoamérica,,,,,,fitness_centre,Calle La Regente,17,29009.0,,,,-4.4281937,36.7258006,-492947,4088316,kettlebell iberoamérica,113
POINT (-4.5000885 36.7166),Centro de Hidrogeología de la Universidad de Málaga,,,,,research,,Calle Arquitecto Francisco Peñalosa,18,29071.0,,Universidad de Málaga,,-4.5000885,36.7166,-500950,4087292,centro de hidrogeología de la universidad de málaga,24
POINT (-4.4744487 36.6750862),Honda Cotri,car_repair,,,,,,Carril Guetara,,,,,,-4.4744487,36.6750862,-498096,4082671,honda cotri,-1
POINT (-4.4365738 36.7150705),Sakura,,restaurant,,,,,Calle Babel,1,,,,japanese;sushi,-4.4365738,36.7150705,-493879,4087122,sakura,106
POINT (-4.4866785 36.7261315),Aula Apícola y Medioambiental Bee Garden Málaga,,,,,association,,Avenida María Victoria Atencia,23,29010.0,,,,-4.4866785,36.7261315,-499457,4088353,aula apícola y medioambiental bee garden málaga,-1
POINT (-4.4197091 36.7377909),Moreno Mecánica,car_repair,,,,,,Avenida de Las Postas,26,29014.0,,,,-4.4197091,36.7377909,-492002,4089651,moreno mecánica,103
POINT (-4.4219864 36.7229527),Kokoro Manga,anime,,,,,,Calle Nosquera,6,29008.0,,,,-4.4219864,36.7229527,-492256,4087999,kokoro manga,142
POINT (-4.4240951 36.7205086),Dulce canela,pastry,,,,,,,,,,,,-4.4240951,36.7205086,-492490,4087727,dulce canela,142
POINT (-4.3636503 36.7202036),Loly y Toñi,,fast_food,,,,,,,,,,chicken,-4.3636503,36.7202036,-485762,4087693,loly y toñi,39
POINT (-4.477374 36.6592582),,,charging_station,,,,,,,,,,,-4.477374,36.6592582,-498421,4080909,,20
POINT (-4.477386 36.6592141),,,charging_station,,,,,,,,,,,-4.477386,36.6592141,-498423,4080904,,20
POINT (-4.422023 36.740775),Tapa Paco e Isa,,pub,,,,,Calle José Tallaví,8,29014.0,,,,-4.422023,36.740775,-492260,4089983,tapa paco e isa,103
POINT (-4.490906 36.676595),,,atm,,,,,,,,,ING,,-4.490906,36.676595,-499928,4082839,,25
POINT (-4.4546522 36.7056033),Anubis,,pub,,,,,Calle Juan Gris,6,29006.0,,,,-4.4546522,36.7056033,-495892,4086068,anubis,43
POINT (-4.4549997 36.7052853),La Sultana,,bar,,,,,Calle Juan Gris,5,29006.0,,,,-4.4549997,36.7052853,-495931,4086032,la sultana,43
POINT (-4.4320902 36.7184972),Tecnocopia,copyshop,,,,,,Calle Huéscar,,29007.0,,,,-4.4320902,36.7184972,-493380,4087503,tecnocopia,130
POINT (-4.4528836 36.6912087),Llenahi,,restaurant,,,,,Calle Menorca,2,29004.0,,,spanish,-4.4528836,36.6912087,-495695,4084465,llenahi,-1
POINT (-4.4210006 36.7459439),Cerrajería Cerramálaga,locksmith,,,,,,Calle Jerez Perchet,7,29014.0,,,,-4.4210006,36.7459439,-492146,4090558,cerrajería cerramálaga,103
POINT (-4.4238768 36.727149),Cerrajería Cerramálaga,locksmith,,,,,,Calle Duque de Rivas,3,29013.0,,,,-4.4238768,36.727149,-492466,4088466,cerrajería cerramálaga,123
POINT (-4.3639175 36.7216025),Cudeca,second_hand,,,,,,,,,,,,-4.3639175,36.7216025,-485791,4087849,cudeca,39
POINT (-4.4222246 36.7190437),Librería Anticuaria Antonio Mateos,books,,,,,,Calle Esparteros,11,29005.0,,,,-4.4222246,36.7190437,-492282,4087564,librería anticuaria antonio mateos,142
POINT (-4.4197422 36.723941),Isla Negra,books,,,,,,Calle Álamos,15,29012.0,,,,-4.4197422,36.723941,-492006,4088109,isla negra,142
POINT (-4.4383373 36.7120757),Framidasa,,,,,company,,Calle Diego de Almaguer,5,29006.0,,,,-4.4383373,36.7120757,-494076,4086788,framidasa,110
POINT (-4.3240491 36.851656),Finca Serrato,,,guest_house,,,,,,,,,,-4.3240491,36.851656,-481353,4102326,finca serrato,-1
POINT (-4.4160058 36.731122),Foto Vega,camera,,,,,,Calle Santa María Micaela,14,29013.0,,,,-4.4160058,36.731122,-491590,4088909,foto vega,142
POINT (-4.414452 36.728489),Narumi,beauty,,,,,,Calle Cristo de la Epidemia,33,29013.0,,,,-4.414452,36.728489,-491417,4088615,narumi,142
POINT (-4.4213976 36.7497047),Unicaja Banco,,bank,,,,,Calle Alcalde Joaquín Quiles,3,29014.0,Unicaja Banco,Unicaja,,-4.4213976,36.7497047,-492190,4090977,unicaja banco,-1
POINT (-4.4224646 36.7349365),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.4224646,36.7349365,-492309,4089333,,104
POINT (-4.4232202 36.7445713),Unicaja Banco,,bank,,,,,,2,29014.0,Unicaja Banco,Unicaja,,-4.4232202,36.7445713,-492393,4090406,unicaja banco,103
POINT (-4.4427684 36.729003),Unicaja Banco,,bank,,,,,Camino Suárez,86,29010.0,Unicaja Banco,Unicaja,,-4.4427684,36.729003,-494569,4088673,unicaja banco,-1
POINT (-4.4320406 36.7242386),Unicaja Banco,,bank,,,,,,7,29009.0,Unicaja Banco,Unicaja,,-4.4320406,36.7242386,-493375,4088142,unicaja banco,121
POINT (-4.4292239 36.7267789),Unicaja Banco,,bank,,,,,Avenida Doctor Gálvez Ginachero,23,29009.0,Unicaja Banco,Unicaja,,-4.4292239,36.7267789,-493061,4088425,unicaja banco,113
POINT (-4.4205929 36.718552),Unicaja Banco,,bank,,,,,,3,29015.0,Unicaja Banco,Unicaja,,-4.4205929,36.718552,-492100,4087509,unicaja banco,142
POINT (-4.412954 36.7188729),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.412954,36.7188729,-491250,4087545,,-1
POINT (-4.4801299 36.7372661),Unicaja Banco,,bank,,,,,Calle Lope de Rueda,57,29190.0,Unicaja Banco,Unicaja,,-4.4801299,36.7372661,-498728,4089592,unicaja banco,17
POINT (-4.381483 36.7264126),Unicaja Banco,,bank,,,,,Paseo Cerrado de Calderón,18,29018.0,Unicaja Banco,Unicaja,,-4.381483,36.7264126,-487747,4088384,unicaja banco,31
POINT (-4.4927241 36.7073156),Supermercado Guadalhorce,supermarket,,,,,,,,,Covirán,,,-4.4927241,36.7073156,-500130,4086258,supermercado guadalhorce,29
POINT (-4.4928761 36.7073679),,convenience,,,,,,,,,,,,-4.4928761,36.7073679,-500147,4086264,,29
POINT (-4.492985 36.7073569),,,cafe,,,,,,,,,,,-4.492985,36.7073569,-500159,4086263,,29
POINT (-4.4410602 36.7116265),Unicaja Banco,,bank,,,,,,4,29006.0,Unicaja Banco,Unicaja,,-4.4410602,36.7116265,-494379,4086738,unicaja banco,110
POINT (-4.4361377 36.7055498),Unicaja Banco,,bank,,,,,Calle Ayala,65,29002.0,Unicaja Banco,Unicaja,,-4.4361377,36.7055498,-493831,4086062,unicaja banco,119
POINT (-4.4410233 36.7167772),Unicaja Banco,,bank,,,,,Avenida Andalucía,46,29007.0,Unicaja Banco,Unicaja,,-4.4410233,36.7167772,-494375,4087312,unicaja banco,-1
POINT (-4.4282594 36.7217146),Unicaja Banco,,bank,,,,,Calle Mármoles,30,29007.0,Unicaja Banco,Unicaja,,-4.4282594,36.7217146,-492954,4087861,unicaja banco,132
POINT (-4.4558962 36.689373),Unicaja Banco,,bank,,,,,Avenida Molière,8,29004.0,Unicaja Banco,Unicaja,,-4.4558962,36.689373,-496030,4084261,unicaja banco,82
POINT (-4.4349039 36.7138197),Unicaja Banco,,bank,,,,,Calle Mauricio Moro Pareto,3,29006.0,Unicaja Banco,Unicaja,,-4.4349039,36.7138197,-493694,4086982,unicaja banco,-1
POINT (-4.4423772 36.7225079),Unicaja Banco,,bank,,,,,Carril de Gamarra,7,29010.0,Unicaja Banco,Unicaja,,-4.4423772,36.7225079,-494525,4087950,unicaja banco,86
POINT (-4.4478951 36.7108175),Unicaja Banco,,bank,,,,,Avenida José Ortega y Gasset,53,29006.0,Unicaja Banco,Unicaja,,-4.4478951,36.7108175,-495140,4086648,unicaja banco,-1
POINT (-4.4761173 36.7191691),Unicaja Banco,,bank,,,,,Calle Eolo,1,29010.0,Unicaja Banco,Unicaja,,-4.4761173,36.7191691,-498281,4087578,unicaja banco,48
POINT (-4.4470891 36.699321),Unicaja Banco,,bank,,,,,Avenida Manuel Torres,1,29003.0,Unicaja Banco,Unicaja,,-4.4470891,36.699321,-495050,4085368,unicaja banco,97
POINT (-4.466697 36.7256151),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.466697,36.7256151,-497233,4088295,,52
POINT (-4.4637784 36.7103298),Unicaja Banco,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.4637784,36.7103298,-496908,4086594,unicaja banco,-1
POINT (-4.4495454 36.7193126),Unicaja Banco,,bank,,,,,Avenida Santa Rosa de Lima,24,29007.0,Unicaja Banco,Unicaja,,-4.4495454,36.7193126,-495323,4087594,unicaja banco,63
POINT (-4.4771634 36.7082049),Unicaja Banco,,bank,,,,,Avenida Las Vegas,8,29006.0,Unicaja Banco,Unicaja,,-4.4771634,36.7082049,-498398,4086357,unicaja banco,49
POINT (-4.4557755 36.6965403),Unicaja Banco,,bank,,,,,Avenida Isaac Peral,13,29004.0,Unicaja Banco,Unicaja,,-4.4557755,36.6965403,-496017,4085059,unicaja banco,92
POINT (-4.4520588 36.7004089),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.4520588,36.7004089,-495603,4085490,,97
POINT (-4.4425951 36.6962897),Unicaja Banco,,bank,,,,,Avenida Sor Teresa Prat,58,29003.0,Unicaja Banco,Unicaja,,-4.4425951,36.6962897,-494550,4085031,unicaja banco,94
POINT (-4.4508251 36.69539),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.4508251,36.69539,-495466,4084931,,101
POINT (-4.4775912 36.6741627),Kärcher Center Málaga,,,,,company,,Avenida de Velázquez,288,29004.0,,,,-4.4775912,36.6741627,-498445,4082568,kärcher center málaga,-1
POINT (-4.4111194 36.7678549),,,,viewpoint,,,,,,,,,,-4.4111194,36.7678549,-491046,4092998,,-1
POINT (-4.4390537 36.7052631),Estanco Ignacio,tobacco,,,,,,Calle Héroe de Sostoa,130,29003.0,,,,-4.4390537,36.7052631,-494155,4086030,estanco ignacio,116
POINT (-4.3774708 36.7217058),Estanco Pedregalejo,tobacco,,,,,,Calle Bolivia,71,29017.0,,,,-4.3774708,36.7217058,-487300,4087860,estanco pedregalejo,37
POINT (-4.4323467 36.7404711),,supermarket,,,,,,Calle Ebro,,,,,,-4.4323467,36.7404711,-493409,4089949,,91
POINT (-4.4323439 36.7401372),,greengrocer,,,,,,Calle Ebro,6,,,,,-4.4323439,36.7401372,-493409,4089912,,91
POINT (-4.4325688 36.7400569),,,cafe,,,,,,,,,,,-4.4325688,36.7400569,-493434,4089903,,91
POINT (-4.422176 36.7251634),Desal Café,,cafe,,,,,Calle Ollerías,24,29012.0,,,,-4.422176,36.7251634,-492277,4088245,desal café,142
POINT (-4.4238931 36.7178622),Fermento,bakery,,,,,,Calle Torregorda,3,29005.0,,,,-4.4238931,36.7178622,-492468,4087432,fermento,142
POINT (-4.4234397 36.7182105),,,atm,,,,,,,,,Euronet,,-4.4234397,36.7182105,-492417,4087471,,142
POINT (-4.4789785 36.7350394),Centro Ciudadano Parque Artesanal,,community_centre,,,,,Calle Lope de Rueda,25,29190.0,,Ayuntamiento de Málaga,,-4.4789785,36.7350394,-498600,4089345,centro ciudadano parque artesanal,17
POINT (-4.4498922 36.6855945),Centro Médico de Conductores La Térmica,,doctors,,centre,,,Avenida Molière,41,29004.0,,,,-4.4498922,36.6855945,-495362,4083840,centro médico de conductores la térmica,-1
POINT (-4.4629796 36.7171581),Er Pichi de Cai,,restaurant,,,,,Calle Franz Kafka,8,29010.0,,,,-4.4629796,36.7171581,-496819,4087354,er pichi de cai,57
POINT (-4.4443529 36.691543),Campo de Arroz,,restaurant,,,,,Calle Francisco de Cossío,3,29004.0,,,chinese,-4.4443529,36.691543,-494745,4084503,campo de arroz,-1
POINT (-4.46266 36.6893737),Lumon,window_blind,,,,,,Tucídides,74,29004.0,,,,-4.46266,36.6893737,-496783,4084261,lumon,-1
POINT (-4.4601827 36.7087661),El Corte Inglés,department_store,,,,,,,,,,,,-4.4601827,36.7087661,-496508,4086420,el corte inglés,55
POINT (-4.4905117 36.6933332),Proinco,,,,,company,,Calle Leopoldo Lugones,1,29004.0,,,,-4.4905117,36.6933332,-499884,4084702,proinco,16
POINT (-4.4250572 36.7237137),Font-Alba,,,,,company,,Calle San Rafael,8,29008.0,,,,-4.4250572,36.7237137,-492597,4088084,font-alba,-1
POINT (-4.4362156 36.7121086),Servinec,hvac,,,,,,Calle La Unión,16,29006.0,,,,-4.4362156,36.7121086,-493840,4086792,servinec,-1
POINT (-4.4287106 36.7233123),Marisquería Liñán,,restaurant,,,,,Calle Trinidad,49,29009.0,,,seafood;fish,-4.4287106,36.7233123,-493004,4088039,marisquería liñán,76
POINT (-4.4869945 36.7136779),Grupo OAM Plus,,,,,company,,Calle Alfredo Corrochano,139,29006.0,,,,-4.4869945,36.7136779,-499492,4086967,grupo oam plus,30
POINT (-4.4435986 36.726833),Secrilim,,,,,company,,Calle Brújula,12,29010.0,,,,-4.4435986,36.726833,-494661,4088431,secrilim,87
POINT (-4.4420863 36.7270106),Freak Point,books,,,,,,Calle Lorenzo Silva,46,29010.0,,,,-4.4420863,36.7270106,-494493,4088451,freak point,88
POINT (-4.4409519 36.7275677),Cerrajería Dilo,locksmith,,,,,,Calle Barón de Les,14,29010.0,,,,-4.4409519,36.7275677,-494367,4088513,cerrajería dilo,-1
POINT (-4.4739297 36.7027167),Grupo Torresol,,,,,company,,Calle Lisboa,18,29006.0,,,,-4.4739297,36.7027167,-498038,4085746,grupo torresol,-1
POINT (-4.4184964 36.7244172),Merced Centro Rooms,,,hostel,,,,,,,,,,-4.4184964,36.7244172,-491867,4088162,merced centro rooms,142
POINT (-4.4188684 36.7220337),Strifud,,fast_food,,,,,,,,,,,-4.4188684,36.7220337,-491908,4087897,strifud,142
POINT (-4.3620669 36.7198273),Majave,,restaurant,,,,,Avenida Salvador Allende,23A,,,,,-4.3620669,36.7198273,-485585,4087651,majave,39
POINT (-4.3622282 36.7198333),Pizzeria Roma,,restaurant,,,,,Avenida Salvador Allende,23,,,,pizza,-4.3622282,36.7198333,-485603,4087652,pizzeria roma,39
POINT (-4.3623919 36.7198497),Ohana Poké,,restaurant,,,,,,,,,,asian,-4.3623919,36.7198497,-485621,4087654,ohana poké,39
POINT (-4.3625394 36.7198521),Primo Tivo,,restaurant,,,,,,,,,,,-4.3625394,36.7198521,-485638,4087654,primo tivo,39
POINT (-4.3626428 36.7198598),Gastrobar Gallarvi,,restaurant,,,,,,,,,,,-4.3626428,36.7198598,-485649,4087655,gastrobar gallarvi,39
POINT (-4.3633461 36.7199231),Domino's,,restaurant,,,,,Avenida Salvador Allende,17,,,,pizza,-4.3633461,36.7199231,-485728,4087662,domino's,39
POINT (-4.3631886 36.7207071),El Pan Moreno,bakery,,,,,,,,,,,,-4.3631886,36.7207071,-485710,4087749,el pan moreno,39
POINT (-4.3631903 36.7207314),My Sister,clothes,,,,,,,,,,,,-4.3631903,36.7207314,-485710,4087752,my sister,39
POINT (-4.36318 36.7207561),Neremar,,cafe,,,,,,,,,,,-4.36318,36.7207561,-485709,4087755,neremar,39
POINT (-4.3631764 36.7208031),María Galán,beauty,,,,,,,,,Beauty Lounge,,,-4.3631764,36.7208031,-485709,4087760,maría galán,39
POINT (-4.3631613 36.7208592),El Odeon,,cafe,,,,,,,,,,,-4.3631613,36.7208592,-485707,4087766,el odeon,39
POINT (-4.3631607 36.720907),Librería Gayango,books,,,,,,,,,,,,-4.3631607,36.720907,-485707,4087771,librería gayango,39
POINT (-4.3631535 36.7209603),Casa de la Pasta,,restaurant,,,,,,,,,,italian,-4.3631535,36.7209603,-485706,4087777,casa de la pasta,39
POINT (-4.3631185 36.7212473),Bolsos,bag,,,,,,,,,,,,-4.3631185,36.7212473,-485702,4087809,bolsos,39
POINT (-4.3634841 36.7214536),Mi Fiesta de Papel,party,,,,,,,,,,,,-4.3634841,36.7214536,-485743,4087832,mi fiesta de papel,39
POINT (-4.3636376 36.7215191),Jamones La Encina,deli,,,,,,,,,,,,-4.3636376,36.7215191,-485760,4087840,jamones la encina,39
POINT (-4.363702 36.7215227),Charanga,clothes,,,,,,,,,,,,-4.363702,36.7215227,-485767,4087840,charanga,39
POINT (-4.3638415 36.7215815),La Tienda de Bañadores,clothes,,,,,,,,,,,,-4.3638415,36.7215815,-485783,4087846,la tienda de bañadores,39
POINT (-4.3639953 36.7216477),Frutería Axarquía,greengrocer,,,,,,,,,,,,-4.3639953,36.7216477,-485800,4087854,frutería axarquía,39
POINT (-4.3627979 36.7211831),Vivanta Dental,,dentist,,dentist,,,Avenida Juan Sebastián Elcano,166,,,,,-4.3627979,36.7211831,-485667,4087802,vivanta dental,39
POINT (-4.366568 36.7222242),Semilla Negra,,cafe,,,,,Avenida Juan Sebastián Elcano,140,,,,,-4.366568,36.7222242,-486086,4087918,semilla negra,39
POINT (-4.4379606 36.7187688),Mapulim,cleaning_supplies,,,,,,Calle Ingeniero de la Torre Acosta,1,29007.0,,,,-4.4379606,36.7187688,-494034,4087533,mapulim,-1
POINT (-4.3995205 36.7267947),Sociedad Malagueña de Astronomía,,,,,association,,Calle República Argentina,9,29016.0,,,,-4.3995205,36.7267947,-489755,4088427,sociedad malagueña de astronomía,68
POINT (-4.3995313 36.7266874),Asociación Jacobea de Málaga,,,,,association,,Calle República Argentina,9,29016.0,,,,-4.3995313,36.7266874,-489756,4088415,asociación jacobea de málaga,68
POINT (-4.3995259 36.726741),Asociación de Vecinos Gibralfaro,,,,,association,,Calle República Argentina,9,29016.0,,,,-4.3995259,36.726741,-489755,4088421,asociación de vecinos gibralfaro,68
POINT (-4.4436809 36.7268738),Vinomar,wine,,,,,,Calle Brújula,12,29010.0,,,,-4.4436809,36.7268738,-494671,4088436,vinomar,87
POINT (-4.4249457 36.7195762),Mulita,,restaurant,,,,,,17,29005.0,,,mexican,-4.4249457,36.7195762,-492585,4087623,mulita,142
POINT (-4.4141274 36.7152932),La Bella Lola,,restaurant,,,,,,,,,,spanish,-4.4141274,36.7152932,-491381,4087146,la bella lola,84
POINT (-4.4142642 36.7152343),Mamma Mia,,restaurant,,,,,,,,,,pizza,-4.4142642,36.7152343,-491396,4087140,mamma mia,84
POINT (-4.4130681 36.7172029),KIKO Milano,cosmetics,,,,,,,,,KIKO Milano,,,-4.4130681,36.7172029,-491263,4087359,kiko milano,83
POINT (-4.4130579 36.717337),Beyond Archives,clothes,,,,,,,,,,,,-4.4130579,36.717337,-491262,4087374,beyond archives,83
POINT (-4.4129941 36.7174052),Miramira,jewelry,,,,,,,,,,,,-4.4129941,36.7174052,-491255,4087382,miramira,83
POINT (-4.4128755 36.7178398),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-4.4128755,36.7178398,-491241,4087430,starbucks,83
POINT (-4.4134645 36.7185827),Tasty Poke,,restaurant,,,,,,,,,,poke,-4.4134645,36.7185827,-491307,4087513,tasty poke,-1
POINT (-4.4133703 36.7185715),Small Cafe,,cafe,,,,,,,,,,,-4.4133703,36.7185715,-491296,4087511,small cafe,83
POINT (-4.4132287 36.7183609),Chopp,,bar,,,,,,,,,,,-4.4132287,36.7183609,-491281,4087488,chopp,83
POINT (-4.4173794 36.7177719),,,atm,,,,,,,,,,,-4.4173794,36.7177719,-491743,4087422,,-1
POINT (-4.4441399 36.7078816),Smartfit,,,,,,fitness_centre,Avenida Juan XXIII,23,29006.0,,,,-4.4441399,36.7078816,-494722,4086321,smartfit,109
POINT (-4.4145509 36.7148979),Casa Carmen,,restaurant,,,,,,,,,,regional,-4.4145509,36.7148979,-491428,4087102,casa carmen,84
POINT (-4.4136129 36.7164292),Pompeu,clothes,,,,,,,,,,,,-4.4136129,36.7164292,-491323,4087273,pompeu,84
POINT (-4.3664673 36.7224081),Mr. Nutrition,nutrition_supplements,,,,,,Avenida Juan Sebastián Elcano,137,29017.0,,,,-4.3664673,36.7224081,-486075,4087938,mr. nutrition,39
POINT (-4.4169829 36.7201375),Real Academia de Bellas Artes de San Telmo,,,,,art_institution,,,,29015.0,,,,-4.4169829,36.7201375,-491699,4087686,real academia de bellas artes de san telmo,142
POINT (-4.4595615 36.6869607),Cafetería Panda,,cafe,,,,,,,,,,,-4.4595615,36.6869607,-496438,4083992,cafetería panda,64
POINT (-4.4593066 36.6869361),Parfois,fashion_accessories,,,,,,,,,Parfois,,,-4.4593066,36.6869361,-496410,4083990,parfois,64
POINT (-4.4591685 36.6868875),Aromas,perfumery,,,,,,,,,,,,-4.4591685,36.6868875,-496395,4083984,aromas,64
POINT (-4.4591289 36.6868707),MiOptico,optician,,,,,,,,,,,,-4.4591289,36.6868707,-496390,4083982,mioptico,64
POINT (-4.4591774 36.686808),MásMóvil,mobile_phone,,,,,,,,,,,,-4.4591774,36.686808,-496396,4083975,másmóvil,64
POINT (-4.4590642 36.686866),Time Road,watches,,,,,,,,,,,,-4.4590642,36.686866,-496383,4083982,time road,64
POINT (-4.4591183 36.6867815),Mister Minit,locksmith,,,,,,,,,Mister Minit,,,-4.4591183,36.6867815,-496389,4083973,mister minit,64
POINT (-4.459082 36.6867612),Altrobacco,e-cigarette,,,,,,,,,,,,-4.459082,36.6867612,-496385,4083970,altrobacco,64
POINT (-4.4589664 36.6867008),Dianora,jewelry,,,,,,,,,,,,-4.4589664,36.6867008,-496372,4083964,dianora,64
POINT (-4.4587788 36.6866425),Orange,mobile_phone,,,,,,,,,Orange,,,-4.4587788,36.6866425,-496351,4083957,orange,64
POINT (-4.4585022 36.6866196),Lavandería Tintorería Los Patios,laundry,,,,,,,,,,,,-4.4585022,36.6866196,-496320,4083954,lavandería tintorería los patios,64
POINT (-4.4585587 36.6865519),Vitello,furniture,,,,,,,,,,,,-4.4585587,36.6865519,-496327,4083947,vitello,64
POINT (-4.4584581 36.6865722),Gran Hombre XXL,clothes,,,,,,,,,,,,-4.4584581,36.6865722,-496316,4083949,gran hombre xxl,64
POINT (-4.4583591 36.6865319),Loterías y Apuestos del Estado,lottery,,,,,,,,,,,,-4.4583591,36.6865319,-496305,4083945,loterías y apuestos del estado,64
POINT (-4.4583802 36.6864556),Marco Aldany,hairdresser,,,,,,,,,Marco Aldany,,,-4.4583802,36.6864556,-496307,4083936,marco aldany,64
POINT (-4.4581264 36.6863504),Oteros,sports,,,,,,,,,,,,-4.4581264,36.6863504,-496279,4083925,oteros,64
POINT (-4.4602189 36.6872033),Pepco,variety_store,,,,,,,,,Pepco,,,-4.4602189,36.6872033,-496512,4084019,pepco,64
POINT (-4.4599907 36.6871535),Hipermueble,furniture,,,,,,,,,,,,-4.4599907,36.6871535,-496486,4084014,hipermueble,64
POINT (-4.459784 36.6870645),Juguettos,toys,,,,,,,,,Juguettos,,,-4.459784,36.6870645,-496463,4084004,juguettos,64
POINT (-4.4597301 36.6871664),Pelayo Seguros,,,,,insurance,,,,,Pelayo,,,-4.4597301,36.6871664,-496457,4084015,pelayo seguros,64
POINT (-4.4335039 36.7238312),Supeco,supermarket,,,,,,Calle Rafaela,11,29009.0,Supeco,,,-4.4335039,36.7238312,-493538,4088097,supeco,-1
POINT (-4.4242556 36.7194873),Ribes & Casals,fabric,,,,,,,,,,,,-4.4242556,36.7194873,-492508,4087613,ribes & casals,142
POINT (-4.4289216 36.7191656),Gameplay Stores,video_games,,,,,,,,,,,,-4.4289216,36.7191656,-493028,4087578,gameplay stores,133
POINT (-4.4114443 36.7172028),La Galga,,cafe,,,,,Calle Pintor Casilari Roldán,2,29016.0,,,,-4.4114443,36.7172028,-491082,4087359,la galga,81
POINT (-4.4304172 36.7106132),Las Biznagas,tobacco,,,,,,Calle Ayala,3,29002.0,,,,-4.4304172,36.7106132,-493194,4086625,las biznagas,-1
POINT (-4.4143593 36.7333907),El Perro Andaluz,,veterinary,,,,,Calle General Ibáñez,49,29013.0,,,,-4.4143593,36.7333907,-491406,4089161,el perro andaluz,-1
POINT (-4.4148213 36.7276663),Lara Podologo,,doctors,,doctor,,,Calle Puerto Parejo,8,29013.0,,,,-4.4148213,36.7276663,-491458,4088524,lara podologo,142
POINT (-4.4150179 36.7276605),Mapfre,,,,,insurance,,Calle Puerto Parejo,13,29013.0,Mapfre,,,-4.4150179,36.7276605,-491480,4088523,mapfre,142
POINT (-4.4150671 36.7281702),Barcam & Gerimar,,,,,consulting,,,,,,,,-4.4150671,36.7281702,-491485,4088580,barcam & gerimar,142
POINT (-4.4120097 36.7281211),Alfa Málaga,,,,,estate_agent,,Calle Hurtado de Mendoza,19,29012.0,,,,-4.4120097,36.7281211,-491145,4088574,alfa málaga,-1
POINT (-4.4567122 36.6899092),Aldi,supermarket,,,,,,Avenida Molière,,29004.0,Aldi,Aldi,,-4.4567122,36.6899092,-496121,4084321,aldi,82
POINT (-4.440393 36.693162),Annarè,,restaurant,,,,,Calle Pacífico,39,29004.0,,,italian;pizza,-4.440393,36.693162,-494305,4084683,annarè,95
POINT (-4.3938621 36.7233561),Isturk,,fast_food,,,,,Avenida Pintor Joaquín Sorolla,36,,,,turkish,-4.3938621,36.7233561,-489125,4088044,isturk,72
POINT (-4.3937678 36.7233426),Mo Singular,houseware,,,,,,Avenida Pintor Joaquín Sorolla,38,,,,,-4.3937678,36.7233426,-489114,4088042,mo singular,72
